counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.652935,,,,,,,,0.652935,1,,,,,,179,WORD,"ID",16,basket,BASKET,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,56,56,118,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.181455,,,,,,,,1.181455,1,,,,,,134,WORD,"ID",16,staple,STAPLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,57,57,73,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.907265,,,,,,,,0.907265,0,,,,,,245,NW,UN,16,piaton,ANOUGS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,58,58,424,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.658495,,,,,,,,0.658495,1,,,,,,109,WORD,"ID",33,wonder,WONDER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,59,59,48,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.88025,,,,,,,,0.88025,1,,,,,,441,NW,UN,33,aboune,RASTOE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,60,60,380,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.573075,,,,,,,,0.573075,0,,,,,,13,WORD,UN,16,almost,STRIVE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,61,61,192,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.688325,,,,,,,,0.688325,1,,,,,,11,WORD,UN,16,amount,CRUISE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,62,62,190,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57232,,,,,,,,0.57232,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,63,63,12,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.09017,,,,,,,,1.09017,1,,,,,,303,NW,"ID",33,fiream,FIREAM,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,64,64,242,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.42357,,,,,,,,1.42357,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,65,65,263,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.26392,,,,,,,,1.26392,1,,,,,,469,NW,UN,33,crudio,PADIFS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,66,66,408,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65193,,,,,,,,0.65193,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,67,67,417,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.51493,,,,,,,,0.51493,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,68,68,256,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.665,,,,,,,,0.665,1,,,,,,364,NW,"ID",16,impote,IMPOTE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,69,69,303,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.97265,,,,,,,,0.97265,0,,,,,,367,NW,"ID",16,slique,SLIQUE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,70,70,306,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58151,,,,,,,,0.58151,1,,,,,,180,WORD,"ID",16,silent,SILENT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,71,71,119,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55656,,,,,,,,0.55656,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,72,72,205,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.81476,,,,,,,,0.81476,0,,,,,,382,NW,"ID",16,sarley,SARLEY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,73,73,321,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.864685,,,,,,,,0.864685,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,74,74,128,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51562,,,,,,,,0.51562,1,,,,,,147,WORD,"ID",16,garlic,GARLIC,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,75,75,86,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.85236,,,,,,,,0.85236,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,76,76,16,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.692175,,,,,,,,0.692175,0,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,77,77,360,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.620635,,,,,,,,0.620635,1,,,,,,321,NW,"ID",33,miator,MIATOR,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,78,78,260,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.865465,,,,,,,,0.865465,1,,,,,,123,WORD,"ID",16,strike,STRIKE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,79,79,62,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.7336,,,,,,,,0.7336,1,,,,,,381,NW,"ID",16,huniek,HUNIEK,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,80,80,320,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.079,,,,,,,,1.079,1,,,,,,25,WORD,UN,16,sprint,DOMAIN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,81,81,204,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,1.079,-1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,82,82,314,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.947285,,,,,,,,0.947285,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,83,83,153,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.633525,,,,,,,,1.633525,0,,,,,,326,NW,"ID",33,iguade,IGUADE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,84,84,265,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.76601,,,,,,,,0.76601,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,85,85,56,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.559005,,,,,,,,0.559005,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,86,86,222,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50879,,,,,,,,0.50879,1,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,87,87,83,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.665185,,,,,,,,0.665185,1,,,,,,103,WORD,"ID",33,bounce,BOUNCE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,88,88,42,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.665185,-1,,,,,,242,NW,UN,16,musied,UNWERT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,89,89,421,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.416495,,,,,,,,0.416495,1,,,,,,453,NW,UN,33,scouge,BOLVIS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,90,90,392,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.931095,,,,,,,,1.931095,1,,,,,,37,WORD,UN,16,powder,INSULT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,91,91,216,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65745,,,,,,,,0.65745,1,,,,,,414,NW,"ID",16,serbol,SERBOL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,92,92,353,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.759645,,,,,,,,0.759645,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,93,93,240,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.80603,,,,,,,,0.80603,1,,,,,,36,WORD,UN,16,insult,VANISH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,94,94,215,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.751015,,,,,,,,0.751015,1,,,,,,380,NW,"ID",16,cavory,CAVORY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,95,95,319,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.655605,,,,,,,,0.655605,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,96,96,177,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5398,,,,,,,,0.5398,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,97,97,14,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.43631,,,,,,,,0.43631,0,,,,,,328,NW,"ID",33,broake,BROAKE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,98,98,267,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.650365,,,,,,,,0.650365,1,,,,,,210,WORD,UN,33,infect,MONKEY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,99,99,149,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.58138,,,,,,,,0.58138,0,,,,,,280,NW,UN,16,melaty,CURBOL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,100,100,459,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.77335,,,,,,,,0.77335,1,,,,,,249,NW,UN,16,milted,BATROL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,101,101,428,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.80337,,,,,,,,0.80337,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,102,102,238,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.521845,,,,,,,,0.521845,1,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,103,103,96,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.621575,,,,,,,,0.621575,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,104,104,46,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.717625,,,,,,,,0.717625,1,,,,,,274,NW,UN,16,sleirt,FUMBLO,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,105,105,453,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.714675,,,,,,,,0.714675,1,,,,,,32,WORD,UN,16,scream,BUCKLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,106,106,211,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.01734,,,,,,,,1.01734,1,,,,,,358,NW,"ID",33,fleack,FLEACK,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,107,107,297,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.184935,,,,,,,,1.184935,1,,,,,,49,WORD,UN,16,snatch,SURVEY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,108,108,228,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.565865,,,,,,,,0.565865,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,109,109,15,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78623,,,,,,,,0.78623,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,110,110,145,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.21863,,,,,,,,1.21863,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,111,111,410,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.881585,,,,,,,,0.881585,1,,,,,,409,NW,"ID",16,elopia,ELOPIA,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,112,112,348,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.51508,,,,,,,,1.51508,1,,,,,,264,NW,UN,16,distar,VACKEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,113,113,443,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50712,,,,,,,,0.50712,1,,,,,,233,WORD,UN,33,clumsy,NATURE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,114,114,172,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.14019,,,,,,,,1.14019,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,115,115,384,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.707975,,,,,,,,0.707975,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,116,116,26,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.41409,,,,,,,,1.41409,0,,,,,,273,NW,UN,16,fumblo,SORTEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,117,117,452,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.701975,,,,,,,,0.701975,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,118,118,269,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.543945,,,,,,,,0.543945,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,119,119,181,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.75329,,,,,,,,0.75329,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,120,120,247,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52728,,,,,,,,0.52728,1,,,,,,349,NW,"ID",33,asylen,ASYLEN,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,121,121,288,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.831665,,,,,,,,0.831665,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,122,122,369,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.77447,,,,,,,,0.77447,1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,123,123,87,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.50623,,,,,,,,0.50623,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,124,124,296,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.58772,,,,,,,,0.58772,1,,,,,,292,NW,UN,16,swance,ABLINT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,125,125,471,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56821,,,,,,,,0.56821,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,126,126,474,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.57103,,,,,,,,0.57103,0,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,127,127,24,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.492735,,,,,,,,1.492735,1,,,,,,385,NW,"ID",16,veigma,VEIGMA,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,128,128,324,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.640535,,,,,,,,0.640535,1,,,,,,315,NW,"ID",33,laston,LASTON,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,129,129,254,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.763035,,,,,,,,0.763035,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,130,130,323,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.671535,,,,,,,,0.671535,1,,,,,,14,WORD,UN,16,orange,ALMOST,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,131,131,193,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.688555,,,,,,,,0.688555,1,,,,,,300,NW,UN,16,smenco,YARION,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,132,132,479,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78425,,,,,,,,0.78425,1,,,,,,8,WORD,UN,16,hustle,ABRUPT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,133,133,187,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.505995,,,,,,,,0.505995,1,,,,,,20,WORD,UN,16,simple,BREAST,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,134,134,199,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.520095,,,,,,,,0.520095,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,135,135,36,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.486525,,,,,,,,0.486525,1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,136,136,230,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.646065,,,,,,,,0.646065,1,,,,,,279,NW,UN,16,curbol,CELOND,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,137,137,458,1
