counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.548855,,,,,,,,0.548855,1,,,,,,341,NW,UN,33,randow,MYRTIE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,53,53,400,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.733985,,,,,,,,0.733985,1,,,,,,243,NW,"ID",16,musied,MUSIED,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,54,54,302,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.063885,,,,,,,,1.063885,1,,,,,,377,NW,UN,16,shrile,INJORE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,55,55,436,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.63673,,,,,,,,0.63673,1,,,,,,134,WORD,UN,16,import,STAPLE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,56,56,193,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.689725,,,,,,,,0.689725,1,,,,,,264,NW,"ID",16,vackel,VACKEL,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,57,57,323,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.674035,,,,,,,,0.674035,1,,,,,,436,NW,"ID",33,frutan,FRUTAN,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,58,58,255,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.663975,,,,,,,,0.663975,1,,,,,,205,WORD,"ID",33,lounge,LOUNGE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,59,59,24,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.66633,,,,,,,,0.66633,1,,,,,,272,NW,"ID",16,damilt,DAMILT,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,60,60,331,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.663765,,,,,,,,0.663765,1,,,,,,251,NW,"ID",16,lupict,LUPICT,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,61,61,310,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.781155,,,,,,,,0.781155,1,,,,,,163,WORD,UN,16,market,STRING,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,62,62,222,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.765025,,,,,,,,0.765025,1,,,,,,325,NW,UN,33,iguade,THRUSE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,63,63,384,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.627385,,,,,,,,0.627385,1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,64,64,11,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.667875,,,,,,,,0.667875,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,65,65,12,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.681665,,,,,,,,0.681665,1,,,,,,144,WORD,UN,16,parish,SPONGE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,66,66,203,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.71132,,,,,,,,0.71132,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,67,67,412,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5494,,,,,,,,0.5494,1,,,,,,98,WORD,UN,33,fluent,BELONG,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,68,68,157,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.624675,,,,,,,,0.624675,1,,,,,,61,WORD,UN,33,region,PONDER,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,69,69,120,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.597345,,,,,,,,0.597345,1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,70,70,134,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.6089,,,,,,,,0.6089,1,,,,,,95,WORD,UN,33,ignore,THREAD,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,71,71,154,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.73448,,,,,,,,0.73448,1,,,,,,87,WORD,UN,33,sprawl,FILTER,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,72,72,146,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.6023,,,,,,,,0.6023,1,,,,,,60,WORD,"ID",16,pencil,PENCIL,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,73,73,119,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.71865,,,,,,,,0.71865,1,,,,,,303,NW,UN,33,cludie,FIREAM,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,74,74,362,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.96858,,,,,,,,0.96858,1,,,,,,268,NW,"ID",16,packes,PACKES,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,75,75,327,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.75226,,,,,,,,0.75226,0,,,,,,400,NW,UN,16,mustil,WEAROX,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,76,76,459,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.768915,,,,,,,,0.768915,1,,,,,,170,WORD,UN,16,dragon,POUNCE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,77,77,229,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.83559,,,,,,,,0.83559,1,,,,,,387,NW,UN,16,cragin,GRONCE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,78,78,446,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.58801,,,,,,,,0.58801,1,,,,,,271,NW,"ID",16,aubrid,AUBRID,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,79,79,330,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.585885,,,,,,,,0.585885,1,,,,,,428,NW,"ID",33,tandly,TANDLY,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,80,80,247,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64224,,,,,,,,0.64224,1,,,,,,381,NW,UN,16,sarley,HUNIEK,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,81,81,440,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.926145,,,,,,,,0.926145,1,,,,,,227,WORD,"ID",33,seldom,SELDOM,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,82,82,46,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.760305,,,,,,,,0.760305,1,,,,,,126,WORD,UN,16,castle,ENOUGH,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,83,83,185,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.83095,,,,,,,,0.83095,1,,,,,,33,WORD,"ID",16,butler,BUTLER,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,84,84,92,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.77488,,,,,,,,0.77488,1,,,,,,195,WORD,"ID",33,resign,RESIGN,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,85,85,14,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.955035,,,,,,,,0.955035,1,,,,,,462,NW,"ID",33,absult,ABSULT,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,86,86,281,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.614565,,,,,,,,0.614565,1,,,,,,10,WORD,"ID",16,ethnic,ETHNIC,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,87,87,69,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.629945,,,,,,,,0.629945,1,,,,,,293,NW,"ID",16,swance,SWANCE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,88,88,352,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.59817,,,,,,,,0.59817,1,,,,,,184,WORD,"ID",33,sleazy,SLEAZY,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,89,89,3,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56662,,,,,,,,0.56662,1,,,,,,378,NW,UN,16,auting,SHRILE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,90,90,437,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.60957,,,,,,,,0.60957,1,,,,,,289,NW,"ID",16,starby,STARBY,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,91,91,348,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.576255,,,,,,,,0.576255,1,,,,,,97,WORD,UN,33,belong,CLIENT,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,92,92,156,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.781745,,,,,,,,0.781745,1,,,,,,367,NW,UN,16,hornal,SLIQUE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,93,93,426,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.591135,,,,,,,,0.591135,1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,94,94,150,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.78129,,,,,,,,0.78129,1,,,,,,369,NW,UN,16,sleact,WRONCH,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,95,95,428,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.684655,,,,,,,,0.684655,1,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,96,96,133,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.695885,,,,,,,,0.695885,1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,97,97,250,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.613885,,,,,,,,0.613885,1,,,,,,371,NW,UN,16,ramily,GEILOY,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,98,98,430,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.598555,,,,,,,,0.598555,1,,,,,,449,NW,"ID",33,brunge,BRUNGE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,99,99,268,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.683435,,,,,,,,0.683435,1,,,,,,348,NW,UN,33,asylen,DUMPLE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,100,100,407,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.542865,,,,,,,,0.542865,1,,,,,,406,NW,UN,16,suiver,NOUPLY,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,101,101,465,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.5933,,,,,,,,0.5933,1,,,,,,356,NW,UN,33,derain,OTHNIS,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,102,102,415,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.49958,,,,,,,,0.49958,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,103,103,265,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.7155,,,,,,,,0.7155,1,,,,,,282,NW,"ID",16,porlex,PORLEX,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,104,104,341,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.58161,,,,,,,,0.58161,1,,,,,,346,NW,UN,33,kerift,SAUDIC,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,105,105,405,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.665645,,,,,,,,0.665645,1,,,,,,11,WORD,"ID",16,cruise,CRUISE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,106,106,70,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.60039,,,,,,,,0.60039,1,,,,,,412,NW,UN,16,equats,JILUER,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,107,107,471,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.572435,,,,,,,,0.572435,1,,,,,,84,WORD,UN,33,strand,MORTAL,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,108,108,143,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.67505,,,,,,,,0.67505,1,,,,,,422,NW,"ID",33,alcoud,ALCOUD,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,109,109,241,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.582255,,,,,,,,0.582255,1,,,,,,294,NW,"ID",16,inhort,INHORT,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,110,110,353,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.70028,,,,,,,,0.70028,1,,,,,,8,WORD,"ID",16,abrupt,ABRUPT,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,111,111,67,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.959035,,,,,,,,0.959035,1,,,,,,256,NW,"ID",16,inlors,INLORS,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,112,112,315,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.831425,,,,,,,,0.831425,1,,,,,,19,WORD,"ID",16,patron,PATRON,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,113,113,78,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.70462,,,,,,,,0.70462,1,,,,,,14,WORD,"ID",16,almost,ALMOST,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,114,114,73,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.587755,,,,,,,,0.587755,1,,,,,,130,WORD,UN,16,quench,STUPID,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,115,115,189,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.551245,,,,,,,,0.551245,1,,,,,,333,NW,UN,33,watmeg,CATRIE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,116,116,392,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.603475,,,,,,,,0.603475,1,,,,,,279,NW,"ID",16,celond,CELOND,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,117,117,338,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,1.099915,,,,,,,,1.099915,0,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,118,118,273,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63043,,,,,,,,0.63043,1,,,,,,411,NW,UN,16,jiluer,ORCHIN,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,119,119,470,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.6166,,,,,,,,0.6166,1,,,,,,420,NW,UN,16,pauche,GUSHOP,z,,,,,,0.01171875,-0.376302083,0,0,0,space,0,120,120,479,1,46.86157,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.04773,,,,,,,,1.04773,1,,,,,,206,WORD,"ID",33,tailor,TAILOR,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,121,121,25,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.628955,,,,,,,,0.628955,1,,,,,,327,NW,UN,33,broake,PLENAC,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,122,122,386,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.654075,,,,,,,,0.654075,1,,,,,,236,WORD,"ID",33,pirate,PIRATE,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,123,123,55,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.781745,,,,,,,,0.781745,1,,,,,,305,NW,UN,33,sounge,FORGLE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,124,124,364,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.764785,,,,,,,,0.764785,1,,,,,,212,WORD,"ID",33,verify,VERIFY,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,125,125,31,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.85661,,,,,,,,0.85661,1,,,,,,137,WORD,UN,16,melody,FINGER,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,126,126,196,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.63391,,,,,,,,0.63391,1,,,,,,189,WORD,"ID",33,censor,CENSOR,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,127,127,8,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.627795,,,,,,,,0.627795,1,,,,,,432,NW,"ID",33,lunker,LUNKER,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,128,128,251,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.68904,,,,,,,,0.68904,1,,,,,,180,WORD,UN,16,thrive,SILENT,m,,,,,,0.01171875,-0.376302083,0,0,0,,0,129,129,239,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.765095,,,,,,,,0.765095,1,,,,,,403,NW,UN,16,cluirm,BRUATS,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,130,130,462,1,,
,,,,,,,,,,,,,,,,,,5b47e287bc06c90001f8b67d,2020-11-27_15h06.16.656,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56683,,,,,,,,0.56683,1,,,,,,440,NW,"ID",33,saride,SARIDE,z,,,,,,0.01171875,-0.376302083,0,0,0,,0,131,131,259,1,,
