counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.707175,,,,,,,,0.707175,1,,,,,,353,NW,"ID",33,clurey,CLUREY,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,55,55,292,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.7106,,,,,,,,0.7106,1,,,,,,251,NW,UN,16,stapod,LUPICT,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,56,56,430,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.549905,,,,,,,,0.549905,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,57,57,414,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60116,,,,,,,,0.60116,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,58,58,465,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.554975,,,,,,,,0.554975,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,59,59,140,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.599205,,,,,,,,0.599205,1,,,,,,329,NW,"ID",33,yarike,YARIKE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,60,60,268,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.744335,,,,,,,,0.744335,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,61,61,302,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.578765,,,,,,,,0.578765,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,62,62,147,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53435,,,,,,,,0.53435,1,,,,,,150,WORD,"ID",16,random,RANDOM,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,63,63,89,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.611115,,,,,,,,0.611115,1,,,,,,127,WORD,"ID",16,castle,CASTLE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,64,64,66,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.524795,,,,,,,,0.524795,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,65,65,404,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.551135,,,,,,,,0.551135,1,,,,,,403,NW,"ID",16,bruats,BRUATS,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,66,66,342,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.523585,,,,,,,,0.523585,0,,,,,,264,NW,UN,16,distar,VACKEL,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,67,67,443,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.65564,,,,,,,,0.65564,1,,,,,,124,WORD,"ID",16,blouse,BLOUSE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,68,68,63,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.612665,,,,,,,,0.612665,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,69,69,56,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.508395,,,,,,,,0.508395,1,,,,,,72,WORD,"ID",33,bright,BRIGHT,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,70,70,11,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.590925,,,,,,,,0.590925,1,,,,,,155,WORD,"ID",16,lizard,LIZARD,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,71,71,94,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.555155,,,,,,,,0.555155,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,72,72,383,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.671585,,,,,,,,0.671585,1,,,,,,410,NW,"ID",16,tunory,TUNORY,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,73,73,349,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.520945,,,,,,,,0.520945,0,,,,,,119,WORD,"ID",33,spider,SPIDER,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,74,74,58,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.62523,,,,,,,,0.62523,1,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,75,75,7,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.536855,,,,,,,,0.536855,1,,,,,,141,WORD,"ID",16,orphan,ORPHAN,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,76,76,80,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52778,,,,,,,,0.52778,1,,,,,,39,WORD,UN,16,convey,INSECT,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,77,77,218,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.59674,,,,,,,,0.59674,1,,,,,,274,NW,UN,16,sleirt,FUMBLO,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,78,78,453,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66928,,,,,,,,0.66928,1,,,,,,366,NW,"ID",16,toshel,TOSHEL,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,79,79,305,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.78175,,,,,,,,0.78175,1,,,,,,273,NW,UN,16,fumblo,SORTEL,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,80,80,452,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.738845,,,,,,,,0.738845,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,81,81,238,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.6157,,,,,,,,0.6157,1,,,,,,347,NW,"ID",33,kerift,KERIFT,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,82,82,286,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74314,,,,,,,,0.74314,1,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,83,83,448,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65766,,,,,,,,0.65766,1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,84,84,306,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.666095,,,,,,,,0.666095,0,,,,,,221,WORD,UN,33,hinder,MASCOT,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,85,85,160,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.69716,,,,,,,,0.69716,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,86,86,400,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.759445,,,,,,,,0.759445,1,,,,,,341,NW,"ID",33,myrtie,MYRTIE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,87,87,280,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61874,,,,,,,,0.61874,1,,,,,,315,NW,"ID",33,laston,LASTON,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,88,88,254,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.537445,,,,,,,,0.537445,1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,89,89,314,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.617035,,,,,,,,0.617035,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,90,90,438,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.569225,,,,,,,,0.569225,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,91,91,266,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.504515,,,,,,,,0.504515,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,92,92,289,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.702025,,,,,,,,0.702025,1,,,,,,289,NW,UN,16,splino,STARBY,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,93,93,468,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.035795,,,,,,,,1.035795,1,,,,,,372,NW,"ID",16,ramily,RAMILY,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,94,94,311,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.643375,,,,,,,,0.643375,1,,,,,,129,WORD,"ID",16,marvel,MARVEL,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,95,95,68,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.73509,,,,,,,,0.73509,1,,,,,,172,WORD,"ID",16,patrol,PATROL,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,96,96,111,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58847,,,,,,,,0.58847,1,,,,,,156,WORD,"ID",16,cradle,CRADLE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,97,97,95,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.75197,,,,,,,,0.75197,1,,,,,,386,NW,"ID",16,ancust,ANCUST,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,98,98,325,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.73044,,,,,,,,0.73044,1,,,,,,44,WORD,UN,16,clergy,DANGER,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,99,99,223,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.86296,,,,,,,,0.86296,1,,,,,,226,WORD,UN,33,flower,CASINO,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,100,100,165,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57498,,,,,,,,0.57498,1,,,,,,168,WORD,"ID",16,answer,ANSWER,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,101,101,107,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.51849,,,,,,,,0.51849,0,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,102,102,253,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.86008,,,,,,,,0.86008,1,,,,,,373,NW,"ID",16,bigent,BIGENT,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,103,103,312,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.146905,,,,,,,,1.146905,1,,,,,,176,WORD,"ID",16,strife,STRIFE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,104,104,115,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.13001,,,,,,,,1.13001,1,,,,,,140,WORD,"ID",16,prince,PRINCE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,105,105,79,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.86272,,,,,,,,0.86272,1,,,,,,180,WORD,"ID",16,silent,SILENT,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,106,106,119,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5317,,,,,,,,0.5317,1,,,,,,233,WORD,UN,33,clumsy,NATURE,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,107,107,172,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.617215,,,,,,,,0.617215,1,,,,,,167,WORD,"ID",16,design,DESIGN,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,108,108,106,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.721175,,,,,,,,0.721175,1,,,,,,385,NW,"ID",16,veigma,VEIGMA,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,109,109,324,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.82824,,,,,,,,0.82824,1,,,,,,435,NW,UN,33,frutan,IMPURB,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,110,110,374,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.994605,,,,,,,,0.994605,1,,,,,,22,WORD,UN,16,wealth,JOCKEY,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,111,111,201,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.738855,,,,,,,,0.738855,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,112,112,361,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.870905,,,,,,,,0.870905,1,,,,,,328,NW,"ID",33,broake,BROAKE,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,113,113,267,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66668,,,,,,,,0.66668,1,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,114,114,350,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.88554,,,,,,,,0.88554,1,,,,,,135,WORD,"ID",16,import,IMPORT,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,115,115,74,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76348,,,,,,,,0.76348,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,116,116,375,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.806155,,,,,,,,0.806155,1,,,,,,426,NW,UN,33,schind,URIVEL,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,117,117,365,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.6139,,,,,,,,0.6139,1,,,,,,294,NW,UN,16,gleath,INHORT,z,,,,,,0.023641913,-0.147881342,0,0,0,,0,118,118,473,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60043,,,,,,,,0.60043,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,,,,,,0.023641913,-0.147881342,0,0,0,,0,119,119,46,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71638,,,,,,,,0.71638,1,,,,,,300,NW,UN,16,smenco,YARION,z,,,,,,-0.045735891,-0.395506565,1,0,0,,0,120,120,479,1,break_done_button,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78337,,,,,,,,0.78337,1,,,,,,33,WORD,UN,16,jungle,BUTLER,m,,,,,,-0.036129743,-0.380563603,0,0,0,,0,121,121,212,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67206,,,,,,,,0.67206,1,,,,,,38,WORD,UN,16,insect,POWDER,m,,,,,,-0.036129743,-0.380563603,0,0,0,,0,122,122,217,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.759645,,,,,,,,0.759645,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,123,123,366,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.651145,,,,,,,,0.651145,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,124,124,389,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.759875,,,,,,,,0.759875,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,125,125,313,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.6147,,,,,,,,0.6147,1,,,,,,296,NW,UN,16,fertic,BEINCH,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,126,126,475,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.65664,,,,,,,,0.65664,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,-0.036129743,-0.380563603,0,0,0,,0,127,127,126,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.679525,,,,,,,,0.679525,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,,,,,,-0.036129743,-0.380563603,0,0,0,,0,128,128,47,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.915685,,,,,,,,0.915685,1,,,,,,282,NW,UN,16,veralf,PORLEX,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,129,129,461,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.0754,,,,,,,,1.0754,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,,,,,,-0.036129743,-0.380563603,0,0,0,,0,130,130,227,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.87478,,,,,,,,0.87478,1,,,,,,284,NW,UN,16,prudge,SHAPLE,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,131,131,463,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.982735,,,,,,,,0.982735,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,132,132,406,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.458185,,,,,,,,1.458185,1,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,133,133,343,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.587665,,,,,,,,0.587665,1,,,,,,400,NW,"ID",16,wearox,WEAROX,z,,,,,,-0.036129743,-0.380563603,0,0,0,,0,134,134,339,1,,
,,,,,,,,,,,,,,,,,,5e870606f9dd66349540b880,2020-11-27_15h10.22.097,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.644575,,,,,,,,0.644575,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,,,,,,-0.036129743,-0.380563603,0,0,0,,0,135,135,153,1,,
