counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.532115,,,,,,,,0.532115,1,,,,,,210,WORD,UN,16,infect,MONKEY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,52,52,209,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.59944,,,,,,,,0.59944,1,,,,,,175,WORD,UN,33,strife,FABRIC,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,53,53,174,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.516905,,,,,,,,0.516905,1,,,,,,450,NW,UN,16,rastoe,PHRECT,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,54,54,449,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.633065,,,,,,,,0.633065,1,,,,,,478,NW,UN,16,lobush,ACRISE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,55,55,477,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.515915,,,,,,,,0.515915,1,,,,,,388,NW,UN,33,witmer,CRAGIN,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,56,56,387,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.61599,,,,,,,,0.61599,1,,,,,,86,WORD,"ID",16,rodent,RODENT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,57,57,85,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.56625,,,,,,,,0.56625,1,,,,,,225,WORD,UN,16,kidney,VULGAR,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,58,58,224,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.553435,,,,,,,,0.553435,1,,,,,,40,WORD,"ID",33,convey,CONVEY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,59,59,39,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.484135,,,,,,,,0.484135,1,,,,,,288,NW,"ID",33,yaceup,YACEUP,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,60,60,287,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.450395,,,,,,,,0.450395,1,,,,,,31,WORD,"ID",33,weapon,WEAPON,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,61,61,30,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.83943,,,,,,,,0.83943,1,,,,,,453,NW,UN,16,scouge,BOLVIS,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,62,62,452,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.5217,,,,,,,,0.5217,1,,,,,,185,WORD,UN,16,portal,BOTHER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,63,63,184,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.57204,,,,,,,,0.57204,1,,,,,,108,WORD,"ID",16,reckon,RECKON,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,64,64,107,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.566715,,,,,,,,0.566715,1,,,,,,264,NW,"ID",33,vackel,VACKEL,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,65,65,263,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.50067,,,,,,,,0.50067,1,,,,,,78,WORD,"ID",16,column,COLUMN,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,66,66,77,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.568825,,,,,,,,0.568825,1,,,,,,125,WORD,UN,33,blouse,NICKEL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,67,67,124,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.576435,,,,,,,,0.576435,1,,,,,,102,WORD,"ID",16,direct,DIRECT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,68,68,101,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.73307,,,,,,,,0.73307,1,,,,,,79,WORD,"ID",16,theory,THEORY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,69,69,78,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.50034,,,,,,,,0.50034,1,,,,,,186,WORD,UN,16,course,PORTAL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,70,70,185,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.650185,,,,,,,,0.650185,1,,,,,,263,NW,"ID",33,dolica,DOLICA,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,71,71,262,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.63256,,,,,,,,0.63256,1,,,,,,283,NW,"ID",33,veralf,VERALF,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,72,72,282,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.9004,,,,,,,,0.9004,1,,,,,,268,NW,"ID",33,packes,PACKES,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,73,73,267,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.50078,,,,,,,,0.50078,1,,,,,,35,WORD,"ID",33,socket,SOCKET,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,74,74,34,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.50406,,,,,,,,0.50406,1,,,,,,27,WORD,"ID",33,scream,SCREAM,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,75,75,26,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.53983,,,,,,,,0.53983,1,,,,,,93,WORD,"ID",16,public,PUBLIC,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,76,76,92,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.63382,,,,,,,,0.63382,1,,,,,,92,WORD,"ID",16,strand,STRAND,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,77,77,91,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.79998,,,,,,,,0.79998,1,,,,,,284,NW,"ID",33,shaple,SHAPLE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,78,78,283,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.800795,,,,,,,,0.800795,1,,,,,,314,NW,"ID",16,sprine,SPRINE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,79,79,313,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.566025,,,,,,,,0.566025,1,,,,,,379,NW,UN,33,cavory,AUTING,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,80,80,378,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.703195,,,,,,,,0.703195,1,,,,,,369,NW,UN,33,sleact,WRONCH,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,81,81,368,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,0.586025,,,,,,,,0.586025,0,,,,,,222,WORD,UN,16,casino,HINDER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,82,82,221,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.549645,,,,,,,,0.549645,1,,,,,,11,WORD,"ID",33,cruise,CRUISE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,83,83,10,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.73284,,,,,,,,0.73284,1,,,,,,297,NW,"ID",33,fertic,FERTIC,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,84,84,296,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.66747,,,,,,,,0.66747,1,,,,,,384,NW,UN,33,veigma,GUESCO,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,85,85,383,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.604695,,,,,,,,0.604695,1,,,,,,420,NW,UN,33,pauche,GUSHOP,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,86,86,419,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.59951,,,,,,,,0.59951,1,,,,,,271,NW,"ID",33,aubrid,AUBRID,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,87,87,270,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.95013,,,,,,,,0.95013,1,,,,,,20,WORD,"ID",33,breast,BREAST,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,88,88,19,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.569975,,,,,,,,0.569975,1,,,,,,410,NW,UN,33,orchin,TUNORY,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,89,89,409,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.51941,,,,,,,,0.51941,1,,,,,,201,WORD,UN,16,factor,ADMIRE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,90,90,200,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.63433,,,,,,,,0.63433,1,,,,,,270,NW,"ID",33,wrimsy,WRIMSY,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,91,91,269,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.60352,,,,,,,,0.60352,1,,,,,,466,NW,UN,16,pebric,HOCITE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,92,92,465,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.583555,,,,,,,,0.583555,1,,,,,,197,WORD,UN,16,wicked,STREAM,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,93,93,196,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.599715,,,,,,,,0.599715,1,,,,,,57,WORD,"ID",33,change,CHANGE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,94,94,56,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.547735,,,,,,,,0.547735,1,,,,,,326,NW,"ID",16,iguade,IGUADE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,95,95,325,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.87269,,,,,,,,0.87269,1,,,,,,84,WORD,"ID",16,mortal,MORTAL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,96,96,83,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.638345,,,,,,,,0.638345,1,,,,,,50,WORD,"ID",33,snatch,SNATCH,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,97,97,49,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.61634,,,,,,,,0.61634,1,,,,,,110,WORD,"ID",16,polite,POLITE,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,98,98,109,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,1.156675,,,,,,,,1.156675,1,,,,,,452,NW,UN,16,bolvis,SURDEN,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,99,99,451,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.470445,,,,,,,,0.470445,1,,,,,,237,WORD,UN,16,seldom,POSTER,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,100,100,236,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.549815,,,,,,,,0.549815,1,,,,,,300,NW,"ID",33,yarion,YARION,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,101,101,299,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.63273,,,,,,,,0.63273,1,,,,,,213,WORD,UN,16,intake,SQUEAL,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,102,102,212,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.638075,,,,,,,,0.638075,1,,,,,,330,NW,"ID",16,kensom,KENSOM,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,103,103,329,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.79938,,,,,,,,0.79938,1,,,,,,30,WORD,"ID",33,orient,ORIENT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,104,104,29,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.62168,,,,,,,,0.62168,1,,,,,,101,WORD,"ID",16,wrench,WRENCH,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,105,105,100,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.72396,,,,,,,,0.72396,1,,,,,,338,NW,"ID",16,wreash,WREASH,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,106,106,337,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.617155,,,,,,,,0.617155,1,,,,,,477,NW,UN,16,acrise,PHOTIE,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,107,107,476,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.498955,,,,,,,,0.498955,1,,,,,,104,WORD,"ID",16,studio,STUDIO,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,108,108,103,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.58331,,,,,,,,0.58331,1,,,,,,216,WORD,UN,16,liquor,BEHALF,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,109,109,215,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.816285,,,,,,,,0.816285,1,,,,,,402,NW,UN,33,bruats,SYNTIC,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,110,110,401,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.78326,,,,,,,,0.78326,1,,,,,,179,WORD,UN,33,silent,BASKET,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,111,111,178,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.61685,,,,,,,,0.61685,1,,,,,,8,WORD,"ID",33,abrupt,ABRUPT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,112,112,7,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.63714,,,,,,,,0.63714,1,,,,,,167,WORD,UN,33,answer,DESIGN,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,113,113,166,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.66728,,,,,,,,0.66728,1,,,,,,208,WORD,UN,16,search,HOCKEY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,114,114,207,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.58508,,,,,,,,0.58508,1,,,,,,39,WORD,"ID",33,insect,INSECT,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,115,115,38,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.55002,,,,,,,,0.55002,1,,,,,,80,WORD,"ID",16,family,FAMILY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,116,116,79,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.68666,,,,,,,,0.68666,1,,,,,,184,WORD,UN,16,bother,SLEAZY,m,,,,,,-0.055786133,-0.405376519,0,0,0,,0,117,117,183,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.5328,,,,,,,,0.5328,1,,,,,,346,NW,"ID",16,saudic,SAUDIC,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,118,118,345,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.602055,,,,,,,,0.602055,1,,,,,,390,NW,UN,33,theldy,HATRUS,z,,,,,,-0.055786133,-0.405376519,0,0,0,,0,119,119,389,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.76689,,,,,,,,0.76689,1,,,,,,83,WORD,"ID",16,result,RESULT,m,,,,,,-0.053068034,-0.41081543,0,0,0,space,0,120,120,82,1,68.14949
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.55121,,,,,,,,0.55121,1,,,,,,241,NW,"ID",33,smenco,SMENCO,z,,,,,,-0.053068034,-0.41081543,0,0,0,,0,121,121,240,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.651075,,,,,,,,0.651075,1,,,,,,262,NW,"ID",33,quilew,QUILEW,z,,,,,,-0.053068034,-0.41081543,0,0,0,,0,122,122,261,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.682595,,,,,,,,0.682595,1,,,,,,135,WORD,UN,33,chrome,IMPORT,m,,,,,,-0.053068034,-0.41081543,0,0,0,,0,123,123,134,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.541075,,,,,,,,0.541075,1,,,,,,438,NW,UN,16,limpor,BAITCH,z,,,,,,-0.053068034,-0.41081543,0,0,0,,0,124,124,437,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.616535,,,,,,,,0.616535,1,,,,,,232,WORD,UN,16,nature,INJECT,m,,,,,,-0.053068034,-0.41081543,0,0,0,,0,125,125,231,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.69988,,,,,,,,0.69988,1,,,,,,105,WORD,"ID",16,number,NUMBER,m,,,,,,-0.053068034,-0.41081543,0,0,0,,0,126,126,104,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.60461,,,,,,,,0.60461,1,,,,,,180,WORD,UN,33,thrive,SILENT,m,,,,,,-0.053068034,-0.41081543,0,0,0,,0,127,127,179,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,0.790815,,,,,,,,0.790815,1,,,,,,5,WORD,"ID",33,plunge,PLUNGE,m,,,,,,-0.053068034,-0.41081543,0,0,0,,0,128,128,4,1,
,,,,,,,,,,,,,,,,,,5eadaff848b26f4483ae62d9,2020-11-27_15h01.07.252,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,0.51723,,,,,,,,0.51723,1,,,,,,352,NW,"ID",16,tringe,TRINGE,z,,,,,,-0.053068034,-0.41081543,0,0,0,,0,129,129,351,1,
