counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.59853,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,0.59853,,,,,,0.066467289,-0.479062841,0,0,0,,0,54,54,168,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.650665,1,,,,,,476,NW,UN,33,photie,JOSTED,z,0.650665,,,,,,0.066467289,-0.479062841,0,0,0,,0,55,55,415,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.592455,1,,,,,,449,NW,UN,33,phrect,BRUNGE,z,0.592455,,,,,,0.066467289,-0.479062841,0,0,0,,0,56,56,388,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.584905,1,,,,,,377,NW,"ID",16,injore,INJORE,z,0.584905,,,,,,0.066467289,-0.479062841,0,0,0,,0,57,57,316,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.867335,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,0.867335,,,,,,0.066467289,-0.479062841,0,0,0,,0,58,58,35,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.767315,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,0.767315,,,,,,0.066467289,-0.479062841,0,0,0,,0,59,59,177,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.71857,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,0.71857,,,,,,0.066467289,-0.479062841,0,0,0,,0,60,60,47,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.598445,1,,,,,,472,NW,UN,33,gorbie,CIGNEY,z,0.598445,,,,,,0.066467289,-0.479062841,0,0,0,,0,61,61,411,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.60196,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,0.60196,,,,,,0.066467289,-0.479062841,0,0,0,,0,62,62,438,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.74835,1,,,,,,360,NW,"ID",33,desory,DESORY,z,0.74835,,,,,,0.066467289,-0.479062841,0,0,0,,0,63,63,299,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.62532,1,,,,,,391,NW,"ID",16,theldy,THELDY,z,0.62532,,,,,,0.066467289,-0.479062841,0,0,0,,0,64,64,330,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.575495,1,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,0.575495,,,,,,0.066467289,-0.479062841,0,0,0,,0,65,65,248,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.73528,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,0.73528,,,,,,0.066467289,-0.479062841,0,0,0,,0,66,66,333,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.783755,1,,,,,,159,WORD,"ID",16,detail,DETAIL,m,0.783755,,,,,,0.066467289,-0.479062841,0,0,0,,0,67,67,98,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.558635,1,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,0.558635,,,,,,0.066467289,-0.479062841,0,0,0,,0,68,68,251,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.68344,1,,,,,,49,WORD,UN,16,snatch,SURVEY,m,0.68344,,,,,,0.066467289,-0.479062841,0,0,0,,0,69,69,228,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.6513,1,,,,,,135,WORD,"ID",16,import,IMPORT,m,0.6513,,,,,,0.066467289,-0.479062841,0,0,0,,0,70,70,74,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.80222,1,,,,,,364,NW,"ID",16,impote,IMPOTE,z,0.80222,,,,,,0.066467289,-0.479062841,0,0,0,,0,71,71,303,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.709895,1,,,,,,83,WORD,"ID",33,result,RESULT,m,0.709895,,,,,,0.066467289,-0.479062841,0,0,0,,0,72,72,22,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.66913,1,,,,,,463,NW,UN,33,chaite,KISPEL,z,0.66913,,,,,,0.066467289,-0.479062841,0,0,0,,0,73,73,402,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.836405,1,,,,,,181,WORD,UN,33,winter,GLANCE,m,0.836405,,,,,,0.066467289,-0.479062841,0,0,0,,0,74,74,120,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.67645,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,0.67645,,,,,,0.066467289,-0.479062841,0,0,0,,0,75,75,323,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.682565,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,0.682565,,,,,,0.066467289,-0.479062841,0,0,0,,0,76,76,49,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.891135,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,0.891135,,,,,,0.066467289,-0.479062841,0,0,0,,0,77,77,238,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.85284,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,0.85284,,,,,,0.066467289,-0.479062841,0,0,0,,0,78,78,363,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.82651,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,0.82651,,,,,,0.066467289,-0.479062841,0,0,0,,0,79,79,116,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.67586,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,0.67586,,,,,,0.066467289,-0.479062841,0,0,0,,0,80,80,419,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.56607,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.56607,,,,,,0.066467289,-0.479062841,0,0,0,,0,81,81,167,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.77552,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,0.77552,,,,,,0.066467289,-0.479062841,0,0,0,,0,82,82,55,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.70878,1,,,,,,382,NW,"ID",16,sarley,SARLEY,z,0.70878,,,,,,0.066467289,-0.479062841,0,0,0,,0,83,83,321,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.7361,1,,,,,,111,WORD,"ID",33,induce,INDUCE,m,0.7361,,,,,,0.066467289,-0.479062841,0,0,0,,0,84,84,50,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.598665,1,,,,,,281,NW,UN,16,porlex,MELATY,z,0.598665,,,,,,0.066467289,-0.479062841,0,0,0,,0,85,85,460,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.975,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,0.975,,,,,,0.066467289,-0.479062841,0,0,0,,0,86,86,128,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.57436,1,,,,,,165,WORD,"ID",16,invest,INVEST,m,0.57436,,,,,,0.066467289,-0.479062841,0,0,0,,0,87,87,104,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.694315,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,0.694315,,,,,,0.066467289,-0.479062841,0,0,0,,0,88,88,360,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.950925,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,0.950925,,,,,,0.066467289,-0.479062841,0,0,0,,0,89,89,245,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.59232,1,,,,,,41,WORD,UN,16,chapel,SPRING,m,0.59232,,,,,,0.066467289,-0.479062841,0,0,0,,0,90,90,220,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.569415,1,,,,,,331,NW,"ID",33,gilfew,GILFEW,z,0.569415,,,,,,0.066467289,-0.479062841,0,0,0,,0,91,91,270,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.56485,1,,,,,,127,WORD,"ID",16,castle,CASTLE,m,0.56485,,,,,,0.066467289,-0.479062841,0,0,0,,0,92,92,66,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,,,,,,,,0.576675,0,,,,,,160,WORD,"ID",16,violet,VIOLET,m,0.576675,,,,,,0.066467289,-0.479062841,0,0,0,,0,93,93,99,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.02719,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,1.02719,,,,,,0.066467289,-0.479062841,0,0,0,,0,94,94,285,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.64498,1,,,,,,337,NW,"ID",33,rejols,REJOLS,z,0.64498,,,,,,0.066467289,-0.479062841,0,0,0,,0,95,95,276,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.55031,1,,,,,,237,WORD,UN,33,glance,POSTER,m,0.55031,,,,,,0.066467289,-0.479062841,0,0,0,,0,96,96,176,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.88144,1,,,,,,462,NW,UN,33,kispel,ABSULT,z,0.88144,,,,,,0.066467289,-0.479062841,0,0,0,,0,97,97,401,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.967,1,,,,,,139,WORD,"ID",16,debris,DEBRIS,m,0.967,,,,,,0.066467289,-0.479062841,0,0,0,,0,98,98,78,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.63501,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,0.63501,,,,,,0.066467289,-0.479062841,0,0,0,,0,99,99,137,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.693015,1,,,,,,71,WORD,"ID",33,garden,GARDEN,m,0.693015,,,,,,0.066467289,-0.479062841,0,0,0,,0,100,100,10,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.719545,1,,,,,,222,WORD,UN,33,export,HINDER,m,0.719545,,,,,,0.066467289,-0.479062841,0,0,0,,0,101,101,161,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.733345,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,0.733345,,,,,,0.066467289,-0.479062841,0,0,0,,0,102,102,249,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.70224,1,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,0.70224,,,,,,0.066467289,-0.479062841,0,0,0,,0,103,103,122,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.826115,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,0.826115,,,,,,0.066467289,-0.479062841,0,0,0,,0,104,104,142,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.758685,1,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,0.758685,,,,,,0.066467289,-0.479062841,0,0,0,,0,105,105,83,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.86695,1,,,,,,299,NW,UN,16,yarion,STURCH,z,0.86695,,,,,,0.066467289,-0.479062841,0,0,0,,0,106,106,478,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.709465,1,,,,,,298,NW,UN,16,sturch,PIERGY,z,0.709465,,,,,,0.066467289,-0.479062841,0,0,0,,0,107,107,477,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.510495,1,,,,,,336,NW,"ID",33,ghodus,GHODUS,z,0.510495,,,,,,0.066467289,-0.479062841,0,0,0,,0,108,108,275,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.94754,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,0.94754,,,,,,0.066467289,-0.479062841,0,0,0,,0,109,109,393,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.651265,1,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,0.651265,,,,,,0.066467289,-0.479062841,0,0,0,,0,110,110,24,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.718525,1,,,,,,92,WORD,"ID",33,strand,STRAND,m,0.718525,,,,,,0.066467289,-0.479062841,0,0,0,,0,111,111,31,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.65852,1,,,,,,401,NW,"ID",16,mustil,MUSTIL,z,0.65852,,,,,,0.066467289,-0.479062841,0,0,0,,0,112,112,340,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.510735,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,0.510735,,,,,,0.066467289,-0.479062841,0,0,0,,0,113,113,405,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.64972,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,0.64972,,,,,,0.066467289,-0.479062841,0,0,0,,0,114,114,29,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.652495,1,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,0.652495,,,,,,0.066467289,-0.479062841,0,0,0,,0,115,115,54,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.631495,1,,,,,,242,NW,UN,16,musied,UNWERT,z,0.631495,,,,,,0.066467289,-0.479062841,0,0,0,,0,116,116,421,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.69828,1,,,,,,303,NW,"ID",33,fiream,FIREAM,z,0.69828,,,,,,0.066467289,-0.479062841,0,0,0,,0,117,117,242,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.7004,1,,,,,,162,WORD,"ID",16,candle,CANDLE,m,0.7004,,,,,,0.066467289,-0.479062841,0,0,0,,0,118,118,101,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.98155,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,0.98155,,,,,,0.066467289,-0.479062841,0,0,0,,0,119,119,100,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.707675,1,,,,,,168,WORD,"ID",16,answer,ANSWER,m,0.707675,,,,,,0.066467289,-0.479062841,0,0,0,,0,120,120,107,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.61896,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,0.61896,,,,,,0.066467289,-0.479062841,0,0,0,,0,121,121,2,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.700435,1,,,,,,296,NW,UN,16,fertic,BEINCH,z,0.700435,,,,,,0.066467289,-0.479062841,0,0,0,,0,122,122,475,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.87011,1,,,,,,455,NW,UN,33,broget,TONDLE,z,0.87011,,,,,,0.066467289,-0.479062841,0,0,0,,0,123,123,394,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.799745,1,,,,,,255,NW,UN,16,inlors,APIGHT,z,0.799745,,,,,,0.066467289,-0.479062841,0,0,0,,0,124,124,434,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.841975,1,,,,,,355,NW,"ID",33,zingly,ZINGLY,z,0.841975,,,,,,0.066467289,-0.479062841,0,0,0,,0,125,125,294,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.750245,1,,,,,,158,WORD,"ID",16,island,ISLAND,m,0.750245,,,,,,0.066467289,-0.479062841,0,0,0,,0,126,126,97,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.68003,1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,0.68003,,,,,,0.066467289,-0.479062841,0,0,0,,0,127,127,306,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.91169,1,,,,,,34,WORD,UN,16,socket,JUNGLE,m,0.91169,,,,,,0.066467289,-0.479062841,0,0,0,,0,128,128,213,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.63315,1,,,,,,29,WORD,UN,16,orient,SKETCH,m,0.63315,,,,,,0.066467289,-0.479062841,0,0,0,,0,129,129,208,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,1.0663,1,,,,,,378,NW,"ID",16,shrile,SHRILE,z,1.0663,,,,,,0.066467289,-0.479062841,0,0,0,,0,130,130,317,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.63358,1,,,,,,192,WORD,UN,33,object,PLAGUE,m,0.63358,,,,,,0.066467289,-0.479062841,0,0,0,,0,131,131,131,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,,,,,,,,0.8922,1,,,,,,227,WORD,UN,33,master,SELDOM,m,0.8922,,,,,,0.066467289,-0.479062841,0,0,0,,0,132,132,166,1
,,,,,,,,,,,,,,,,,,5cb36149a9827c0001e7ec46,2020-11-25_16h38.04.308,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,,,,,,,,0.65178,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,0.65178,,,,,,0.066467289,-0.479062841,0,0,0,,0,133,133,404,1
