counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52064,,,,,,,,0.52064,1,,,,,,343,NW,UN,33,scrily,AIMOSY,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,54,54,402,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46267,,,,,,,,0.46267,1,,,,,,150,WORD,UN,16,mystic,RANDOM,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,55,55,209,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55601,,,,,,,,0.55601,1,,,,,,310,NW,UN,33,sproly,DANIET,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,56,56,369,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.834085,,,,,,,,0.834085,1,,,,,,396,NW,UN,16,camble,FLENGY,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,57,57,455,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.617165,,,,,,,,0.617165,1,,,,,,49,WORD,"ID",16,survey,SURVEY,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,58,58,108,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55003,,,,,,,,0.55003,1,,,,,,339,NW,UN,33,fiatch,FACHOW,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,59,59,398,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63429,,,,,,,,0.63429,1,,,,,,298,NW,"ID",16,piergy,PIERGY,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,60,60,357,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.579065,,,,,,,,0.579065,1,,,,,,275,NW,"ID",16,sleirt,SLEIRT,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,61,61,334,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52204,,,,,,,,0.52204,1,,,,,,90,WORD,UN,33,expand,RELISH,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,62,62,149,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.79998,,,,,,,,0.79998,1,,,,,,9,WORD,"ID",16,hustle,HUSTLE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,63,63,68,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.51295,,,,,,,,0.51295,1,,,,,,471,NW,"ID",33,nobest,NOBEST,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,64,64,290,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56134,,,,,,,,0.56134,1,,,,,,412,NW,UN,16,equats,JILUER,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,65,65,471,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.43374,,,,,,,,0.43374,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,66,66,12,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.57522,,,,,,,,0.57522,1,,,,,,428,NW,"ID",33,tandly,TANDLY,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,67,67,247,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58722,,,,,,,,0.58722,1,,,,,,25,WORD,"ID",16,domain,DOMAIN,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,68,68,84,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.566515,,,,,,,,0.566515,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,69,69,159,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6171,,,,,,,,0.6171,1,,,,,,32,WORD,"ID",16,buckle,BUCKLE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,70,70,91,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.583395,,,,,,,,0.583395,1,,,,,,161,WORD,UN,16,candle,PASTOR,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,71,71,220,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.81699,,,,,,,,0.81699,0,,,,,,341,NW,UN,33,randow,MYRTIE,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,72,72,400,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.642525,,,,,,,,0.642525,1,,,,,,413,NW,UN,16,serbol,EQUATS,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,73,73,472,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.82497,,,,,,,,0.82497,1,,,,,,468,NW,"ID",33,wictor,WICTOR,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,74,74,287,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.500555,,,,,,,,0.500555,1,,,,,,46,WORD,"ID",16,single,SINGLE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,75,75,105,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51686,,,,,,,,0.51686,1,,,,,,169,WORD,UN,16,pounce,GENIUS,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,76,76,228,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.741955,,,,,,,,0.741955,1,,,,,,261,NW,"ID",16,stunch,STUNCH,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,77,77,320,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.449865,,,,,,,,0.449865,1,,,,,,28,WORD,"ID",16,comedy,COMEDY,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,78,78,87,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.65032,,,,,,,,0.65032,1,,,,,,29,WORD,"ID",16,sketch,SKETCH,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,79,79,88,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59669,,,,,,,,0.59669,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,80,80,30,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.700755,,,,,,,,0.700755,1,,,,,,349,NW,UN,33,nagurs,ASYLEN,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,81,81,408,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.543795,,,,,,,,0.543795,1,,,,,,96,WORD,UN,33,client,IGNORE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,82,82,155,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.534175,,,,,,,,0.534175,1,,,,,,201,WORD,"ID",33,admire,ADMIRE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,83,83,20,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53037,,,,,,,,0.53037,1,,,,,,164,WORD,UN,16,invest,MARKET,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,84,84,223,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50261,,,,,,,,0.50261,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,85,85,52,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.4837,,,,,,,,0.4837,1,,,,,,93,WORD,UN,33,travel,PUBLIC,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,86,86,152,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51408,,,,,,,,0.51408,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,87,87,132,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.504075,,,,,,,,0.504075,0,,,,,,381,NW,UN,16,sarley,HUNIEK,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,88,88,440,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.650755,,,,,,,,0.650755,1,,,,,,83,WORD,UN,33,mortal,RESULT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,89,89,142,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.590965,,,,,,,,0.590965,1,,,,,,208,WORD,"ID",33,hockey,HOCKEY,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,90,90,27,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.65984,,,,,,,,0.65984,1,,,,,,30,WORD,"ID",16,orient,ORIENT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,91,91,89,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.492165,,,,,,,,0.492165,1,,,,,,18,WORD,"ID",16,humble,HUMBLE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,92,92,77,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55274,,,,,,,,0.55274,1,,,,,,177,WORD,UN,16,inform,ADVENT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,93,93,236,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.547345,,,,,,,,0.547345,0,,,,,,79,WORD,UN,33,family,THEORY,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,94,94,138,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.724815,,,,,,,,0.724815,1,,,,,,387,NW,UN,16,cragin,GRONCE,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,95,95,446,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81636,,,,,,,,0.81636,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,96,96,274,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.66745,,,,,,,,0.66745,0,,,,,,402,NW,UN,16,bruats,SYNTIC,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,97,97,461,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52509,,,,,,,,0.52509,1,,,,,,202,WORD,"ID",33,factor,FACTOR,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,98,98,21,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64415,,,,,,,,0.64415,1,,,,,,346,NW,UN,33,kerift,SAUDIC,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,99,99,405,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.633705,,,,,,,,0.633705,1,,,,,,293,NW,"ID",16,swance,SWANCE,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,100,100,352,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55235,,,,,,,,0.55235,1,,,,,,262,NW,"ID",16,quilew,QUILEW,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,101,101,321,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.57732,,,,,,,,0.57732,0,,,,,,189,WORD,"ID",33,censor,CENSOR,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,102,102,8,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.783165,,,,,,,,0.783165,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,103,103,123,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.59785,,,,,,,,0.59785,1,,,,,,393,NW,UN,16,spaqux,GANOUS,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,104,104,452,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.584075,,,,,,,,0.584075,1,,,,,,241,NW,"ID",16,smenco,SMENCO,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,105,105,300,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.499515,,,,,,,,0.499515,1,,,,,,27,WORD,"ID",16,scream,SCREAM,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,106,106,86,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.728025,,,,,,,,0.728025,1,,,,,,175,WORD,UN,16,strife,FABRIC,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,107,107,234,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.528215,,,,,,,,0.528215,1,,,,,,59,WORD,"ID",16,splint,SPLINT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,108,108,118,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.866085,,,,,,,,0.866085,1,,,,,,187,WORD,"ID",33,course,COURSE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,109,109,6,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.517225,,,,,,,,0.517225,1,,,,,,34,WORD,"ID",16,jungle,JUNGLE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,110,110,93,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74997,,,,,,,,0.74997,1,,,,,,409,NW,UN,16,tunory,ELOPIA,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,111,111,468,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.634005,,,,,,,,0.634005,1,,,,,,120,WORD,UN,33,ponder,STRAIN,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,112,112,179,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50115,,,,,,,,0.50115,1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,113,113,0,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.583775,,,,,,,,0.583775,1,,,,,,54,WORD,"ID",16,ramble,RAMBLE,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,114,114,113,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.512705,,,,,,,,0.512705,1,,,,,,1,WORD,"ID",16,fright,FRIGHT,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,115,115,60,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.587325,,,,,,,,0.587325,1,,,,,,109,WORD,UN,33,polite,WONDER,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,116,116,168,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.016465,,,,,,,,1.016465,1,,,,,,390,NW,UN,16,theldy,HATRUS,z,,,,,,-0.033569447,-0.363082923,0,0,0,,0,117,117,449,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46161,,,,,,,,0.46161,1,,,,,,209,WORD,"ID",33,search,SEARCH,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,118,118,28,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.511775,,,,,,,,0.511775,1,,,,,,106,WORD,UN,33,slogan,RANSOM,m,,,,,,-0.033569447,-0.363082923,0,0,0,,0,119,119,165,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49177,,,,,,,,0.49177,1,,,,,,6,WORD,"ID",16,bundle,BUNDLE,m,,,,,,-0.053942647,-0.383456124,1,0,0,,0,120,120,65,1,break_done_button
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.661495,,,,,,,,0.661495,1,,,,,,347,NW,UN,33,dumple,KERIFT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,121,121,406,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49056,,,,,,,,0.49056,1,,,,,,148,WORD,UN,16,invade,CUSTOM,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,122,122,207,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.509075,,,,,,,,0.509075,1,,,,,,141,WORD,UN,16,spruce,ORPHAN,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,123,123,200,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.542095,,,,,,,,0.542095,1,,,,,,149,WORD,UN,16,random,INVADE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,124,124,208,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.497505,,,,,,,,0.497505,1,,,,,,31,WORD,"ID",16,weapon,WEAPON,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,125,125,90,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.5996,,,,,,,,0.5996,1,,,,,,313,NW,UN,33,sprine,PAURSE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,126,126,372,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.031885,,,,,,,,1.031885,1,,,,,,357,NW,UN,33,fleack,DERAIN,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,127,127,416,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.44813,,,,,,,,0.44813,1,,,,,,152,WORD,UN,16,behold,ROCKET,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,128,128,211,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.625815,,,,,,,,0.625815,1,,,,,,395,NW,UN,16,flengy,COLURY,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,129,129,454,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.766775,,,,,,,,0.766775,1,,,,,,269,NW,"ID",16,orchet,ORCHET,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,130,130,328,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.68835,,,,,,,,0.68835,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,131,131,17,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.59822,,,,,,,,0.59822,1,,,,,,329,NW,UN,33,kensom,YARIKE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,132,132,388,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.907175,,,,,,,,0.907175,1,,,,,,462,NW,"ID",33,absult,ABSULT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,133,133,281,1,
