counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.77894,1,,,,,,68,WORD,UN,33,plenty,FUMBLE,m,0.77894,,,,,,-0.02734375,-0.381510417,0,0,0,,0,53,53,127,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61644,1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,0.61644,,,,,,-0.02734375,-0.381510417,0,0,0,,0,54,54,39,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.699215,1,,,,,,457,NW,"ID",33,wanigh,WANIGH,z,0.699215,,,,,,-0.02734375,-0.381510417,0,0,0,,0,55,55,276,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.549535,1,,,,,,83,WORD,UN,33,mortal,RESULT,m,0.549535,,,,,,-0.02734375,-0.381510417,0,0,0,,0,56,56,142,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.621575,1,,,,,,410,NW,UN,16,orchin,TUNORY,z,0.621575,,,,,,-0.02734375,-0.381510417,0,0,0,,0,57,57,469,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.63614,1,,,,,,90,WORD,UN,33,expand,RELISH,m,0.63614,,,,,,-0.02734375,-0.381510417,0,0,0,,0,58,58,149,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.589105,1,,,,,,142,WORD,UN,16,reason,SPRUCE,m,0.589105,,,,,,-0.02734375,-0.381510417,0,0,0,,0,59,59,201,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.683435,1,,,,,,419,NW,UN,16,gushop,SLOUNT,z,0.683435,,,,,,-0.02734375,-0.381510417,0,0,0,,0,60,60,478,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.789095,1,,,,,,404,NW,UN,16,flumni,CLUIRM,z,0.789095,,,,,,-0.02734375,-0.381510417,0,0,0,,0,61,61,463,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.637505,1,,,,,,255,NW,"ID",16,apight,APIGHT,z,0.637505,,,,,,-0.02734375,-0.381510417,0,0,0,,0,62,62,314,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.70343,1,,,,,,286,NW,"ID",16,reldon,RELDON,z,0.70343,,,,,,-0.02734375,-0.381510417,0,0,0,,0,63,63,345,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.510335,1,,,,,,18,WORD,"ID",16,humble,HUMBLE,m,0.510335,,,,,,-0.02734375,-0.381510417,0,0,0,,0,64,64,77,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.55459,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,0.55459,,,,,,-0.02734375,-0.381510417,0,0,0,,0,65,65,30,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.594045,1,,,,,,158,WORD,UN,16,detail,ISLAND,m,0.594045,,,,,,-0.02734375,-0.381510417,0,0,0,,0,66,66,217,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.68852,1,,,,,,473,NW,"ID",33,crible,CRIBLE,z,0.68852,,,,,,-0.02734375,-0.381510417,0,0,0,,0,67,67,292,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.700965,1,,,,,,348,NW,UN,33,asylen,DUMPLE,z,0.700965,,,,,,-0.02734375,-0.381510417,0,0,0,,0,68,68,407,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.627555,1,,,,,,387,NW,UN,16,cragin,GRONCE,z,0.627555,,,,,,-0.02734375,-0.381510417,0,0,0,,0,69,69,446,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.640165,1,,,,,,280,NW,"ID",16,curbol,CURBOL,z,0.640165,,,,,,-0.02734375,-0.381510417,0,0,0,,0,70,70,339,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.500945,1,,,,,,112,WORD,UN,33,chorus,BREATH,m,0.500945,,,,,,-0.02734375,-0.381510417,0,0,0,,0,71,71,171,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.639745,1,,,,,,21,WORD,"ID",16,simple,SIMPLE,m,0.639745,,,,,,-0.02734375,-0.381510417,0,0,0,,0,72,72,80,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.603235,1,,,,,,372,NW,UN,16,bigent,RAMILY,z,0.603235,,,,,,-0.02734375,-0.381510417,0,0,0,,0,73,73,431,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.64967,1,,,,,,444,NW,"ID",33,jaunce,JAUNCE,z,0.64967,,,,,,-0.02734375,-0.381510417,0,0,0,,0,74,74,263,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.619545,1,,,,,,357,NW,UN,33,fleack,DERAIN,z,0.619545,,,,,,-0.02734375,-0.381510417,0,0,0,,0,75,75,416,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.65456,1,,,,,,456,NW,"ID",33,broget,BROGET,z,0.65456,,,,,,-0.02734375,-0.381510417,0,0,0,,0,76,76,275,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.96185,1,,,,,,364,NW,UN,16,guairt,IMPOTE,z,0.96185,,,,,,-0.02734375,-0.381510417,0,0,0,,0,77,77,423,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59589,1,,,,,,197,WORD,"ID",33,stream,STREAM,m,0.59589,,,,,,-0.02734375,-0.381510417,0,0,0,,0,78,78,16,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.572595,1,,,,,,235,WORD,"ID",33,grumpy,GRUMPY,m,0.572595,,,,,,-0.02734375,-0.381510417,0,0,0,,0,79,79,54,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.715885,1,,,,,,132,WORD,UN,16,orphan,STRONG,m,0.715885,,,,,,-0.02734375,-0.381510417,0,0,0,,0,80,80,191,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.69993,1,,,,,,67,WORD,UN,33,fumble,POLICY,m,0.69993,,,,,,-0.02734375,-0.381510417,0,0,0,,0,81,81,126,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.606995,1,,,,,,403,NW,UN,16,cluirm,BRUATS,z,0.606995,,,,,,-0.02734375,-0.381510417,0,0,0,,0,82,82,462,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.66936,1,,,,,,369,NW,UN,16,sleact,WRONCH,z,0.66936,,,,,,-0.02734375,-0.381510417,0,0,0,,0,83,83,428,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.666125,1,,,,,,76,WORD,UN,33,racket,EXOTIC,m,0.666125,,,,,,-0.02734375,-0.381510417,0,0,0,,0,84,84,135,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.6422,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,0.6422,,,,,,-0.02734375,-0.381510417,0,0,0,,0,85,85,412,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.67158,1,,,,,,58,WORD,"ID",16,foster,FOSTER,m,0.67158,,,,,,-0.02734375,-0.381510417,0,0,0,,0,86,86,117,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.605305,1,,,,,,5,WORD,"ID",16,plunge,PLUNGE,m,0.605305,,,,,,-0.02734375,-0.381510417,0,0,0,,0,87,87,64,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.599255,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,0.599255,,,,,,-0.02734375,-0.381510417,0,0,0,,0,88,88,132,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.68782,1,,,,,,448,NW,"ID",33,sadent,SADENT,z,0.68782,,,,,,-0.02734375,-0.381510417,0,0,0,,0,89,89,267,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.81013,1,,,,,,449,NW,"ID",33,brunge,BRUNGE,z,0.81013,,,,,,-0.02734375,-0.381510417,0,0,0,,0,90,90,268,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.66595,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,0.66595,,,,,,-0.02734375,-0.381510417,0,0,0,,0,91,91,35,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.54366,1,,,,,,146,WORD,UN,16,garlic,COUPLE,m,0.54366,,,,,,-0.02734375,-0.381510417,0,0,0,,0,92,92,205,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57231,1,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,0.57231,,,,,,-0.02734375,-0.381510417,0,0,0,,0,93,93,37,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.65568,1,,,,,,145,WORD,UN,16,couple,PARISH,m,0.65568,,,,,,-0.02734375,-0.381510417,0,0,0,,0,94,94,204,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.634615,1,,,,,,275,NW,"ID",16,sleirt,SLEIRT,z,0.634615,,,,,,-0.02734375,-0.381510417,0,0,0,,0,95,95,334,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.55936,1,,,,,,391,NW,UN,16,rouncy,THELDY,z,0.55936,,,,,,-0.02734375,-0.381510417,0,0,0,,0,96,96,450,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.651345,1,,,,,,382,NW,UN,16,aungre,SARLEY,z,0.651345,,,,,,-0.02734375,-0.381510417,0,0,0,,0,97,97,441,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.727315,1,,,,,,347,NW,UN,33,dumple,KERIFT,z,0.727315,,,,,,-0.02734375,-0.381510417,0,0,0,,0,98,98,406,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.631595,1,,,,,,400,NW,UN,16,mustil,WEAROX,z,0.631595,,,,,,-0.02734375,-0.381510417,0,0,0,,0,99,99,459,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.65541,1,,,,,,401,NW,UN,16,syntic,MUSTIL,z,0.65541,,,,,,-0.02734375,-0.381510417,0,0,0,,0,100,100,460,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.653885,1,,,,,,1,WORD,"ID",16,fright,FRIGHT,m,0.653885,,,,,,-0.02734375,-0.381510417,0,0,0,,0,101,101,60,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.736705,1,,,,,,336,NW,UN,33,rejols,GHODUS,z,0.736705,,,,,,-0.02734375,-0.381510417,0,0,0,,0,102,102,395,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.515885,1,,,,,,110,WORD,UN,33,induce,POLITE,m,0.515885,,,,,,-0.02734375,-0.381510417,0,0,0,,0,103,103,169,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.609395,1,,,,,,360,NW,UN,33,fainch,DESORY,z,0.609395,,,,,,-0.02734375,-0.381510417,0,0,0,,0,104,104,419,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.736625,1,,,,,,416,NW,UN,16,earoud,PATHEL,z,0.736625,,,,,,-0.02734375,-0.381510417,0,0,0,,0,105,105,475,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.76664,1,,,,,,278,NW,"ID",16,unighs,UNIGHS,z,0.76664,,,,,,-0.02734375,-0.381510417,0,0,0,,0,106,106,337,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.620495,1,,,,,,53,WORD,"ID",16,police,POLICE,m,0.620495,,,,,,-0.02734375,-0.381510417,0,0,0,,0,107,107,112,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.589235,1,,,,,,8,WORD,"ID",16,abrupt,ABRUPT,m,0.589235,,,,,,-0.02734375,-0.381510417,0,0,0,,0,108,108,67,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58676,1,,,,,,305,NW,UN,33,sounge,FORGLE,z,0.58676,,,,,,-0.02734375,-0.381510417,0,0,0,,0,109,109,364,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.770865,1,,,,,,269,NW,"ID",16,orchet,ORCHET,z,0.770865,,,,,,-0.02734375,-0.381510417,0,0,0,,0,110,110,328,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.623215,1,,,,,,273,NW,"ID",16,sortel,SORTEL,z,0.623215,,,,,,-0.02734375,-0.381510417,0,0,0,,0,111,111,332,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.619065,1,,,,,,436,NW,"ID",33,frutan,FRUTAN,z,0.619065,,,,,,-0.02734375,-0.381510417,0,0,0,,0,112,112,255,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.625875,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,0.625875,,,,,,-0.02734375,-0.381510417,0,0,0,,0,113,113,38,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56517,1,,,,,,17,WORD,"ID",16,charge,CHARGE,m,0.56517,,,,,,-0.02734375,-0.381510417,0,0,0,,0,114,114,76,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.51123,1,,,,,,210,WORD,"ID",33,monkey,MONKEY,m,0.51123,,,,,,-0.02734375,-0.381510417,0,0,0,,0,115,115,29,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.460895,1,,,,,,80,WORD,UN,33,friend,FAMILY,m,0.460895,,,,,,-0.02734375,-0.381510417,0,0,0,,0,116,116,139,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.59889,1,,,,,,468,NW,"ID",33,wictor,WICTOR,z,0.59889,,,,,,-0.02734375,-0.381510417,0,0,0,,0,117,117,287,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.737365,1,,,,,,185,WORD,"ID",33,bother,BOTHER,m,0.737365,,,,,,-0.02734375,-0.381510417,0,0,0,,0,118,118,4,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.668455,1,,,,,,133,WORD,UN,16,staple,CHROME,m,0.668455,,,,,,-0.02734375,-0.381510417,0,0,0,,0,119,119,192,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.615465,1,,,,,,171,WORD,UN,16,patrol,DEPART,m,0.615465,,,,,,-0.02734375,-0.381510417,1,0,0,,0,120,120,230,1,break_done_button
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.165545,1,,,,,,388,NW,UN,16,witmer,CRAGIN,z,1.165545,,,,,,-0.02734375,-0.381510417,0,0,0,,0,121,121,447,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.636425,1,,,,,,224,WORD,"ID",33,period,PERIOD,m,0.636425,,,,,,-0.02734375,-0.381510417,0,0,0,,0,122,122,43,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.64249,1,,,,,,310,NW,UN,33,sproly,DANIET,z,0.64249,,,,,,-0.02734375,-0.381510417,0,0,0,,0,123,123,369,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.61643,1,,,,,,384,NW,UN,16,injore,GUESCO,z,0.61643,,,,,,-0.02734375,-0.381510417,0,0,0,,0,124,124,443,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.65001,0,,,,,,303,NW,UN,33,cludie,FIREAM,z,0.65001,,,,,,-0.02734375,-0.381510417,0,0,0,,0,125,125,362,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.719865,1,,,,,,15,WORD,"ID",16,amount,AMOUNT,m,0.719865,,,,,,-0.02734375,-0.381510417,0,0,0,,0,126,126,74,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.641615,1,,,,,,26,WORD,"ID",16,sprint,SPRINT,m,0.641615,,,,,,-0.02734375,-0.381510417,0,0,0,,0,127,127,85,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61633,1,,,,,,89,WORD,UN,33,relish,PERMIT,m,0.61633,,,,,,-0.02734375,-0.381510417,0,0,0,,0,128,128,148,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.720785,1,,,,,,62,WORD,UN,33,launch,REGION,m,0.720785,,,,,,-0.02734375,-0.381510417,0,0,0,,0,129,129,121,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.672055,1,,,,,,304,NW,UN,33,forgle,CLUDIE,z,0.672055,,,,,,-0.02734375,-0.381510417,0,0,0,,0,130,130,363,1,
,,,,,,,,,,,,,,,,,,5dd5e27fe25acf59990e1adf,2020-11-27_10h05.17.083,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.682865,1,,,,,,399,NW,UN,16,wearox,FOURET,z,0.682865,,,,,,-0.02734375,-0.381510417,0,0,0,,0,131,131,458,1,
