counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.29389,1,,,,,,368,NW,"ID",16,hornal,HORNAL,z,1.29389,,,,,,-0.025925926,-0.307407407,0,0,0,,0,54,54,307,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.457085,0,,,,,,254,NW,UN,16,apight,VAROSH,z,1.457085,,,,,,-0.025925926,-0.307407407,0,0,0,,0,55,55,433,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.701025,1,,,,,,187,WORD,UN,33,social,COURSE,m,0.701025,,,,,,-0.025925926,-0.307407407,0,0,0,,0,56,56,126,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.691495,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,0.691495,,,,,,-0.025925926,-0.307407407,0,0,0,,0,57,57,134,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.765825,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,1.765825,,,,,,-0.025925926,-0.307407407,0,0,0,,0,58,58,245,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.675815,1,,,,,,296,NW,UN,16,fertic,BEINCH,z,1.675815,,,,,,-0.025925926,-0.307407407,0,0,0,,0,59,59,475,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.87748,1,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,0.87748,,,,,,-0.025925926,-0.307407407,0,0,0,,0,60,60,251,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.50247,0,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,1.50247,,,,,,-0.025925926,-0.307407407,0,0,0,,0,61,61,83,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.718245,1,,,,,,283,NW,UN,16,shaple,VERALF,z,0.718245,,,,,,-0.025925926,-0.307407407,0,0,0,,0,62,62,462,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.80475,1,,,,,,472,NW,UN,33,gorbie,CIGNEY,z,1.80475,,,,,,-0.025925926,-0.307407407,0,0,0,,0,63,63,411,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.540825,0,,,,,,398,NW,"ID",16,blunde,BLUNDE,z,1.540825,,,,,,-0.025925926,-0.307407407,0,0,0,,0,64,64,337,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.47086,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,1.47086,,,,,,-0.025925926,-0.307407407,0,0,0,,0,65,65,438,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.52929,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,0.52929,,,,,,-0.025925926,-0.307407407,0,0,0,,0,66,66,6,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.638555,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,0.638555,,,,,,-0.025925926,-0.307407407,0,0,0,,0,67,67,57,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.638555,-1,,,,,,408,NW,"ID",16,hurnia,HURNIA,z,,,,,,,-0.025925926,-0.307407407,0,0,0,,0,68,68,347,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.32631,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,1.32631,,,,,,-0.025925926,-0.307407407,0,0,0,,0,69,69,59,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.666555,1,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,0.666555,,,,,,-0.025925926,-0.307407407,0,0,0,,0,70,70,96,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.277595,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,1.277595,,,,,,-0.025925926,-0.307407407,0,0,0,,0,71,71,144,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.91192,0,,,,,,179,WORD,"ID",16,basket,BASKET,m,0.91192,,,,,,-0.025925926,-0.307407407,0,0,0,,0,72,72,118,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.85021,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,0.85021,,,,,,-0.025925926,-0.307407407,0,0,0,,0,73,73,255,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.58277,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,0.58277,,,,,,-0.025925926,-0.307407407,0,0,0,,0,74,74,135,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.771845,1,,,,,,146,WORD,"ID",16,couple,COUPLE,m,0.771845,,,,,,-0.025925926,-0.307407407,0,0,0,,0,75,75,85,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59184,1,,,,,,169,WORD,"ID",16,genius,GENIUS,m,0.59184,,,,,,-0.025925926,-0.307407407,0,0,0,,0,76,76,108,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.639755,0,,,,,,432,NW,UN,33,drance,LUNKER,z,0.639755,,,,,,-0.025925926,-0.307407407,0,0,0,,0,77,77,371,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.732965,1,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,0.732965,,,,,,-0.025925926,-0.307407407,0,0,0,,0,78,78,248,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.783065,0,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,0.783065,,,,,,-0.025925926,-0.307407407,0,0,0,,0,79,79,289,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.183065,0,,,,,,121,WORD,"ID",16,thrive,THRIVE,m,1.183065,,,,,,-0.025925926,-0.307407407,0,0,0,,0,80,80,60,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.183065,-1,,,,,,56,WORD,UN,16,change,AMBUSH,m,,,,,,,-0.025925926,-0.307407407,0,0,0,,0,81,81,235,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.71944,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,0.71944,,,,,,-0.025925926,-0.307407407,0,0,0,,0,82,82,474,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.86546,1,,,,,,418,NW,"ID",16,suidle,SUIDLE,z,0.86546,,,,,,-0.025925926,-0.307407407,0,0,0,,0,83,83,357,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.338205,1,,,,,,83,WORD,"ID",33,result,RESULT,m,1.338205,,,,,,-0.025925926,-0.307407407,0,0,0,,0,84,84,22,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.238595,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,1.238595,,,,,,-0.025925926,-0.307407407,0,0,0,,0,85,85,145,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.342195,0,,,,,,379,NW,"ID",16,auting,AUTING,z,1.342195,,,,,,-0.025925926,-0.307407407,0,0,0,,0,86,86,318,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.822385,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,0.822385,,,,,,-0.025925926,-0.307407407,0,0,0,,0,87,87,386,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.00222,0,,,,,,10,WORD,UN,16,cruise,ETHNIC,m,1.00222,,,,,,-0.025925926,-0.307407407,0,0,0,,0,88,88,189,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.42718,1,,,,,,299,NW,UN,16,yarion,STURCH,z,1.42718,,,,,,-0.025925926,-0.307407407,0,0,0,,0,89,89,478,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.46551,1,,,,,,136,WORD,"ID",16,bleach,BLEACH,m,1.46551,,,,,,-0.025925926,-0.307407407,0,0,0,,0,90,90,75,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.471855,0,,,,,,203,WORD,UN,33,burden,PHRASE,m,1.471855,,,,,,-0.025925926,-0.307407407,0,0,0,,0,91,91,142,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.74461,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,0.74461,,,,,,-0.025925926,-0.307407407,0,0,0,,0,92,92,27,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.74461,-1,,,,,,455,NW,UN,33,broget,TONDLE,z,,,,,,,-0.025925926,-0.307407407,0,0,0,,0,93,93,394,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.230625,0,,,,,,395,NW,"ID",16,colury,COLURY,z,1.230625,,,,,,-0.025925926,-0.307407407,0,0,0,,0,94,94,334,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.115475,1,,,,,,479,NW,UN,33,crible,LOBUSH,z,1.115475,,,,,,-0.025925926,-0.307407407,0,0,0,,0,95,95,418,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.45717,0,,,,,,380,NW,"ID",16,cavory,CAVORY,z,1.45717,,,,,,-0.025925926,-0.307407407,0,0,0,,0,96,96,319,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.77024,1,,,,,,130,WORD,"ID",16,stupid,STUPID,m,0.77024,,,,,,-0.025925926,-0.307407407,0,0,0,,0,97,97,69,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.38859,1,,,,,,282,NW,UN,16,veralf,PORLEX,z,1.38859,,,,,,-0.025925926,-0.307407407,0,0,0,,0,98,98,461,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.358405,1,,,,,,25,WORD,UN,16,sprint,DOMAIN,m,1.358405,,,,,,-0.025925926,-0.307407407,0,0,0,,0,99,99,204,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.49098,0,,,,,,277,NW,UN,16,unighs,PETAIN,z,1.49098,,,,,,-0.025925926,-0.307407407,0,0,0,,0,100,100,456,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.240115,1,,,,,,35,WORD,UN,16,vanish,SOCKET,m,1.240115,,,,,,-0.025925926,-0.307407407,0,0,0,,0,101,101,214,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.88517,0,,,,,,227,WORD,UN,33,master,SELDOM,m,0.88517,,,,,,-0.025925926,-0.307407407,0,0,0,,0,102,102,166,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.73594,1,,,,,,3,WORD,UN,16,trench,KNIGHT,m,0.73594,,,,,,-0.025925926,-0.307407407,0,0,0,,0,103,103,182,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.88917,0,,,,,,278,NW,UN,16,celond,UNIGHS,z,1.88917,,,,,,-0.025925926,-0.307407407,0,0,0,,0,104,104,457,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.88579,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,0.88579,,,,,,-0.025925926,-0.307407407,0,0,0,,0,105,105,77,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.217795,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,1.217795,,,,,,-0.025925926,-0.307407407,0,0,0,,0,106,106,273,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.217795,-1,,,,,,7,WORD,UN,16,abrupt,ANCHOR,m,,,,,,,-0.025925926,-0.307407407,0,0,0,,0,107,107,186,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.76352,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,0.76352,,,,,,-0.025925926,-0.307407407,0,0,0,,0,108,108,51,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.879685,1,,,,,,11,WORD,UN,16,amount,CRUISE,m,0.879685,,,,,,-0.025925926,-0.307407407,0,0,0,,0,109,109,190,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.82396,1,,,,,,256,NW,UN,16,veniod,INLORS,z,0.82396,,,,,,-0.025925926,-0.307407407,0,0,0,,0,110,110,435,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.937665,1,,,,,,226,WORD,UN,33,flower,CASINO,m,0.937665,,,,,,-0.025925926,-0.307407407,0,0,0,,0,111,111,165,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.671265,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,1.671265,,,,,,-0.025925926,-0.307407407,0,0,0,,0,112,112,410,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.629595,0,,,,,,5,WORD,UN,16,bundle,PLUNGE,m,1.629595,,,,,,-0.025925926,-0.307407407,0,0,0,,0,113,113,184,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.173505,1,,,,,,257,NW,UN,16,poluth,VENIOD,z,1.173505,,,,,,-0.025925926,-0.307407407,0,0,0,,0,114,114,436,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.17691,1,,,,,,262,NW,UN,16,dolica,QUILEW,z,1.17691,,,,,,-0.025925926,-0.307407407,0,0,0,,0,115,115,441,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.893275,1,,,,,,153,WORD,"ID",16,behold,BEHOLD,m,0.893275,,,,,,-0.025925926,-0.307407407,0,0,0,,0,116,116,92,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.885715,0,,,,,,251,NW,UN,16,stapod,LUPICT,z,0.885715,,,,,,-0.025925926,-0.307407407,0,0,0,,0,117,117,430,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.15251,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,1.15251,,,,,,-0.025925926,-0.307407407,0,0,0,,0,118,118,296,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.6521,1,,,,,,1,WORD,UN,16,ethnic,FRIGHT,m,0.6521,,,,,,-0.025925926,-0.307407407,0,0,0,,0,119,119,180,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.91412,0,,,,,,391,NW,"ID",16,theldy,THELDY,z,1.91412,,,,,,0.021296296,-0.399074074,1,0,0,,0,120,120,330,1,break_done_button,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.91412,-1,,,,,,451,NW,UN,33,surden,CAINKY,z,,,,,,,0.019444444,-0.388888889,0,0,0,,0,121,121,390,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.765775,0,,,,,,441,NW,UN,33,aboune,RASTOE,z,0.765775,,,,,,0.019444444,-0.388888889,0,0,0,,0,122,122,380,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.774135,0,,,,,,361,NW,"ID",16,pauche,PAUCHE,z,0.774135,,,,,,0.019444444,-0.388888889,0,0,0,,0,123,123,300,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.607905,1,,,,,,182,WORD,UN,33,absent,WINTER,m,0.607905,,,,,,0.019444444,-0.388888889,0,0,0,,0,124,124,121,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.941975,1,,,,,,176,WORD,"ID",16,strife,STRIFE,m,0.941975,,,,,,0.019444444,-0.388888889,0,0,0,,0,125,125,115,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.621995,0,,,,,,446,NW,UN,33,gircue,RUNAMO,z,0.621995,,,,,,0.019444444,-0.388888889,0,0,0,,0,126,126,385,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.73585,0,,,,,,32,WORD,UN,16,scream,BUCKLE,m,0.73585,,,,,,0.019444444,-0.388888889,0,0,0,,0,127,127,211,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5463,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,0.5463,,,,,,0.019444444,-0.388888889,0,0,0,,0,128,128,36,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.55143,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,1.55143,,,,,,0.019444444,-0.388888889,0,0,0,,0,129,129,279,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.460805,0,,,,,,347,NW,"ID",33,kerift,KERIFT,z,1.460805,,,,,,0.019444444,-0.388888889,0,0,0,,0,130,130,286,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.743305,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,0.743305,,,,,,0.019444444,-0.388888889,0,0,0,,0,131,131,35,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.083065,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,1.083065,,,,,,0.019444444,-0.388888889,0,0,0,,0,132,132,269,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.18338,0,,,,,,305,NW,"ID",33,forgle,FORGLE,z,1.18338,,,,,,0.019444444,-0.388888889,0,0,0,,0,133,133,244,1,,
