counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.515945,1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,0.515945,,,,,,0.030798197,-0.396704833,0,0,0,,0,52,52,306,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,0,,,,,,,,0.501195,0,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,0.501195,,,,,,0.030798197,-0.396704833,0,0,0,,0,53,53,258,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.558845,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,0.558845,,,,,,0.030798197,-0.396704833,0,0,0,,0,54,54,116,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.51676,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,0.51676,,,,,,0.030798197,-0.396704833,0,0,0,,0,55,55,279,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.558115,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,0.558115,,,,,,0.030798197,-0.396704833,0,0,0,,0,56,56,175,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.482655,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,0.482655,,,,,,0.030798197,-0.396704833,0,0,0,,0,57,57,14,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.652105,1,,,,,,441,NW,UN,33,aboune,RASTOE,z,0.652105,,,,,,0.030798197,-0.396704833,0,0,0,,0,58,58,380,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.52526,1,,,,,,249,NW,UN,16,milted,BATROL,z,0.52526,,,,,,0.030798197,-0.396704833,0,0,0,,0,59,59,428,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.602005,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,0.602005,,,,,,0.030798197,-0.396704833,0,0,0,,0,60,60,151,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.48698,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,0.48698,,,,,,0.030798197,-0.396704833,0,0,0,,0,61,61,181,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.46656,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,0.46656,,,,,,0.030798197,-0.396704833,0,0,0,,0,62,62,170,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.636715,1,,,,,,453,NW,UN,33,scouge,BOLVIS,z,0.636715,,,,,,0.030798197,-0.396704833,0,0,0,,0,63,63,392,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.5663,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,0.5663,,,,,,0.030798197,-0.396704833,0,0,0,,0,64,64,271,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.583505,1,,,,,,156,WORD,"ID",16,cradle,CRADLE,m,0.583505,,,,,,0.030798197,-0.396704833,0,0,0,,0,65,65,95,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.578955,1,,,,,,114,WORD,"ID",33,placid,PLACID,m,0.578955,,,,,,0.030798197,-0.396704833,0,0,0,,0,66,66,53,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.64124,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,0.64124,,,,,,0.030798197,-0.396704833,0,0,0,,0,67,67,289,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.489085,1,,,,,,278,NW,UN,16,celond,UNIGHS,z,0.489085,,,,,,0.030798197,-0.396704833,0,0,0,,0,68,68,457,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.584015,1,,,,,,433,NW,UN,33,pitrom,DRANCE,z,0.584015,,,,,,0.030798197,-0.396704833,0,0,0,,0,69,69,372,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.65982,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,0.65982,,,,,,0.030798197,-0.396704833,0,0,0,,0,70,70,127,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,0,,,,,,,,0.480355,0,,,,,,472,NW,UN,33,gorbie,CIGNEY,z,0.480355,,,,,,0.030798197,-0.396704833,0,0,0,,0,71,71,411,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,0,,,,,,,,0.5107,0,,,,,,345,NW,"ID",33,absend,ABSEND,z,0.5107,,,,,,0.030798197,-0.396704833,0,0,0,,0,72,72,284,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.66707,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,0.66707,,,,,,0.030798197,-0.396704833,0,0,0,,0,73,73,451,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.76535,1,,,,,,261,NW,UN,16,quilew,STUNCH,z,0.76535,,,,,,0.030798197,-0.396704833,0,0,0,,0,74,74,440,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.48407,1,,,,,,247,NW,UN,16,strole,BLARGE,z,0.48407,,,,,,0.030798197,-0.396704833,0,0,0,,0,75,75,426,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.539215,0,,,,,,206,WORD,UN,33,wreath,TAILOR,m,0.539215,,,,,,0.030798197,-0.396704833,0,0,0,,0,76,76,145,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.528285,1,,,,,,60,WORD,UN,16,fright,PENCIL,m,0.528285,,,,,,0.030798197,-0.396704833,0,0,0,,0,77,77,239,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.60417,1,,,,,,337,NW,"ID",33,rejols,REJOLS,z,0.60417,,,,,,0.030798197,-0.396704833,0,0,0,,0,78,78,276,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.521225,1,,,,,,109,WORD,"ID",33,wonder,WONDER,m,0.521225,,,,,,0.030798197,-0.396704833,0,0,0,,0,79,79,48,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.520185,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,0.520185,,,,,,0.030798197,-0.396704833,0,0,0,,0,80,80,405,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.504715,1,,,,,,121,WORD,"ID",16,thrive,THRIVE,m,0.504715,,,,,,0.030798197,-0.396704833,0,0,0,,0,81,81,60,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.58338,1,,,,,,379,NW,"ID",16,auting,AUTING,z,0.58338,,,,,,0.030798197,-0.396704833,0,0,0,,0,82,82,318,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.47367,1,,,,,,155,WORD,"ID",16,lizard,LIZARD,m,0.47367,,,,,,0.030798197,-0.396704833,0,0,0,,0,83,83,94,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.598585,1,,,,,,456,NW,UN,33,wanigh,BROGET,z,0.598585,,,,,,0.030798197,-0.396704833,0,0,0,,0,84,84,395,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.600975,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,0.600975,,,,,,0.030798197,-0.396704833,0,0,0,,0,85,85,245,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.5058,1,,,,,,53,WORD,UN,16,ramble,POLICE,m,0.5058,,,,,,0.030798197,-0.396704833,0,0,0,,0,86,86,232,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.718705,1,,,,,,186,WORD,UN,33,course,PORTAL,m,0.718705,,,,,,0.030798197,-0.396704833,0,0,0,,0,87,87,125,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.617785,1,,,,,,413,NW,"ID",16,equats,EQUATS,z,0.617785,,,,,,0.030798197,-0.396704833,0,0,0,,0,88,88,352,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.72308,1,,,,,,9,WORD,UN,16,bridge,HUSTLE,m,0.72308,,,,,,0.030798197,-0.396704833,0,0,0,,0,89,89,188,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.63541,0,,,,,,78,WORD,"ID",33,column,COLUMN,m,0.63541,,,,,,0.030798197,-0.396704833,0,0,0,,0,90,90,17,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.659485,1,,,,,,292,NW,UN,16,swance,ABLINT,z,0.659485,,,,,,0.030798197,-0.396704833,0,0,0,,0,91,91,471,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.511015,1,,,,,,402,NW,"ID",16,syntic,SYNTIC,z,0.511015,,,,,,0.030798197,-0.396704833,0,0,0,,0,92,92,341,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.552415,1,,,,,,253,NW,UN,16,varosh,RESAIT,z,0.552415,,,,,,0.030798197,-0.396704833,0,0,0,,0,93,93,432,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.515585,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,0.515585,,,,,,0.030798197,-0.396704833,0,0,0,,0,94,94,2,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.58416,1,,,,,,257,NW,UN,16,poluth,VENIOD,z,0.58416,,,,,,0.030798197,-0.396704833,0,0,0,,0,95,95,436,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.486995,1,,,,,,95,WORD,"ID",33,thread,THREAD,m,0.486995,,,,,,0.030798197,-0.396704833,0,0,0,,0,96,96,34,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.538025,1,,,,,,383,NW,"ID",16,aungre,AUNGRE,z,0.538025,,,,,,0.030798197,-0.396704833,0,0,0,,0,97,97,322,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.49173,1,,,,,,172,WORD,"ID",16,patrol,PATROL,m,0.49173,,,,,,0.030798197,-0.396704833,0,0,0,,0,98,98,111,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.54982,1,,,,,,432,NW,UN,33,drance,LUNKER,z,0.54982,,,,,,0.030798197,-0.396704833,0,0,0,,0,99,99,371,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.8041,1,,,,,,124,WORD,"ID",16,blouse,BLOUSE,m,0.8041,,,,,,0.030798197,-0.396704833,0,0,0,,0,100,100,63,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.53292,1,,,,,,27,WORD,UN,16,comedy,SCREAM,m,0.53292,,,,,,0.030798197,-0.396704833,0,0,0,,0,101,101,206,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.48288,1,,,,,,135,WORD,"ID",16,import,IMPORT,m,0.48288,,,,,,0.030798197,-0.396704833,0,0,0,,0,102,102,74,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57623,1,,,,,,434,NW,UN,33,impurb,PITROM,z,0.57623,,,,,,0.030798197,-0.396704833,0,0,0,,0,103,103,373,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.533445,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,0.533445,,,,,,0.030798197,-0.396704833,0,0,0,,0,104,104,59,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.53381,0,,,,,,200,WORD,UN,33,admire,BEACON,m,0.53381,,,,,,0.030798197,-0.396704833,0,0,0,,0,105,105,139,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.537765,1,,,,,,29,WORD,UN,16,orient,SKETCH,m,0.537765,,,,,,0.030798197,-0.396704833,0,0,0,,0,106,106,208,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,0,,,,,,,,0.53254,0,,,,,,300,NW,UN,16,smenco,YARION,z,0.53254,,,,,,0.030798197,-0.396704833,0,0,0,,0,107,107,479,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.66622,1,,,,,,152,WORD,"ID",16,rocket,ROCKET,m,0.66622,,,,,,0.030798197,-0.396704833,0,0,0,,0,108,108,91,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.6905,1,,,,,,92,WORD,"ID",33,strand,STRAND,m,0.6905,,,,,,0.030798197,-0.396704833,0,0,0,,0,109,109,31,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.467185,1,,,,,,41,WORD,UN,16,chapel,SPRING,m,0.467185,,,,,,0.030798197,-0.396704833,0,0,0,,0,110,110,220,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.618705,1,,,,,,343,NW,"ID",33,aimosy,AIMOSY,z,0.618705,,,,,,0.030798197,-0.396704833,0,0,0,,0,111,111,282,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.51531,1,,,,,,356,NW,"ID",33,othnis,OTHNIS,z,0.51531,,,,,,0.030798197,-0.396704833,0,0,0,,0,112,112,295,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.46562,1,,,,,,132,WORD,"ID",16,strong,STRONG,m,0.46562,,,,,,0.030798197,-0.396704833,0,0,0,,0,113,113,71,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,0,,,,,,,,0.52565,0,,,,,,271,NW,UN,16,damilt,AUBRID,z,0.52565,,,,,,0.030798197,-0.396704833,0,0,0,,0,114,114,450,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.54897,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,0.54897,,,,,,0.030798197,-0.396704833,0,0,0,,0,115,115,420,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.55017,1,,,,,,297,NW,UN,16,piergy,FERTIC,z,0.55017,,,,,,0.030798197,-0.396704833,0,0,0,,0,116,116,476,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,1.0325,1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,1.0325,,,,,,0.030798197,-0.396704833,0,0,0,,0,117,117,163,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.615855,1,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,0.615855,,,,,,0.030798197,-0.396704833,0,0,0,,0,118,118,343,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.499465,1,,,,,,193,WORD,UN,33,mildew,OBJECT,m,0.499465,,,,,,0.030798197,-0.396704833,0,0,0,,0,119,119,132,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.510875,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,0.510875,,,,,,0.030798197,-0.400861104,1,0,0,,0,120,120,135,1,break_done_button,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.79886,1,,,,,,284,NW,UN,16,prudge,SHAPLE,z,0.79886,,,,,,0.030798197,-0.400861104,0,0,0,,0,121,121,463,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.6205,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,0.6205,,,,,,0.030798197,-0.400861104,0,0,0,,0,122,122,134,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.520895,1,,,,,,48,WORD,UN,16,survey,WALNUT,m,0.520895,,,,,,0.030798197,-0.400861104,0,0,0,,0,123,123,227,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.54867,0,,,,,,204,WORD,UN,33,lounge,BURDEN,m,0.54867,,,,,,0.030798197,-0.400861104,0,0,0,,0,124,124,143,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.589425,1,,,,,,149,WORD,"ID",16,invade,INVADE,m,0.589425,,,,,,0.030798197,-0.400861104,0,0,0,,0,125,125,88,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.583345,1,,,,,,412,NW,"ID",16,jiluer,JILUER,z,0.583345,,,,,,0.030798197,-0.400861104,0,0,0,,0,126,126,351,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.549,1,,,,,,143,WORD,"ID",16,reason,REASON,m,0.549,,,,,,0.030798197,-0.400861104,0,0,0,,0,127,127,82,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.629795,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,0.629795,,,,,,0.030798197,-0.400861104,0,0,0,,0,128,128,375,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52095,1,,,,,,179,WORD,"ID",16,basket,BASKET,m,0.52095,,,,,,0.030798197,-0.400861104,0,0,0,,0,129,129,118,1,,
