counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.573,1,,,,,,61,WORD,UN,33,region,PONDER,m,0.573,,,,,,,0.009114583,-0.399739583,0,0,0,,0,55,55,120,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.685,1,,,,,,459,NW,"ID",33,bafent,BAFENT,z,0.685,,,,,,,0.009114583,-0.399739583,0,0,0,,0,56,56,278,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.986,1,,,,,,453,NW,"ID",33,bolvis,BOLVIS,z,0.986,,,,,,,0.009114583,-0.399739583,0,0,0,,0,57,57,272,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.563,1,,,,,,429,NW,"ID",33,funtle,FUNTLE,z,0.563,,,,,,,0.009114583,-0.399739583,0,0,0,,0,58,58,248,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.629,1,,,,,,131,WORD,UN,16,strong,QUENCH,m,0.629,,,,,,,0.009114583,-0.399739583,0,0,0,,0,59,59,190,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.645,1,,,,,,387,NW,UN,16,cragin,GRONCE,z,0.645,,,,,,,0.009114583,-0.399739583,0,0,0,,0,60,60,446,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.406,0,,,,,,357,NW,UN,33,fleack,DERAIN,z,1.406,,,,,,,0.009114583,-0.399739583,0,0,0,,0,61,61,416,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.669,1,,,,,,230,WORD,"ID",33,fringe,FRINGE,m,0.669,,,,,,,0.009114583,-0.399739583,0,0,0,,0,62,62,49,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.553,1,,,,,,132,WORD,UN,16,orphan,STRONG,m,0.553,,,,,,,0.009114583,-0.399739583,0,0,0,,0,63,63,191,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.631,1,,,,,,117,WORD,UN,33,flight,BRANCH,m,0.631,,,,,,,0.009114583,-0.399739583,0,0,0,,0,64,64,176,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.614,1,,,,,,77,WORD,UN,33,column,RACKET,m,0.614,,,,,,,0.009114583,-0.399739583,0,0,0,,0,65,65,136,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.604,1,,,,,,197,WORD,"ID",33,stream,STREAM,m,0.604,,,,,,,0.009114583,-0.399739583,0,0,0,,0,66,66,16,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.69,0,,,,,,298,NW,"ID",16,piergy,PIERGY,z,0.69,,,,,,,0.009114583,-0.399739583,0,0,0,,0,67,67,357,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.843,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,0.843,,,,,,,0.009114583,-0.399739583,0,0,0,,0,68,68,299,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.633,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,0.633,,,,,,,0.009114583,-0.399739583,0,0,0,,0,69,69,17,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.649,1,,,,,,19,WORD,"ID",16,patron,PATRON,m,0.649,,,,,,,0.009114583,-0.399739583,0,0,0,,0,70,70,78,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.465,1,,,,,,451,NW,"ID",33,cainky,CAINKY,z,1.465,,,,,,,0.009114583,-0.399739583,0,0,0,,0,71,71,270,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.716,1,,,,,,410,NW,UN,16,orchin,TUNORY,z,0.716,,,,,,,0.009114583,-0.399739583,0,0,0,,0,72,72,469,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.571,1,,,,,,112,WORD,UN,33,chorus,BREATH,m,0.571,,,,,,,0.009114583,-0.399739583,0,0,0,,0,73,73,171,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.686,1,,,,,,68,WORD,UN,33,plenty,FUMBLE,m,0.686,,,,,,,0.009114583,-0.399739583,0,0,0,,0,74,74,127,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.579,1,,,,,,208,WORD,"ID",33,hockey,HOCKEY,m,0.579,,,,,,,0.009114583,-0.399739583,0,0,0,,0,75,75,27,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.714,1,,,,,,339,NW,UN,33,fiatch,FACHOW,z,0.714,,,,,,,0.009114583,-0.399739583,0,0,0,,0,76,76,398,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.861,1,,,,,,319,NW,UN,33,jockal,ZOMBER,z,0.861,,,,,,,0.009114583,-0.399739583,0,0,0,,0,77,77,378,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.641,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,0.641,,,,,,,0.009114583,-0.399739583,0,0,0,,0,78,78,123,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.704,1,,,,,,417,NW,UN,16,suidle,EAROUD,z,0.704,,,,,,,0.009114583,-0.399739583,0,0,0,,0,79,79,476,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.834,1,,,,,,392,NW,UN,16,ganous,ROUNCY,z,0.834,,,,,,,0.009114583,-0.399739583,0,0,0,,0,80,80,451,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.668,1,,,,,,50,WORD,"ID",16,snatch,SNATCH,m,0.668,,,,,,,0.009114583,-0.399739583,0,0,0,,0,81,81,109,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.569,1,,,,,,144,WORD,UN,16,parish,SPONGE,m,0.569,,,,,,,0.009114583,-0.399739583,0,0,0,,0,82,82,203,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.599,1,,,,,,147,WORD,UN,16,custom,GARLIC,m,0.599,,,,,,,0.009114583,-0.399739583,0,0,0,,0,83,83,206,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.654,1,,,,,,374,NW,UN,16,yorque,SLIANT,z,0.654,,,,,,,0.009114583,-0.399739583,0,0,0,,0,84,84,433,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.584,1,,,,,,46,WORD,"ID",16,single,SINGLE,m,0.584,,,,,,,0.009114583,-0.399739583,0,0,0,,0,85,85,105,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.583,1,,,,,,469,NW,"ID",33,padifs,PADIFS,z,0.583,,,,,,,0.009114583,-0.399739583,0,0,0,,0,86,86,288,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.569,1,,,,,,164,WORD,UN,16,invest,MARKET,m,0.569,,,,,,,0.009114583,-0.399739583,0,0,0,,0,87,87,223,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.625,1,,,,,,102,WORD,UN,33,bounce,DIRECT,m,0.625,,,,,,,0.009114583,-0.399739583,0,0,0,,0,88,88,161,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.627,1,,,,,,239,WORD,"ID",33,lumber,LUMBER,m,0.627,,,,,,,0.009114583,-0.399739583,0,0,0,,0,89,89,58,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.731,1,,,,,,452,NW,"ID",33,surden,SURDEN,z,0.731,,,,,,,0.009114583,-0.399739583,0,0,0,,0,90,90,271,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.626,1,,,,,,106,WORD,UN,33,slogan,RANSOM,m,0.626,,,,,,,0.009114583,-0.399739583,0,0,0,,0,91,91,165,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.746,1,,,,,,221,WORD,"ID",33,mascot,MASCOT,m,0.746,,,,,,,0.009114583,-0.399739583,0,0,0,,0,92,92,40,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.581,1,,,,,,78,WORD,UN,33,theory,COLUMN,m,0.581,,,,,,,0.009114583,-0.399739583,0,0,0,,0,93,93,137,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.549,1,,,,,,201,WORD,"ID",33,admire,ADMIRE,m,0.549,,,,,,,0.009114583,-0.399739583,0,0,0,,0,94,94,20,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.581,1,,,,,,212,WORD,"ID",33,verify,VERIFY,m,0.581,,,,,,,0.009114583,-0.399739583,0,0,0,,0,95,95,31,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.561,1,,,,,,179,WORD,UN,16,silent,BASKET,m,0.561,,,,,,,0.009114583,-0.399739583,0,0,0,,0,96,96,238,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59,1,,,,,,15,WORD,"ID",16,amount,AMOUNT,m,0.59,,,,,,,0.009114583,-0.399739583,0,0,0,,0,97,97,74,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.984,1,,,,,,423,NW,"ID",33,streld,STRELD,z,0.984,,,,,,,0.009114583,-0.399739583,0,0,0,,0,98,98,242,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.709,1,,,,,,302,NW,UN,33,fiream,MILUER,z,0.709,,,,,,,0.009114583,-0.399739583,0,0,0,,0,99,99,361,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.591,1,,,,,,23,WORD,"ID",16,wealth,WEALTH,m,0.591,,,,,,,0.009114583,-0.399739583,0,0,0,,0,100,100,82,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.69,1,,,,,,362,NW,UN,16,breali,TIREAU,z,0.69,,,,,,,0.009114583,-0.399739583,0,0,0,,0,101,101,421,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.518,1,,,,,,187,WORD,"ID",33,course,COURSE,m,0.518,,,,,,,0.009114583,-0.399739583,0,0,0,,0,102,102,6,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.656,1,,,,,,225,WORD,"ID",33,vulgar,VULGAR,m,0.656,,,,,,,0.009114583,-0.399739583,0,0,0,,0,103,103,44,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.514,1,,,,,,35,WORD,"ID",16,socket,SOCKET,m,0.514,,,,,,,0.009114583,-0.399739583,0,0,0,,0,104,104,94,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.667,1,,,,,,448,NW,"ID",33,sadent,SADENT,z,0.667,,,,,,,0.009114583,-0.399739583,0,0,0,,0,105,105,267,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.52,1,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,0.52,,,,,,,0.009114583,-0.399739583,0,0,0,,0,106,106,37,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.642,1,,,,,,373,NW,UN,16,sliant,BIGENT,z,0.642,,,,,,,0.009114583,-0.399739583,0,0,0,,0,107,107,432,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.666,1,,,,,,245,NW,"ID",16,anougs,ANOUGS,z,0.666,,,,,,,0.009114583,-0.399739583,0,0,0,,0,108,108,304,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.454,1,,,,,,205,WORD,"ID",33,lounge,LOUNGE,m,0.454,,,,,,,0.009114583,-0.399739583,0,0,0,,0,109,109,24,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.46,1,,,,,,51,WORD,"ID",16,hungry,HUNGRY,m,0.46,,,,,,,0.009114583,-0.399739583,0,0,0,,0,110,110,110,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.624,1,,,,,,243,NW,"ID",16,musied,MUSIED,z,0.624,,,,,,,0.009114583,-0.399739583,0,0,0,,0,111,111,302,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.735,1,,,,,,441,NW,"ID",33,rastoe,RASTOE,z,0.735,,,,,,,0.009114583,-0.399739583,0,0,0,,0,112,112,260,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.53,1,,,,,,186,WORD,"ID",33,portal,PORTAL,m,0.53,,,,,,,0.009114583,-0.399739583,0,0,0,,0,113,113,5,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.563,1,,,,,,268,NW,"ID",16,packes,PACKES,z,0.563,,,,,,,0.009114583,-0.399739583,0,0,0,,0,114,114,327,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.67,1,,,,,,474,NW,"ID",33,hablin,HABLIN,z,0.67,,,,,,,0.009114583,-0.399739583,0,0,0,,0,115,115,293,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.568,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,0.568,,,,,,,0.009114583,-0.399739583,0,0,0,,0,116,116,410,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.976,1,,,,,,285,NW,"ID",16,prudge,PRUDGE,z,0.976,,,,,,,0.009114583,-0.399739583,0,0,0,,0,117,117,344,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.682,1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,0.682,,,,,,,0.009114583,-0.399739583,0,0,0,,0,118,118,175,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.823,1,,,,,,369,NW,UN,16,sleact,WRONCH,z,0.823,,,,,,,0.009114583,-0.399739583,0,0,0,,0,119,119,428,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.477,1,,,,,,152,WORD,UN,16,behold,ROCKET,m,0.477,,,,,,,-0.233072917,-0.328125,0,0,0,space,0,120,120,211,1,15.209
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.399,1,,,,,,292,NW,"ID",16,ablint,ABLINT,z,1.399,,,,,,,-0.233072917,-0.328125,0,0,0,,0,121,121,351,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.664,1,,,,,,135,WORD,UN,16,bleach,IMPORT,m,0.664,,,,,,,-0.233072917,-0.328125,0,0,0,,0,122,122,194,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.696,1,,,,,,107,WORD,UN,33,reckon,SLOGAN,m,0.696,,,,,,,-0.233072917,-0.328125,0,0,0,,0,123,123,166,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.415,1,,,,,,379,NW,UN,16,cavory,AUTING,z,1.415,,,,,,,-0.233072917,-0.328125,0,0,0,,0,124,124,438,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.537,1,,,,,,195,WORD,"ID",33,resign,RESIGN,m,0.537,,,,,,,-0.233072917,-0.328125,0,0,0,,0,125,125,14,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.667,1,,,,,,139,WORD,UN,16,prince,DEBRIS,m,0.667,,,,,,,-0.233072917,-0.328125,0,0,0,,0,126,126,198,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.625,1,,,,,,382,NW,UN,16,aungre,SARLEY,z,0.625,,,,,,,-0.233072917,-0.328125,0,0,0,,0,127,127,441,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.676,1,,,,,,277,NW,"ID",16,petain,PETAIN,z,0.676,,,,,,,-0.233072917,-0.328125,0,0,0,,0,128,128,336,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.567,1,,,,,,53,WORD,"ID",16,police,POLICE,m,0.567,,,,,,,-0.233072917,-0.328125,0,0,0,,0,129,129,112,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.81,1,,,,,,367,NW,UN,16,hornal,SLIQUE,z,0.81,,,,,,,-0.233072917,-0.328125,0,0,0,,0,130,130,426,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.612,1,,,,,,371,NW,UN,16,ramily,GEILOY,z,0.612,,,,,,,-0.233072917,-0.328125,0,0,0,,0,131,131,430,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.659,1,,,,,,118,WORD,UN,33,spider,FLIGHT,m,0.659,,,,,,,-0.233072917,-0.328125,0,0,0,,0,132,132,177,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.705,1,,,,,,399,NW,UN,16,wearox,FOURET,z,0.705,,,,,,,-0.233072917,-0.328125,0,0,0,,0,133,133,458,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.635,0,,,,,,338,NW,UN,33,fachow,WREASH,z,0.635,,,,,,,-0.233072917,-0.328125,0,0,0,,0,134,134,397,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.705,1,,,,,,129,WORD,UN,16,stupid,MARVEL,m,0.705,,,,,,,-0.233072917,-0.328125,0,0,0,,0,135,135,188,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.548,1,,,,,,185,WORD,"ID",33,bother,BOTHER,m,0.548,,,,,,,-0.233072917,-0.328125,0,0,0,,0,136,136,4,1,
