counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78393,,,,,,,,0.78393,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,54,54,156,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.96714,,,,,,,,0.96714,1,,,,,,342,NW,"ID",33,randow,RANDOW,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,55,55,281,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.867105,,,,,,,,0.867105,1,,,,,,392,NW,"ID",16,rouncy,ROUNCY,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,56,56,331,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.77879,,,,,,,,0.77879,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,57,57,375,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.936595,,,,,,,,0.936595,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,58,58,134,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.750725,,,,,,,,0.750725,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,59,59,16,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.851745,,,,,,,,0.851745,1,,,,,,408,NW,"ID",16,hurnia,HURNIA,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,60,60,347,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.7668,,,,,,,,0.7668,1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,61,61,163,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.7668,-1,,,,,,266,NW,UN,16,pasink,VARMIT,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,62,62,445,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.80505,,,,,,,,0.80505,1,,,,,,362,NW,"ID",16,tireau,TIREAU,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,63,63,301,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.05109,,,,,,,,1.05109,1,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,64,64,21,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.80055,,,,,,,,0.80055,1,,,,,,62,WORD,"ID",33,region,REGION,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,65,65,1,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.734375,,,,,,,,0.734375,1,,,,,,46,WORD,UN,16,income,SINGLE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,66,66,225,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.95107,,,,,,,,0.95107,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,67,67,255,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.784595,,,,,,,,0.784595,1,,,,,,251,NW,UN,16,stapod,LUPICT,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,68,68,430,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.755015,,,,,,,,0.755015,1,,,,,,52,WORD,UN,16,police,IMPOSE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,69,69,231,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83293,,,,,,,,0.83293,1,,,,,,225,WORD,UN,33,casino,VULGAR,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,70,70,164,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.833745,,,,,,,,0.833745,1,,,,,,91,WORD,"ID",33,expand,EXPAND,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,71,71,30,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.666895,,,,,,,,0.666895,0,,,,,,360,NW,"ID",33,desory,DESORY,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,72,72,299,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.65055,,,,,,,,0.65055,0,,,,,,398,NW,"ID",16,blunde,BLUNDE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,73,73,337,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.200205,,,,,,,,1.200205,1,,,,,,250,NW,UN,16,lupict,MILTED,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,74,74,429,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.16981,,,,,,,,1.16981,1,,,,,,400,NW,"ID",16,wearox,WEAROX,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,75,75,339,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.851895,,,,,,,,0.851895,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,76,76,419,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.750635,,,,,,,,0.750635,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,77,77,9,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.816775,,,,,,,,0.816775,1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,78,78,230,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69888,,,,,,,,0.69888,1,,,,,,178,WORD,"ID",16,inform,INFORM,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,79,79,117,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.898705,,,,,,,,0.898705,1,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,80,80,258,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66493,,,,,,,,0.66493,1,,,,,,381,NW,"ID",16,huniek,HUNIEK,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,81,81,320,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.717275,,,,,,,,0.717275,1,,,,,,174,WORD,"ID",16,turkey,TURKEY,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,82,82,113,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.784205,,,,,,,,0.784205,1,,,,,,101,WORD,"ID",33,wrench,WRENCH,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,83,83,40,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.83393,,,,,,,,0.83393,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,84,84,409,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.899275,,,,,,,,0.899275,1,,,,,,211,WORD,UN,33,verify,INFECT,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,85,85,150,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.95106,,,,,,,,0.95106,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,86,86,451,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.664325,,,,,,,,0.664325,1,,,,,,14,WORD,UN,16,orange,ALMOST,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,87,87,193,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.184465,,,,,,,,1.184465,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,88,88,26,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.552325,,,,,,,,1.552325,1,,,,,,448,NW,UN,33,brunge,SADENT,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,89,89,387,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.13371,,,,,,,,1.13371,1,,,,,,226,WORD,UN,33,flower,CASINO,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,90,90,165,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.74932,,,,,,,,0.74932,1,,,,,,147,WORD,"ID",16,garlic,GARLIC,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,91,91,86,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.780105,,,,,,,,0.780105,1,,,,,,401,NW,"ID",16,mustil,MUSTIL,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,92,92,340,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81286,,,,,,,,0.81286,1,,,,,,242,NW,UN,16,musied,UNWERT,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,93,93,421,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81724,,,,,,,,0.81724,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,94,94,279,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.796385,,,,,,,,0.796385,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,95,95,399,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.679615,,,,,,,,0.679615,1,,,,,,220,WORD,UN,33,mascot,VOYAGE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,96,96,159,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.71777,,,,,,,,0.71777,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,97,97,145,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.733715,,,,,,,,0.733715,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,98,98,126,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.86703,,,,,,,,0.86703,1,,,,,,456,NW,UN,33,wanigh,BROGET,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,99,99,395,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83375,,,,,,,,0.83375,1,,,,,,124,WORD,"ID",16,blouse,BLOUSE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,100,100,63,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.98963,,,,,,,,0.98963,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,101,101,400,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.781005,,,,,,,,0.781005,1,,,,,,417,NW,"ID",16,earoud,EAROUD,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,102,102,356,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.05032,,,,,,,,1.05032,1,,,,,,364,NW,"ID",16,impote,IMPOTE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,103,103,303,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.81517,,,,,,,,0.81517,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,104,104,15,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.630915,,,,,,,,0.630915,1,,,,,,129,WORD,"ID",16,marvel,MARVEL,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,105,105,68,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.46598,,,,,,,,1.46598,1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,106,106,253,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.833765,,,,,,,,0.833765,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,107,107,438,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.75073,,,,,,,,0.75073,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,108,108,43,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.067145,,,,,,,,1.067145,0,,,,,,374,NW,"ID",16,sliant,SLIANT,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,109,109,313,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.03408,,,,,,,,1.03408,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,110,110,364,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.733985,,,,,,,,0.733985,1,,,,,,55,WORD,UN,16,ambush,STROKE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,111,111,234,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.800525,,,,,,,,0.800525,0,,,,,,396,NW,"ID",16,flengy,FLENGY,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,112,112,335,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.652605,,,,,,,,0.652605,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,113,113,328,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.685125,,,,,,,,0.685125,1,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,114,114,350,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.15128,,,,,,,,1.15128,1,,,,,,280,NW,UN,16,melaty,CURBOL,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,115,115,459,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.93372,,,,,,,,0.93372,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,116,116,407,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.166775,,,,,,,,1.166775,1,,,,,,399,NW,"ID",16,fouret,FOURET,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,117,117,338,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83325,,,,,,,,0.83325,1,,,,,,37,WORD,UN,16,powder,INSULT,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,118,118,216,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.650765,,,,,,,,0.650765,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,119,119,2,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.900335,,,,,,,,0.900335,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,,,,,,0.204101563,-0.159179688,0,0,0,space,0,120,120,247,1,10.634035,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.8007,,,,,,,,0.8007,1,,,,,,34,WORD,UN,16,socket,JUNGLE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,121,121,213,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.834635,,,,,,,,0.834635,1,,,,,,304,NW,"ID",33,cludie,CLUDIE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,122,122,243,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.93292,,,,,,,,0.93292,1,,,,,,414,NW,"ID",16,serbol,SERBOL,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,123,123,353,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.684175,,,,,,,,0.684175,1,,,,,,152,WORD,"ID",16,rocket,ROCKET,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,124,124,91,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.817345,,,,,,,,0.817345,1,,,,,,315,NW,"ID",33,laston,LASTON,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,125,125,254,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.75205,,,,,,,,0.75205,1,,,,,,377,NW,"ID",16,injore,INJORE,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,126,126,316,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.75208,,,,,,,,0.75208,1,,,,,,252,NW,UN,16,resait,STAPOD,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,127,127,431,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.71688,,,,,,,,0.71688,1,,,,,,134,WORD,"ID",16,staple,STAPLE,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,128,128,73,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.72715,,,,,,,,0.72715,1,,,,,,45,WORD,UN,16,single,CLERGY,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,129,129,224,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.617015,,,,,,,,0.617015,1,,,,,,446,NW,UN,33,gircue,RUNAMO,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,130,130,385,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.751015,,,,,,,,0.751015,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,131,131,366,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.650795,,,,,,,,0.650795,1,,,,,,184,WORD,UN,33,bother,SLEAZY,m,,,,,,0.204101563,-0.159179688,0,0,0,,0,132,132,123,1,,
,,,,,,,,,,,,,,,,,,55b75944fdf99b6e0c49981b,2020-11-26_16h00.50.928,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.83448,,,,,,,,0.83448,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,0.204101563,-0.159179688,0,0,0,,0,133,133,302,1,,
