counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.674,,,,,,,,0.674,1,,,,,,10,WORD,"ID",16,ethnic,ETHNIC,m,,,,,,0.660130719,0.137254902,0,0,0,,0,54,54,69,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.631,,,,,,,,0.631,1,,,,,,123,WORD,UN,16,blouse,STRIKE,m,,,,,,0.660130719,0.137254902,0,0,0,,0,55,55,182,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.573,,,,,,,,0.573,1,,,,,,169,WORD,UN,16,pounce,GENIUS,m,,,,,,0.653594771,0.14869281,0,0,0,,0,56,56,228,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.709,,,,,,,,0.709,1,,,,,,52,WORD,"ID",16,impose,IMPOSE,m,,,,,,0.653594771,0.158496732,0,0,0,,0,57,57,111,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.541,,,,,,,,0.541,1,,,,,,17,WORD,"ID",16,charge,CHARGE,m,,,,,,0.653594771,0.161764706,0,0,0,,0,58,58,76,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.573,,,,,,,,0.573,1,,,,,,197,WORD,"ID",33,stream,STREAM,m,,,,,,0.651960784,0.161764706,0,0,0,,0,59,59,16,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.496,,,,,,,,0.496,1,,,,,,205,WORD,"ID",33,lounge,LOUNGE,m,,,,,,0.64869281,0.168300654,0,0,0,,0,60,60,24,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.538,,,,,,,,0.538,1,,,,,,171,WORD,UN,16,patrol,DEPART,m,,,,,,0.64869281,0.169934641,0,0,0,,0,61,61,230,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.669,,,,,,,,0.669,1,,,,,,478,NW,"ID",33,acrise,ACRISE,z,,,,,,0.650326797,0.168300654,0,0,0,,0,62,62,297,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.638,,,,,,,,0.638,1,,,,,,165,WORD,UN,16,starch,INVEST,m,,,,,,0.64869281,0.169934641,0,0,0,,0,63,63,224,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.79,,,,,,,,0.79,1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,,,,,,0.64869281,0.174836601,0,0,0,,0,64,64,0,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.566,,,,,,,,0.566,1,,,,,,414,NW,UN,16,higsta,SERBOL,z,,,,,,0.64869281,0.174836601,0,0,0,,0,65,65,473,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.69,,,,,,,,0.69,0,,,,,,131,WORD,UN,16,strong,QUENCH,m,,,,,,0.64869281,0.174836601,0,0,0,,0,66,66,190,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.95,,,,,,,,0.95,1,,,,,,374,NW,UN,16,yorque,SLIANT,z,,,,,,0.64869281,0.176470588,0,0,0,,0,67,67,433,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63,,,,,,,,0.63,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,,,,,,0.64869281,0.179738562,0,0,0,,0,68,68,30,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.584,,,,,,,,0.584,1,,,,,,163,WORD,UN,16,market,STRING,m,,,,,,0.64869281,0.181372549,0,0,0,,0,69,69,222,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.724,,,,,,,,0.724,1,,,,,,249,NW,"ID",16,batrol,BATROL,z,,,,,,0.64869281,0.184640523,0,0,0,,0,70,70,308,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.675,,,,,,,,0.675,1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,,,,,,0.64869281,0.187908497,0,0,0,,0,71,71,57,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.602,,,,,,,,0.602,1,,,,,,56,WORD,"ID",16,ambush,AMBUSH,m,,,,,,0.647058824,0.189542484,0,0,0,,0,72,72,115,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.752,,,,,,,,0.752,1,,,,,,386,NW,UN,16,gronce,ANCUST,z,,,,,,0.647058824,0.189542484,0,0,0,,0,73,73,445,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.653,,,,,,,,0.653,1,,,,,,445,NW,"ID",33,minkel,MINKEL,z,,,,,,0.647058824,0.191176471,0,0,0,,0,74,74,264,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.683,,,,,,,,0.683,1,,,,,,331,NW,UN,33,vangue,GILFEW,z,,,,,,0.647058824,0.192810458,0,0,0,,0,75,75,390,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.635,,,,,,,,0.635,1,,,,,,417,NW,UN,16,suidle,EAROUD,z,,,,,,0.647058824,0.192810458,0,0,0,,0,76,76,476,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.685,,,,,,,,0.685,1,,,,,,320,NW,UN,33,miator,JOCKAL,z,,,,,,0.647058824,0.192810458,0,0,0,,0,77,77,379,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.635,,,,,,,,0.635,1,,,,,,196,WORD,"ID",33,credit,CREDIT,m,,,,,,0.647058824,0.192810458,0,0,0,,0,78,78,15,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.549,,,,,,,,0.549,1,,,,,,350,NW,UN,33,tiesch,NAGURS,z,,,,,,0.647058824,0.192810458,0,0,0,,0,79,79,409,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.615,,,,,,,,0.615,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,,,,,,0.647058824,0.192810458,0,0,0,,0,80,80,299,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.64,,,,,,,,0.64,1,,,,,,5,WORD,"ID",16,plunge,PLUNGE,m,,,,,,0.647058824,0.192810458,0,0,0,,0,81,81,64,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.825,,,,,,,,1.825,1,,,,,,314,NW,UN,33,laston,SPRINE,z,,,,,,0.647058824,0.191176471,0,0,0,,0,82,82,373,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.837,,,,,,,,0.837,1,,,,,,25,WORD,"ID",16,domain,DOMAIN,m,,,,,,0.647058824,0.191176471,0,0,0,,0,83,83,84,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.089,,,,,,,,1.089,1,,,,,,200,WORD,"ID",33,beacon,BEACON,m,,,,,,0.651960784,0.181372549,0,0,0,,0,84,84,19,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.73,,,,,,,,0.73,1,,,,,,285,NW,"ID",16,prudge,PRUDGE,z,,,,,,0.651960784,0.181372549,0,0,0,,0,85,85,344,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.631,,,,,,,,0.631,1,,,,,,355,NW,UN,33,othnis,ZINGLY,z,,,,,,0.651960784,0.181372549,0,0,0,,0,86,86,414,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.521,,,,,,,,0.521,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,,,,,,0.651960784,0.181372549,0,0,0,,0,87,87,410,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.866,,,,,,,,0.866,1,,,,,,183,WORD,"ID",33,mildew,MILDEW,m,,,,,,0.651960784,0.181372549,0,0,0,,0,88,88,2,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.718,,,,,,,,0.718,1,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,0.651960784,0.181372549,0,0,0,,0,89,89,261,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.603,,,,,,,,0.603,1,,,,,,129,WORD,UN,16,stupid,MARVEL,m,,,,,,0.651960784,0.181372549,0,0,0,,0,90,90,188,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.552,,,,,,,,0.552,1,,,,,,126,WORD,UN,16,castle,ENOUGH,m,,,,,,0.651960784,0.181372549,0,0,0,,0,91,91,185,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.536,,,,,,,,0.536,1,,,,,,30,WORD,"ID",16,orient,ORIENT,m,,,,,,0.651960784,0.181372549,0,0,0,,0,92,92,89,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.593,,,,,,,,0.593,1,,,,,,49,WORD,"ID",16,survey,SURVEY,m,,,,,,0.651960784,0.181372549,0,0,0,,0,93,93,108,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.584,,,,,,,,0.584,1,,,,,,23,WORD,"ID",16,wealth,WEALTH,m,,,,,,0.651960784,0.181372549,0,0,0,,0,94,94,82,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.539,,,,,,,,0.539,1,,,,,,150,WORD,UN,16,mystic,RANDOM,m,,,,,,0.651960784,0.181372549,0,0,0,,0,95,95,209,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.716,,,,,,,,0.716,1,,,,,,401,NW,UN,16,syntic,MUSTIL,z,,,,,,0.651960784,0.181372549,0,0,0,,0,96,96,460,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.735,,,,,,,,0.735,1,,,,,,276,NW,"ID",16,yarmon,YARMON,z,,,,,,0.651960784,0.181372549,0,0,0,,0,97,97,335,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.568,,,,,,,,0.568,0,,,,,,361,NW,UN,16,tireau,PAUCHE,z,,,,,,0.651960784,0.181372549,0,0,0,,0,98,98,420,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.605,,,,,,,,0.605,1,,,,,,185,WORD,"ID",33,bother,BOTHER,m,,,,,,0.651960784,0.181372549,0,0,0,,0,99,99,4,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.648,,,,,,,,0.648,1,,,,,,115,WORD,UN,33,tumble,GUITAR,m,,,,,,0.651960784,0.181372549,0,0,0,,0,100,100,174,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58,,,,,,,,0.58,1,,,,,,157,WORD,UN,16,island,DRAGON,m,,,,,,0.651960784,0.181372549,0,0,0,,0,101,101,216,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.552,,,,,,,,0.552,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,,,,,,0.651960784,0.181372549,0,0,0,,0,102,102,123,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.701,,,,,,,,0.701,1,,,,,,313,NW,UN,33,sprine,PAURSE,z,,,,,,0.651960784,0.181372549,0,0,0,,0,103,103,372,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.501,,,,,,,,0.501,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,,,,,,0.651960784,0.181372549,0,0,0,,0,104,104,274,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.753,,,,,,,,0.753,1,,,,,,24,WORD,"ID",16,praise,PRAISE,m,,,,,,0.651960784,0.181372549,0,0,0,,0,105,105,83,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.555,,,,,,,,0.555,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,0.651960784,0.181372549,0,0,0,,0,106,106,12,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.532,,,,,,,,0.532,1,,,,,,167,WORD,UN,16,answer,DESIGN,m,,,,,,0.651960784,0.181372549,0,0,0,,0,107,107,226,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.633,,,,,,,,0.633,1,,,,,,336,NW,UN,33,rejols,GHODUS,z,,,,,,0.651960784,0.181372549,0,0,0,,0,108,108,395,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.807,,,,,,,,0.807,1,,,,,,41,WORD,"ID",16,spring,SPRING,m,,,,,,0.651960784,0.181372549,0,0,0,,0,109,109,100,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.775,,,,,,,,0.775,1,,,,,,312,NW,UN,33,paurse,NERAWL,z,,,,,,0.651960784,0.181372549,0,0,0,,0,110,110,371,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.582,,,,,,,,0.582,1,,,,,,467,NW,"ID",33,gorbie,GORBIE,z,,,,,,0.651960784,0.181372549,0,0,0,,0,111,111,286,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.655,,,,,,,,0.655,1,,,,,,366,NW,UN,16,slique,TOSHEL,z,,,,,,0.651960784,0.181372549,0,0,0,,0,112,112,425,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.673,,,,,,,,0.673,1,,,,,,31,WORD,"ID",16,weapon,WEAPON,m,,,,,,0.651960784,0.181372549,0,0,0,,0,113,113,90,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.658,,,,,,,,0.658,1,,,,,,153,WORD,UN,16,author,BEHOLD,m,,,,,,0.651960784,0.181372549,0,0,0,,0,114,114,212,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.681,,,,,,,,0.681,1,,,,,,292,NW,"ID",16,ablint,ABLINT,z,,,,,,0.651960784,0.181372549,0,0,0,,0,115,115,351,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.688,,,,,,,,0.688,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,0.651960784,0.181372549,0,0,0,,0,116,116,144,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.697,,,,,,,,0.697,1,,,,,,322,NW,UN,33,rosail,SLANCH,z,,,,,,0.651960784,0.181372549,0,0,0,,0,117,117,381,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.87,,,,,,,,0.87,1,,,,,,437,NW,"ID",33,snapel,SNAPEL,z,,,,,,0.651960784,0.181372549,0,0,0,,0,118,118,256,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.619,,,,,,,,0.619,1,,,,,,86,WORD,UN,33,filter,RODENT,m,,,,,,0.651960784,0.181372549,0,0,0,,0,119,119,145,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.503,,,,,,,,1.503,1,,,,,,462,NW,"ID",33,absult,ABSULT,z,,,,,,-0.053921569,-0.405228758,1,0,0,,0,120,120,281,1,break_done_button,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.864,,,,,,,,1.864,1,,,,,,125,WORD,UN,16,enough,NICKEL,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,121,121,184,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.504,,,,,,,,0.504,1,,,,,,12,WORD,"ID",16,orange,ORANGE,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,122,122,71,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.488,,,,,,,,0.488,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,123,123,17,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.488,,,,,,,,0.488,1,,,,,,98,WORD,UN,33,fluent,BELONG,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,124,124,157,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.516,,,,,,,,0.516,1,,,,,,8,WORD,"ID",16,abrupt,ABRUPT,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,125,125,67,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5,,,,,,,,0.5,1,,,,,,182,WORD,"ID",33,winter,WINTER,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,126,126,1,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.557,,,,,,,,0.557,1,,,,,,434,NW,"ID",33,pitrom,PITROM,z,,,,,,-0.024509804,-0.132352941,0,0,0,,0,127,127,253,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.637,,,,,,,,0.637,1,,,,,,50,WORD,"ID",16,snatch,SNATCH,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,128,128,109,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.602,,,,,,,,0.602,1,,,,,,294,NW,"ID",16,inhort,INHORT,z,,,,,,-0.024509804,-0.132352941,0,0,0,,0,129,129,353,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.581,,,,,,,,0.581,1,,,,,,383,NW,UN,16,guesco,AUNGRE,z,,,,,,-0.024509804,-0.132352941,0,0,0,,0,130,130,442,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.518,,,,,,,,0.518,1,,,,,,364,NW,UN,16,guairt,IMPOTE,z,,,,,,-0.024509804,-0.132352941,0,0,0,,0,131,131,423,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.504,,,,,,,,0.504,1,,,,,,70,WORD,UN,33,garden,SQUARE,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,132,132,129,1,,
,,,,,,,,,,,,,,,,,,5e1ee2050c0b3120e01eeec1,2020-11-26_15h56.49.970,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.485,,,,,,,,0.485,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,,,,,,-0.024509804,-0.132352941,0,0,0,,0,133,133,132,1,,
