counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.731935,,,,,,,,0.731935,1,,,,,,171,WORD,"ID",16,depart,DEPART,m,,,,,,0.62109375,-0.421875,0,0,0,,0,54,54,110,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.62633,,,,,,,,0.62633,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,0.62109375,-0.421875,0,0,0,,0,55,55,360,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.66642,,,,,,,,0.66642,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,,,,,,0.62109375,-0.421875,0,0,0,,0,56,56,116,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.647465,,,,,,,,0.647465,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,57,57,245,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.898165,,,,,,,,0.898165,1,,,,,,130,WORD,"ID",16,stupid,STUPID,m,,,,,,0.62109375,-0.421875,0,0,0,,0,58,58,69,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.741395,,,,,,,,0.741395,1,,,,,,50,WORD,UN,16,hungry,SNATCH,m,,,,,,0.62109375,-0.421875,0,0,0,,0,59,59,229,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.75152,,,,,,,,0.75152,1,,,,,,3,WORD,UN,16,trench,KNIGHT,m,,,,,,0.62109375,-0.421875,0,0,0,,0,60,60,182,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.166135,,,,,,,,1.166135,0,,,,,,360,NW,"ID",33,desory,DESORY,z,,,,,,0.62109375,-0.421875,0,0,0,,0,61,61,299,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.757655,,,,,,,,0.757655,1,,,,,,390,NW,"ID",16,hatrus,HATRUS,z,,,,,,0.62109375,-0.421875,0,0,0,,0,62,62,329,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.798325,,,,,,,,0.798325,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,,,,,,0.62109375,-0.421875,0,0,0,,0,63,63,84,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.7886,,,,,,,,0.7886,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,64,64,126,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.953835,,,,,,,,0.953835,1,,,,,,418,NW,"ID",16,suidle,SUIDLE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,65,65,357,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.92018,,,,,,,,0.92018,1,,,,,,29,WORD,UN,16,orient,SKETCH,m,,,,,,0.62109375,-0.421875,0,0,0,,0,66,66,208,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.8171,,,,,,,,0.8171,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,0.62109375,-0.421875,0,0,0,,0,67,67,410,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.68278,,,,,,,,0.68278,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,0.62109375,-0.421875,0,0,0,,0,68,68,205,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.790775,,,,,,,,0.790775,1,,,,,,122,WORD,"ID",16,linger,LINGER,m,,,,,,0.62109375,-0.421875,0,0,0,,0,69,69,61,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.731645,,,,,,,,0.731645,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,,,,,,0.62109375,-0.421875,0,0,0,,0,70,70,419,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.781415,,,,,,,,0.781415,1,,,,,,451,NW,UN,33,surden,CAINKY,z,,,,,,0.62109375,-0.421875,0,0,0,,0,71,71,390,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65769,,,,,,,,0.65769,1,,,,,,405,NW,"ID",16,flumni,FLUMNI,z,,,,,,0.62109375,-0.421875,0,0,0,,0,72,72,344,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.992875,,,,,,,,0.992875,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,73,73,383,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.633665,,,,,,,,0.633665,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,74,74,9,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76223,,,,,,,,0.76223,1,,,,,,283,NW,UN,16,shaple,VERALF,z,,,,,,0.62109375,-0.421875,0,0,0,,0,75,75,462,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.8683,,,,,,,,0.8683,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,,,,,,0.62109375,-0.421875,0,0,0,,0,76,76,382,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.824495,,,,,,,,0.824495,1,,,,,,276,NW,UN,16,petain,YARMON,z,,,,,,0.62109375,-0.421875,0,0,0,,0,77,77,455,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.80121,,,,,,,,0.80121,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,,,,,,0.62109375,-0.421875,0,0,0,,0,78,78,59,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.750855,,,,,,,,0.750855,1,,,,,,378,NW,"ID",16,shrile,SHRILE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,79,79,317,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.615945,,,,,,,,0.615945,1,,,,,,154,WORD,"ID",16,author,AUTHOR,m,,,,,,0.62109375,-0.421875,0,0,0,,0,80,80,93,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74032,,,,,,,,0.74032,1,,,,,,385,NW,"ID",16,veigma,VEIGMA,z,,,,,,0.62109375,-0.421875,0,0,0,,0,81,81,324,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.696095,,,,,,,,0.696095,1,,,,,,396,NW,"ID",16,flengy,FLENGY,z,,,,,,0.62109375,-0.421875,0,0,0,,0,82,82,335,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.68266,,,,,,,,0.68266,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,,,,,,0.62109375,-0.421875,0,0,0,,0,83,83,26,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.77892,,,,,,,,0.77892,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,,,,,,0.62109375,-0.421875,0,0,0,,0,84,84,162,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6378,,,,,,,,0.6378,1,,,,,,140,WORD,"ID",16,prince,PRINCE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,85,85,79,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6367,,,,,,,,0.6367,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,,,,,,0.62109375,-0.421875,0,0,0,,0,86,86,168,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.656145,,,,,,,,0.656145,1,,,,,,17,WORD,UN,16,humble,CHARGE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,87,87,196,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.585045,,,,,,,,0.585045,1,,,,,,414,NW,"ID",16,serbol,SERBOL,z,,,,,,0.62109375,-0.421875,0,0,0,,0,88,88,353,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.016395,,,,,,,,1.016395,1,,,,,,244,NW,UN,16,anougs,EATRIC,z,,,,,,0.62109375,-0.421875,0,0,0,,0,89,89,423,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.75546,,,,,,,,0.75546,1,,,,,,99,WORD,"ID",33,fluent,FLUENT,m,,,,,,0.62109375,-0.421875,0,0,0,,0,90,90,38,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.7212,,,,,,,,0.7212,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,,,,,,0.62109375,-0.421875,0,0,0,,0,91,91,36,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.786485,,,,,,,,0.786485,1,,,,,,234,WORD,UN,33,poster,CLUMSY,m,,,,,,0.62109375,-0.421875,0,0,0,,0,92,92,173,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.813655,,,,,,,,0.813655,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,93,93,222,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.684255,,,,,,,,0.684255,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,94,94,271,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.670875,,,,,,,,0.670875,1,,,,,,479,NW,UN,33,crible,LOBUSH,z,,,,,,0.62109375,-0.421875,0,0,0,,0,95,95,418,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63296,,,,,,,,0.63296,1,,,,,,136,WORD,"ID",16,bleach,BLEACH,m,,,,,,0.62109375,-0.421875,0,0,0,,0,96,96,75,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.653805,,,,,,,,0.653805,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,0.62109375,-0.421875,0,0,0,,0,97,97,375,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.73867,,,,,,,,0.73867,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,0.62109375,-0.421875,0,0,0,,0,98,98,135,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.716685,,,,,,,,0.716685,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,99,99,381,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.782665,,,,,,,,0.782665,1,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,,,,,,0.62109375,-0.421875,0,0,0,,0,100,100,64,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.765015,,,,,,,,0.765015,1,,,,,,362,NW,"ID",16,tireau,TIREAU,z,,,,,,0.62109375,-0.421875,0,0,0,,0,101,101,301,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.86396,,,,,,,,0.86396,1,,,,,,62,WORD,"ID",33,region,REGION,m,,,,,,0.62109375,-0.421875,0,0,0,,0,102,102,1,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74221,,,,,,,,0.74221,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,,,,,,0.62109375,-0.421875,0,0,0,,0,103,103,313,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.91196,,,,,,,,0.91196,1,,,,,,335,NW,"ID",33,desion,DESION,z,,,,,,0.62109375,-0.421875,0,0,0,,0,104,104,274,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.81216,,,,,,,,0.81216,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,,,,,,0.62109375,-0.421875,0,0,0,,0,105,105,99,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.86353,,,,,,,,0.86353,1,,,,,,366,NW,"ID",16,toshel,TOSHEL,z,,,,,,0.62109375,-0.421875,0,0,0,,0,106,106,305,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.780625,,,,,,,,0.780625,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,0.62109375,-0.421875,0,0,0,,0,107,107,399,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.813,,,,,,,,0.813,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,,,,,,0.62109375,-0.421875,0,0,0,,0,108,108,105,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.67941,,,,,,,,0.67941,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,0.62109375,-0.421875,0,0,0,,0,109,109,278,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.687175,,,,,,,,0.687175,1,,,,,,95,WORD,"ID",33,thread,THREAD,m,,,,,,0.62109375,-0.421875,0,0,0,,0,110,110,34,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.70563,,,,,,,,0.70563,1,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,,,,,,0.62109375,-0.421875,0,0,0,,0,111,111,448,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6562,,,,,,,,0.6562,1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,,,,,,0.62109375,-0.421875,0,0,0,,0,112,112,87,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.797065,,,,,,,,0.797065,1,,,,,,60,WORD,UN,16,fright,PENCIL,m,,,,,,0.62109375,-0.421875,0,0,0,,0,113,113,239,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67891,,,,,,,,0.67891,1,,,,,,20,WORD,UN,16,simple,BREAST,m,,,,,,0.62109375,-0.421875,0,0,0,,0,114,114,199,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.677935,,,,,,,,0.677935,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,,,,,,0.62109375,-0.421875,0,0,0,,0,115,115,141,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.66967,,,,,,,,0.66967,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,116,116,13,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.812785,,,,,,,,0.812785,1,,,,,,284,NW,UN,16,prudge,SHAPLE,z,,,,,,0.62109375,-0.421875,0,0,0,,0,117,117,463,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.057835,,,,,,,,1.057835,1,,,,,,402,NW,"ID",16,syntic,SYNTIC,z,,,,,,0.62109375,-0.421875,0,0,0,,0,118,118,341,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.676485,,,,,,,,0.676485,1,,,,,,6,WORD,UN,16,anchor,BUNDLE,m,,,,,,0.62109375,-0.421875,0,0,0,,0,119,119,185,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.636915,,,,,,,,0.636915,1,,,,,,387,NW,"ID",16,gronce,GRONCE,z,,,,,,0.673177083,-0.325520833,0,0,0,space,0,120,120,326,1,66.574735,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.03205,,,,,,,,1.03205,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,,,,,,0.673177083,-0.325520833,0,0,0,,0,121,121,29,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64731,,,,,,,,0.64731,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,0.673177083,-0.325520833,0,0,0,,0,122,122,290,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.868915,,,,,,,,0.868915,1,,,,,,369,NW,"ID",16,wronch,WRONCH,z,,,,,,0.671875,-0.325520833,0,0,0,,0,123,123,308,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.68841,,,,,,,,0.68841,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,,,,,,0.671875,-0.325520833,0,0,0,,0,124,124,404,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.91564,,,,,,,,0.91564,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,,,,,,0.671875,-0.325520833,0,0,0,,0,125,125,146,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.7762,,,,,,,,0.7762,1,,,,,,409,NW,"ID",16,elopia,ELOPIA,z,,,,,,0.671875,-0.325520833,0,0,0,,0,126,126,348,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.76963,,,,,,,,0.76963,1,,,,,,103,WORD,"ID",33,bounce,BOUNCE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,127,127,42,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.76288,,,,,,,,0.76288,1,,,,,,165,WORD,"ID",16,invest,INVEST,m,,,,,,0.671875,-0.325520833,0,0,0,,0,128,128,104,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.627695,,,,,,,,0.627695,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,,,,,,0.671875,-0.325520833,0,0,0,,0,129,129,77,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60694,,,,,,,,0.60694,1,,,,,,123,WORD,"ID",16,strike,STRIKE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,130,130,62,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.62031,,,,,,,,0.62031,1,,,,,,329,NW,"ID",33,yarike,YARIKE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,131,131,268,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58385,,,,,,,,0.58385,1,,,,,,98,WORD,"ID",33,belong,BELONG,m,,,,,,0.671875,-0.325520833,0,0,0,,0,132,132,37,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.90319,,,,,,,,0.90319,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,,,,,,0.671875,-0.325520833,0,0,0,,0,133,133,157,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.841745,,,,,,,,0.841745,1,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,134,134,7,1,,
