instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.254,,,,,,,,0.254,0,,,,,,474,NW,UN,33,acrise,HABLIN,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,66,66,413,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.25,,,,,,,,0.25,0,,,,,,412,NW,"ID",50,jiluer,JILUER,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,67,67,351,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.171,,,,,,,,0.171,0,,,,,,171,WORD,"ID",50,depart,DEPART,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,68,68,110,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.231,,,,,,,,0.231,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,69,69,36,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.235,,,,,,,,0.235,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,70,70,246,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.193,,,,,,,,0.193,0,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,71,71,248,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.265,,,,,,,,0.265,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,72,72,134,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.266,,,,,,,,0.266,0,,,,,,472,NW,UN,33,gorbie,CIGNEY,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,73,73,411,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.208,,,,,,,,0.208,1,,,,,,179,WORD,"ID",50,basket,BASKET,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,74,74,118,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.4,,,,,,,,0.4,1,,,,,,22,WORD,UN,50,wealth,JOCKEY,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,75,75,201,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.217,,,,,,,,0.217,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,76,76,135,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.188,,,,,,,,0.188,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,77,77,367,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.338,,,,,,,,0.338,1,,,,,,25,WORD,UN,50,sprint,DOMAIN,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,78,78,204,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.274,,,,,,,,0.274,1,,,,,,277,NW,UN,50,unighs,PETAIN,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,79,79,456,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.309,,,,,,,,0.309,0,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,80,80,290,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.345,,,,,,,,0.345,1,,,,,,369,NW,"ID",50,wronch,WRONCH,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,81,81,308,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.239,,,,,,,,0.239,1,,,,,,3,WORD,UN,50,trench,KNIGHT,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,82,82,182,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.253,,,,,,,,0.253,0,,,,,,361,NW,"ID",50,pauche,PAUCHE,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,83,83,300,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.211,,,,,,,,0.211,0,,,,,,400,NW,"ID",50,wearox,WEAROX,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,84,84,339,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.252,,,,,,,,0.252,1,,,,,,186,WORD,UN,33,course,PORTAL,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,85,85,125,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.161,,,,,,,,0.161,1,,,,,,286,NW,UN,50,nymbel,RELDON,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,86,86,465,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.19,,,,,,,,0.19,1,,,,,,185,WORD,UN,33,portal,BOTHER,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,87,87,124,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.265,,,,,,,,0.265,1,,,,,,272,NW,UN,50,sortel,DAMILT,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,88,88,451,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.319,,,,,,,,0.319,0,,,,,,244,NW,UN,50,anougs,EATRIC,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,89,89,423,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.356,,,,,,,,0.356,1,,,,,,258,NW,UN,50,soudal,POLUTH,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,90,90,437,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.378,,,,,,,,0.378,1,,,,,,135,WORD,"ID",50,import,IMPORT,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,91,91,74,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.344,,,,,,,,0.344,0,,,,,,58,WORD,UN,50,splint,FOSTER,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,92,92,237,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.399,,,,,,,,0.399,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,93,93,59,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.429,,,,,,,,0.429,0,,,,,,2,WORD,UN,50,knight,BRIDGE,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,94,94,181,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.361,,,,,,,,0.361,0,,,,,,404,NW,"ID",50,cluirm,CLUIRM,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,95,95,343,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.336,,,,,,,,0.336,0,,,,,,155,WORD,"ID",50,lizard,LIZARD,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,96,96,94,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.344,,,,,,,,0.344,0,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,97,97,375,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.299,,,,,,,,0.299,1,,,,,,297,NW,UN,50,piergy,FERTIC,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,98,98,476,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.206,,,,,,,,0.206,1,,,,,,190,WORD,UN,33,stable,BACKUP,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,99,99,129,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.347,,,,,,,,0.347,0,,,,,,81,WORD,"ID",33,friend,FRIEND,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,100,100,20,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.283,,,,,,,,0.283,0,,,,,,363,NW,"ID",50,breali,BREALI,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,101,101,302,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.285,,,,,,,,0.285,0,,,,,,43,WORD,UN,50,foster,TONGUE,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,102,102,222,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.268,,,,,,,,0.268,0,,,,,,347,NW,"ID",33,kerift,KERIFT,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,103,103,286,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.233,,,,,,,,0.233,1,,,,,,418,NW,"ID",50,suidle,SUIDLE,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,104,104,357,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.191,,,,,,,,0.191,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,105,105,39,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.191,,,,,,,,0.191,1,,,,,,141,WORD,"ID",50,orphan,ORPHAN,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,106,106,80,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.211,,,,,,,,0.211,0,,,,,,330,NW,"ID",33,kensom,KENSOM,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,107,107,269,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.234,,,,,,,,0.234,1,,,,,,137,WORD,"ID",50,finger,FINGER,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,108,108,76,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.72,,,,,,,,0.72,1,,,,,,356,NW,"ID",33,othnis,OTHNIS,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,109,109,295,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.187,,,,,,,,0.187,1,,,,,,143,WORD,"ID",50,reason,REASON,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,110,110,82,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.175,,,,,,,,0.175,0,,,,,,128,WORD,"ID",50,senior,SENIOR,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,111,111,67,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.188,,,,,,,,0.188,1,,,,,,174,WORD,"ID",50,turkey,TURKEY,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,112,112,113,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.215,,,,,,,,0.215,0,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,,,,,,-0.072222222,-0.338888889,0,0,0,,0,113,113,175,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.218,,,,,,,,0.218,0,,,,,,317,NW,"ID",33,worbal,WORBAL,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,114,114,256,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.294,,,,,,,,0.294,0,,,,,,311,NW,"ID",33,sproly,SPROLY,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,115,115,250,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.27,,,,,,,,0.27,0,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,116,116,400,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.158,,,,,,,,0.158,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,117,117,399,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.215,,,,,,,,0.215,0,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,118,118,251,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.173,,,,,,,,0.173,1,,,,,,275,NW,UN,50,yarmon,SLEIRT,z,,,,,,-0.072222222,-0.338888889,0,0,0,,0,119,119,454,1,
,,,,,,,,,,,,,,,,,999,2020-08-05_19h45.38.128,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.186,,,,,,,,0.186,1,,,,,,362,NW,"ID",50,tireau,TIREAU,z,,,,,,,,,,,,1,0,480,301,1,479
