counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,-0.391666667,-0.296296296,1,0,0,1.431,button_left,1.431,0,0,8,8,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,1.431,-1,0,9,9,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,-0.391666667,-0.296296296,1,0,0,0.499,button_left,0.499,0,0,10,10,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,0.315740741,-0.274074074,1,0,0,0.215,button_right,0.215,0,0,11,11,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,-0.430555556,-0.273148148,1,0,0,0.183,button_left,0.183,0,0,12,12,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,0.247222222,-0.322222222,1,0,0,0.099,button_right,0.099,0,0,13,13,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,-0.468518519,-0.274074074,1,0,0,0.131,button_left,0.131,0,0,14,14,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,0.312962963,-0.30462963,1,0,0,0.083,button_right,0.083,0,0,15,15,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,
,,-0.035185185,-0.351851852,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 25 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,-0.268518519,-0.284259259,1,0,0,0.15,button_left,0.15,0,,,,,,359,NW,UN,33,desory,FONVER,z,,,,,,-0.268518519,-0.284259259,1,0,0,,0,0,0,418,1
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.15,-1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,,,,,,-0.504960317,0.10218254,0,0,0,,0,1,1,296,1
,,,,,,,,,,,,,,,,,,5f0c8009958a65612e4e176a,2020-08-06_22h43.04.298,lexical_decision_task_MP,2020.1.3,Win32,60,,0,-0.301587302,-0.350198413,1,0,0,1.815,button_left,1.815,0,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,-0.301587302,-0.350198413,1,0,0,,0,2,2,295,1
