counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.611615,0,,,,,,285,NW,UN,50,reldon,PRUDGE,z,0.611615,,,,,,0.107407407,-0.142592593,0,0,0,,0,55,55,464,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.804855,1,,,,,,244,NW,UN,50,anougs,EATRIC,z,0.804855,,,,,,0.107407407,-0.142592593,0,0,0,,0,56,56,423,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.50978,1,,,,,,121,WORD,"ID",50,thrive,THRIVE,m,0.50978,,,,,,0.107407407,-0.142592593,0,0,0,,0,57,57,60,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.619165,0,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,0.619165,,,,,,0.107407407,-0.142592593,0,0,0,,0,58,58,24,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.652005,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,0.652005,,,,,,0.107407407,-0.142592593,0,0,0,,0,59,59,138,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.55647,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,0.55647,,,,,,0.107407407,-0.142592593,0,0,0,,0,60,60,36,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.550785,1,,,,,,141,WORD,"ID",50,orphan,ORPHAN,m,0.550785,,,,,,0.107407407,-0.142592593,0,0,0,,0,61,61,80,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.62582,1,,,,,,288,NW,UN,50,starby,YACEUP,z,0.62582,,,,,,0.107407407,-0.142592593,0,0,0,,0,62,62,467,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.5941,1,,,,,,166,WORD,"ID",50,starch,STARCH,m,0.5941,,,,,,0.107407407,-0.142592593,0,0,0,,0,63,63,105,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.62647,1,,,,,,95,WORD,"ID",33,thread,THREAD,m,0.62647,,,,,,0.107407407,-0.142592593,0,0,0,,0,64,64,34,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.62768,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,0.62768,,,,,,0.107407407,-0.142592593,0,0,0,,0,65,65,367,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.549225,1,,,,,,311,NW,"ID",33,sproly,SPROLY,z,0.549225,,,,,,0.107407407,-0.142592593,0,0,0,,0,66,66,250,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.54421,1,,,,,,414,NW,"ID",50,serbol,SERBOL,z,0.54421,,,,,,0.107407407,-0.142592593,0,0,0,,0,67,67,353,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.51538,0,,,,,,34,WORD,UN,50,socket,JUNGLE,m,0.51538,,,,,,0.107407407,-0.142592593,0,0,0,,0,68,68,213,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.632155,1,,,,,,404,NW,"ID",50,cluirm,CLUIRM,z,0.632155,,,,,,0.107407407,-0.142592593,0,0,0,,0,69,69,343,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.671275,1,,,,,,31,WORD,UN,50,buckle,WEAPON,m,0.671275,,,,,,0.107407407,-0.142592593,0,0,0,,0,70,70,210,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.638675,1,,,,,,326,NW,"ID",33,iguade,IGUADE,z,0.638675,,,,,,0.107407407,-0.142592593,0,0,0,,0,71,71,265,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.58958,1,,,,,,130,WORD,"ID",50,stupid,STUPID,m,0.58958,,,,,,0.107407407,-0.142592593,0,0,0,,0,72,72,69,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.638335,1,,,,,,192,WORD,UN,33,object,PLAGUE,m,0.638335,,,,,,0.107407407,-0.142592593,0,0,0,,0,73,73,131,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.5911,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.5911,,,,,,0.107407407,-0.142592593,0,0,0,,0,74,74,167,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.529645,1,,,,,,333,NW,"ID",33,catrie,CATRIE,z,0.529645,,,,,,0.107407407,-0.142592593,0,0,0,,0,75,75,272,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.58246,1,,,,,,133,WORD,"ID",50,chrome,CHROME,m,0.58246,,,,,,0.107407407,-0.142592593,0,0,0,,0,76,76,72,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.70307,1,,,,,,292,NW,UN,50,swance,ABLINT,z,0.70307,,,,,,0.107407407,-0.142592593,0,0,0,,0,77,77,471,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.70885,1,,,,,,71,WORD,"ID",33,garden,GARDEN,m,0.70885,,,,,,0.107407407,-0.142592593,0,0,0,,0,78,78,10,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63455,1,,,,,,456,NW,UN,33,wanigh,BROGET,z,0.63455,,,,,,0.107407407,-0.142592593,0,0,0,,0,79,79,395,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.657215,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,0.657215,,,,,,0.107407407,-0.142592593,0,0,0,,0,80,80,403,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.761305,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,0.761305,,,,,,0.107407407,-0.142592593,0,0,0,,0,81,81,142,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.62038,1,,,,,,40,WORD,UN,50,spring,CONVEY,m,0.62038,,,,,,0.107407407,-0.142592593,0,0,0,,0,82,82,219,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.724125,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,0.724125,,,,,,0.107407407,-0.142592593,0,0,0,,0,83,83,400,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.68986,1,,,,,,321,NW,"ID",33,miator,MIATOR,z,0.68986,,,,,,0.107407407,-0.142592593,0,0,0,,0,84,84,260,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.69514,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,0.69514,,,,,,0.107407407,-0.142592593,0,0,0,,0,85,85,246,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.69423,1,,,,,,169,WORD,"ID",50,genius,GENIUS,m,0.69423,,,,,,0.107407407,-0.142592593,0,0,0,,0,86,86,108,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.67429,1,,,,,,170,WORD,"ID",50,pounce,POUNCE,m,0.67429,,,,,,0.107407407,-0.142592593,0,0,0,,0,87,87,109,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.576715,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,0.576715,,,,,,0.107407407,-0.142592593,0,0,0,,0,88,88,14,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.587955,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,0.587955,,,,,,0.107407407,-0.142592593,0,0,0,,0,89,89,136,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.822295,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,0.822295,,,,,,0.107407407,-0.142592593,0,0,0,,0,90,90,376,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.58257,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,0.58257,,,,,,0.107407407,-0.142592593,0,0,0,,0,91,91,266,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.64905,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,0.64905,,,,,,0.107407407,-0.142592593,0,0,0,,0,92,92,156,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.560035,1,,,,,,335,NW,"ID",33,desion,DESION,z,0.560035,,,,,,0.107407407,-0.142592593,0,0,0,,0,93,93,274,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.58062,1,,,,,,459,NW,UN,33,mingar,BAFENT,z,0.58062,,,,,,0.107407407,-0.142592593,0,0,0,,0,94,94,398,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.51872,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,0.51872,,,,,,0.107407407,-0.142592593,0,0,0,,0,95,95,383,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.556305,0,,,,,,438,NW,UN,33,limpor,BAITCH,z,0.556305,,,,,,0.107407407,-0.142592593,0,0,0,,0,96,96,377,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.870815,1,,,,,,368,NW,"ID",50,hornal,HORNAL,z,0.870815,,,,,,0.107407407,-0.142592593,0,0,0,,0,97,97,307,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.700105,1,,,,,,382,NW,"ID",50,sarley,SARLEY,z,0.700105,,,,,,0.107407407,-0.142592593,0,0,0,,0,98,98,321,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.649185,1,,,,,,102,WORD,"ID",33,direct,DIRECT,m,0.649185,,,,,,0.107407407,-0.142592593,0,0,0,,0,99,99,41,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.529325,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,0.529325,,,,,,0.107407407,-0.142592593,0,0,0,,0,100,100,4,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.58345,1,,,,,,150,WORD,"ID",50,random,RANDOM,m,0.58345,,,,,,0.107407407,-0.142592593,0,0,0,,0,101,101,89,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.806695,1,,,,,,129,WORD,"ID",50,marvel,MARVEL,m,0.806695,,,,,,0.107407407,-0.142592593,0,0,0,,0,102,102,68,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.799955,1,,,,,,243,NW,UN,50,eatric,MUSIED,z,0.799955,,,,,,0.107407407,-0.142592593,0,0,0,,0,103,103,422,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.601685,1,,,,,,234,WORD,UN,33,poster,CLUMSY,m,0.601685,,,,,,0.107407407,-0.142592593,0,0,0,,0,104,104,173,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.71244,1,,,,,,420,NW,"ID",50,gushop,GUSHOP,z,0.71244,,,,,,0.107407407,-0.142592593,0,0,0,,0,105,105,359,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.646545,1,,,,,,401,NW,"ID",50,mustil,MUSTIL,z,0.646545,,,,,,0.107407407,-0.142592593,0,0,0,,0,106,106,340,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.693405,1,,,,,,247,NW,UN,50,strole,BLARGE,z,0.693405,,,,,,0.107407407,-0.142592593,0,0,0,,0,107,107,426,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.883755,1,,,,,,222,WORD,UN,33,export,HINDER,m,0.883755,,,,,,0.107407407,-0.142592593,0,0,0,,0,108,108,161,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.667,1,,,,,,52,WORD,UN,50,police,IMPOSE,m,0.667,,,,,,0.107407407,-0.142592593,0,0,0,,0,109,109,231,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.58365,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,0.58365,,,,,,0.107407407,-0.142592593,0,0,0,,0,110,110,51,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.569265,1,,,,,,148,WORD,"ID",50,custom,CUSTOM,m,0.569265,,,,,,0.107407407,-0.142592593,0,0,0,,0,111,111,87,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.754975,1,,,,,,295,NW,UN,50,beinch,GLEATH,z,0.754975,,,,,,0.107407407,-0.142592593,0,0,0,,0,112,112,474,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.559015,1,,,,,,286,NW,UN,50,nymbel,RELDON,z,0.559015,,,,,,0.107407407,-0.142592593,0,0,0,,0,113,113,465,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.592435,1,,,,,,26,WORD,UN,50,butler,SPRINT,m,0.592435,,,,,,0.107407407,-0.142592593,0,0,0,,0,114,114,205,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.61054,1,,,,,,374,NW,"ID",50,sliant,SLIANT,z,0.61054,,,,,,0.107407407,-0.142592593,0,0,0,,0,115,115,313,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.515545,1,,,,,,62,WORD,"ID",33,region,REGION,m,0.515545,,,,,,0.107407407,-0.142592593,0,0,0,,0,116,116,1,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.55223,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,0.55223,,,,,,0.107407407,-0.142592593,0,0,0,,0,117,117,405,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.65199,0,,,,,,127,WORD,"ID",50,castle,CASTLE,m,0.65199,,,,,,0.107407407,-0.142592593,0,0,0,,0,118,118,66,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.435925,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,1.435925,,,,,,0.107407407,-0.142592593,0,0,0,,0,119,119,3,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.66767,1,,,,,,83,WORD,"ID",33,result,RESULT,m,0.66767,,,,,,0.107407407,-0.142592593,0,0,0,space,0,120,120,22,1,28.515785
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.662615,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,0.662615,,,,,,0.107407407,-0.142592593,0,0,0,,0,121,121,279,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.62234,1,,,,,,193,WORD,UN,33,mildew,OBJECT,m,0.62234,,,,,,0.107407407,-0.142592593,0,0,0,,0,122,122,132,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.525715,1,,,,,,259,NW,UN,50,unject,SOUDAL,z,0.525715,,,,,,0.107407407,-0.142592593,0,0,0,,0,123,123,438,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.618475,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,0.618475,,,,,,0.107407407,-0.142592593,0,0,0,,0,124,124,46,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.505625,1,,,,,,412,NW,"ID",50,jiluer,JILUER,z,0.505625,,,,,,0.107407407,-0.142592593,0,0,0,,0,125,125,351,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.46341,1,,,,,,242,NW,UN,50,musied,UNWERT,z,0.46341,,,,,,0.107407407,-0.142592593,0,0,0,,0,126,126,421,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.43092,1,,,,,,173,WORD,"ID",50,shower,SHOWER,m,0.43092,,,,,,0.107407407,-0.142592593,0,0,0,,0,127,127,112,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.60703,1,,,,,,403,NW,"ID",50,bruats,BRUATS,z,0.60703,,,,,,0.107407407,-0.142592593,0,0,0,,0,128,128,342,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.4958,1,,,,,,271,NW,UN,50,damilt,AUBRID,z,0.4958,,,,,,0.107407407,-0.142592593,0,0,0,,0,129,129,450,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.55667,1,,,,,,37,WORD,UN,50,powder,INSULT,m,0.55667,,,,,,0.107407407,-0.142592593,0,0,0,,0,130,130,216,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.60044,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,0.60044,,,,,,0.107407407,-0.142592593,0,0,0,,0,131,131,364,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.505415,1,,,,,,274,NW,UN,50,sleirt,FUMBLO,z,0.505415,,,,,,0.107407407,-0.142592593,0,0,0,,0,132,132,453,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.540845,1,,,,,,299,NW,UN,50,yarion,STURCH,z,0.540845,,,,,,0.107407407,-0.142592593,0,0,0,,0,133,133,478,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.515235,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,0.515235,,,,,,0.107407407,-0.142592593,0,0,0,,0,134,134,369,1,
,,,,,,,,,,,,,,,,,,5d30b98eb8f4a500193ce6c6,2020-08-10_13h44.54.539,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.70158,1,,,,,,19,WORD,UN,50,breast,PATRON,m,0.70158,,,,,,0.107407407,-0.142592593,0,0,0,,0,135,135,198,1,
