counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.843,,,,,,,,0.843,1,,,,,,65,WORD,UN,33,gospel,SYMBOL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,57,57,124,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.201,,,,,,,,1.201,1,,,,,,389,NW,UN,50,hatrus,WITMER,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,58,58,448,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.676,,,,,,,,1.676,1,,,,,,247,NW,"ID",50,blarge,BLARGE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,59,59,306,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.819,,,,,,,,0.819,1,,,,,,387,NW,UN,50,cragin,GRONCE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,60,60,446,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.804,,,,,,,,0.804,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,61,61,144,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.532,,,,,,,,1.532,1,,,,,,54,WORD,"ID",50,ramble,RAMBLE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,62,62,113,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.336,,,,,,,,1.336,1,,,,,,46,WORD,"ID",50,single,SINGLE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,63,63,105,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.236,,,,,,,,1.236,1,,,,,,121,WORD,UN,50,linger,THRIVE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,64,64,180,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.603,,,,,,,,0.603,1,,,,,,123,WORD,UN,50,blouse,STRIKE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,65,65,182,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.804,,,,,,,,0.804,1,,,,,,416,NW,UN,50,earoud,PATHEL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,66,66,475,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.79,,,,,,,,0.79,1,,,,,,165,WORD,UN,50,starch,INVEST,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,67,67,224,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.883,,,,,,,,0.883,1,,,,,,320,NW,UN,33,miator,JOCKAL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,68,68,379,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.883,-1,,,,,,153,WORD,UN,50,author,BEHOLD,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,69,69,212,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.883,-1,,,,,,306,NW,UN,33,kirafe,SOUNGE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,70,70,365,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.997,,,,,,,,0.997,1,,,,,,285,NW,"ID",50,prudge,PRUDGE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,71,71,344,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.254,,,,,,,,1.254,1,,,,,,69,WORD,UN,33,square,PLENTY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,72,72,128,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.332,,,,,,,,1.332,1,,,,,,302,NW,UN,33,fiream,MILUER,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,73,73,361,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.674,,,,,,,,0.674,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,74,74,299,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.684,,,,,,,,0.684,1,,,,,,158,WORD,UN,50,detail,ISLAND,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,75,75,217,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.451,,,,,,,,1.451,1,,,,,,50,WORD,"ID",50,snatch,SNATCH,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,76,76,109,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.204,,,,,,,,1.204,1,,,,,,288,NW,"ID",50,yaceup,YACEUP,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,77,77,347,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.805,,,,,,,,0.805,1,,,,,,203,WORD,"ID",33,phrase,PHRASE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,78,78,22,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.903,,,,,,,,0.903,1,,,,,,35,WORD,"ID",50,socket,SOCKET,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,79,79,94,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.724,,,,,,,,0.724,1,,,,,,461,NW,"ID",33,justre,JUSTRE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,80,80,280,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.64,,,,,,,,0.64,1,,,,,,283,NW,"ID",50,veralf,VERALF,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,81,81,342,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.785,,,,,,,,0.785,1,,,,,,13,WORD,"ID",50,strive,STRIVE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,82,82,72,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.042,,,,,,,,1.042,1,,,,,,120,WORD,UN,33,ponder,STRAIN,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,83,83,179,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.8,,,,,,,,0.8,1,,,,,,235,WORD,"ID",33,grumpy,GRUMPY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,84,84,54,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.724,,,,,,,,0.724,1,,,,,,4,WORD,"ID",50,trench,TRENCH,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,85,85,63,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.724,-1,,,,,,217,WORD,"ID",33,liquor,LIQUOR,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,86,86,36,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.724,-1,,,,,,268,NW,"ID",50,packes,PACKES,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,87,87,327,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.519,,,,,,,,1.519,1,,,,,,478,NW,"ID",33,acrise,ACRISE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,88,88,297,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.123,,,,,,,,1.123,1,,,,,,362,NW,UN,50,breali,TIREAU,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,89,89,421,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.699,,,,,,,,0.699,1,,,,,,300,NW,"ID",50,yarion,YARION,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,90,90,359,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.6,,,,,,,,0.6,1,,,,,,440,NW,"ID",33,saride,SARIDE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,91,91,259,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.799,,,,,,,,0.799,1,,,,,,1,WORD,"ID",50,fright,FRIGHT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,92,92,60,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.838,,,,,,,,0.838,1,,,,,,406,NW,UN,50,suiver,NOUPLY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,93,93,465,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.888,,,,,,,,0.888,0,,,,,,113,WORD,UN,33,placid,CHORUS,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,94,94,172,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.406,,,,,,,,1.406,1,,,,,,401,NW,UN,50,syntic,MUSTIL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,95,95,460,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.759,,,,,,,,0.759,1,,,,,,464,NW,"ID",33,chaite,CHAITE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,96,96,283,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.683,,,,,,,,0.683,1,,,,,,115,WORD,UN,33,tumble,GUITAR,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,97,97,174,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.748,,,,,,,,0.748,1,,,,,,421,NW,"ID",33,knisma,KNISMA,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,98,98,240,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.85,,,,,,,,0.85,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,99,99,296,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.19,,,,,,,,1.19,1,,,,,,359,NW,UN,33,desory,FONVER,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,100,100,418,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.782,,,,,,,,0.782,1,,,,,,236,WORD,"ID",33,pirate,PIRATE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,101,101,55,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.083,,,,,,,,1.083,1,,,,,,252,NW,"ID",50,stapod,STAPOD,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,102,102,311,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.854,,,,,,,,0.854,1,,,,,,128,WORD,UN,50,marvel,SENIOR,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,103,103,187,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.077,,,,,,,,1.077,1,,,,,,415,NW,UN,50,pathel,HIGSTA,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,104,104,474,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.835,,,,,,,,0.835,1,,,,,,124,WORD,UN,50,nickel,BLOUSE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,105,105,183,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.827,,,,,,,,0.827,1,,,,,,131,WORD,UN,50,strong,QUENCH,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,106,106,190,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.781,,,,,,,,0.781,1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,107,107,11,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.637,,,,,,,,0.637,1,,,,,,81,WORD,UN,33,stigma,FRIEND,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,108,108,140,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.557,,,,,,,,0.557,1,,,,,,49,WORD,"ID",50,survey,SURVEY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,109,109,108,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.522,,,,,,,,0.522,1,,,,,,208,WORD,"ID",33,hockey,HOCKEY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,110,110,27,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.582,,,,,,,,0.582,1,,,,,,195,WORD,"ID",33,resign,RESIGN,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,111,111,14,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.515,,,,,,,,0.515,1,,,,,,167,WORD,UN,50,answer,DESIGN,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,112,112,226,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.798,,,,,,,,0.798,1,,,,,,317,NW,UN,33,reagly,WORBAL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,113,113,376,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.699,,,,,,,,0.699,1,,,,,,214,WORD,"ID",33,intake,INTAKE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,114,114,33,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.686,,,,,,,,0.686,1,,,,,,343,NW,UN,33,scrily,AIMOSY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,115,115,402,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.8,,,,,,,,0.8,1,,,,,,104,WORD,UN,33,number,STUDIO,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,116,116,163,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.675,,,,,,,,0.675,1,,,,,,70,WORD,UN,33,garden,SQUARE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,117,117,129,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.234,,,,,,,,1.234,1,,,,,,314,NW,UN,33,laston,SPRINE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,118,118,373,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.875,,,,,,,,0.875,0,,,,,,289,NW,"ID",50,starby,STARBY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,119,119,348,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.818,,,,,,,,0.818,1,,,,,,465,NW,"ID",33,whivex,WHIVEX,z,,,,,,,-0.06640625,-0.388020833,0,0,0,space,0,120,120,284,1,135.88
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.756,,,,,,,,0.756,1,,,,,,458,NW,"ID",33,barcet,BARCET,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,121,121,277,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.783,,,,,,,,0.783,1,,,,,,58,WORD,"ID",50,foster,FOSTER,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,122,122,117,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.783,-1,,,,,,82,WORD,UN,33,result,STIGMA,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,123,123,141,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.871,,,,,,,,0.871,1,,,,,,40,WORD,"ID",50,convey,CONVEY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,124,124,99,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.488,,,,,,,,1.488,1,,,,,,427,NW,"ID",33,schind,SCHIND,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,125,125,246,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.916,,,,,,,,0.916,1,,,,,,125,WORD,UN,50,enough,NICKEL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,126,126,184,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.058,,,,,,,,1.058,1,,,,,,312,NW,UN,33,paurse,NERAWL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,127,127,371,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.883,,,,,,,,0.883,1,,,,,,156,WORD,UN,50,depart,CRADLE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,128,128,215,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.135,,,,,,,,1.135,1,,,,,,136,WORD,UN,50,finger,BLEACH,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,129,129,195,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.827,,,,,,,,0.827,1,,,,,,209,WORD,"ID",33,search,SEARCH,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,130,130,28,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.604,,,,,,,,0.604,1,,,,,,96,WORD,UN,33,client,IGNORE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,131,131,155,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.033,,,,,,,,1.033,1,,,,,,358,NW,UN,33,fonver,FLEACK,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,132,132,417,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.653,,,,,,,,0.653,1,,,,,,149,WORD,UN,50,random,INVADE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,133,133,208,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.684,,,,,,,,0.684,1,,,,,,224,WORD,"ID",33,period,PERIOD,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,134,134,43,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.733,,,,,,,,0.733,1,,,,,,186,WORD,"ID",33,portal,PORTAL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,135,135,5,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.632,,,,,,,,0.632,1,,,,,,134,WORD,UN,50,import,STAPLE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,136,136,193,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.759,,,,,,,,0.759,1,,,,,,298,NW,"ID",50,piergy,PIERGY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,137,137,357,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.873,,,,,,,,0.873,1,,,,,,256,NW,"ID",50,inlors,INLORS,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,138,138,315,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.616,,,,,,,,0.616,1,,,,,,445,NW,"ID",33,minkel,MINKEL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,139,139,264,1,
