counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.658075,1,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,0.658075,,,,,,,0.59765625,0.09765625,0,0,0,,0,57,57,21,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.905915,1,,,,,,179,WORD,"ID",50,basket,BASKET,m,0.905915,,,,,,,0.59765625,0.09765625,0,0,0,,0,58,58,118,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.73905,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,0.73905,,,,,,,0.59765625,0.09765625,0,0,0,,0,59,59,20,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.635185,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,0.635185,,,,,,,0.59765625,0.09765625,0,0,0,,0,60,60,153,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.762725,1,,,,,,419,NW,"ID",50,slount,SLOUNT,z,0.762725,,,,,,,0.59765625,0.09765625,0,0,0,,0,61,61,358,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.7714,1,,,,,,380,NW,"ID",50,cavory,CAVORY,z,0.7714,,,,,,,0.59765625,0.09765625,0,0,0,,0,62,62,319,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.65337,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,0.65337,,,,,,,0.59765625,0.09765625,0,0,0,,0,63,63,255,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.613535,1,,,,,,289,NW,UN,50,splino,STARBY,z,0.613535,,,,,,,0.59765625,0.09765625,0,0,0,,0,64,64,468,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.59249,1,,,,,,375,NW,"ID",50,yorque,YORQUE,z,0.59249,,,,,,,0.59765625,0.09765625,0,0,0,,0,65,65,314,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.547815,1,,,,,,47,WORD,UN,50,walnut,INCOME,m,0.547815,,,,,,,0.59765625,0.09765625,0,0,0,,0,66,66,226,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.70252,1,,,,,,268,NW,UN,50,orchet,PACKES,z,0.70252,,,,,,,0.59765625,0.09765625,0,0,0,,0,67,67,447,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.771915,1,,,,,,227,WORD,UN,33,master,SELDOM,m,0.771915,,,,,,,0.59765625,0.09765625,0,0,0,,0,68,68,166,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.771005,1,,,,,,396,NW,"ID",50,flengy,FLENGY,z,0.771005,,,,,,,0.59765625,0.09765625,0,0,0,,0,69,69,335,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.61624,1,,,,,,377,NW,"ID",50,injore,INJORE,z,0.61624,,,,,,,0.59765625,0.09765625,0,0,0,,0,70,70,316,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.649885,1,,,,,,83,WORD,"ID",33,result,RESULT,m,0.649885,,,,,,,0.59765625,0.09765625,0,0,0,,0,71,71,22,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.966655,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,0.966655,,,,,,,0.59765625,0.09765625,0,0,0,,0,72,72,47,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.6174,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,0.6174,,,,,,,0.59765625,0.09765625,0,0,0,,0,73,73,240,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.700205,1,,,,,,72,WORD,"ID",33,bright,BRIGHT,m,0.700205,,,,,,,0.59765625,0.09765625,0,0,0,,0,74,74,11,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.57341,1,,,,,,426,NW,UN,33,schind,URIVEL,z,0.57341,,,,,,,0.59765625,0.09765625,0,0,0,,0,75,75,365,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,0.57341,-1,,,,,,150,WORD,"ID",50,random,RANDOM,m,,,,,,,,0.59765625,0.09765625,0,0,0,,0,76,76,89,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.535525,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,0.535525,,,,,,,0.59765625,0.09765625,0,0,0,,0,77,77,44,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.51527,1,,,,,,280,NW,UN,50,melaty,CURBOL,z,0.51527,,,,,,,0.59765625,0.09765625,0,0,0,,0,78,78,459,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.62229,1,,,,,,111,WORD,"ID",33,induce,INDUCE,m,0.62229,,,,,,,0.59765625,0.09765625,0,0,0,,0,79,79,50,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.538245,1,,,,,,154,WORD,"ID",50,author,AUTHOR,m,0.538245,,,,,,,0.59765625,0.09765625,0,0,0,,0,80,80,93,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.82762,1,,,,,,27,WORD,UN,50,comedy,SCREAM,m,0.82762,,,,,,,0.59765625,0.09765625,0,0,0,,0,81,81,206,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.465205,1,,,,,,9,WORD,UN,50,bridge,HUSTLE,m,0.465205,,,,,,,0.59765625,0.09765625,0,0,0,,0,82,82,188,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.664065,1,,,,,,460,NW,UN,33,justre,MINGAR,z,0.664065,,,,,,,0.59765625,0.09765625,0,0,0,,0,83,83,399,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.51898,1,,,,,,355,NW,"ID",33,zingly,ZINGLY,z,0.51898,,,,,,,0.59765625,0.09765625,0,0,0,,0,84,84,294,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.521655,1,,,,,,79,WORD,"ID",33,theory,THEORY,m,0.521655,,,,,,,0.59765625,0.09765625,0,0,0,,0,85,85,18,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.54445,0,,,,,,114,WORD,"ID",33,placid,PLACID,m,0.54445,,,,,,,0.59765625,0.09765625,0,0,0,,0,86,86,53,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.564095,1,,,,,,411,NW,"ID",50,orchin,ORCHIN,z,0.564095,,,,,,,0.59765625,0.09765625,0,0,0,,0,87,87,350,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.61625,0,,,,,,33,WORD,UN,50,jungle,BUTLER,m,0.61625,,,,,,,0.59765625,0.09765625,0,0,0,,0,88,88,212,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.83553,1,,,,,,51,WORD,UN,50,impose,HUNGRY,m,0.83553,,,,,,,0.59765625,0.09765625,0,0,0,,0,89,89,230,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.574145,1,,,,,,247,NW,UN,50,strole,BLARGE,z,0.574145,,,,,,,0.59765625,0.09765625,0,0,0,,0,90,90,426,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.60996,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,0.60996,,,,,,,0.59765625,0.09765625,0,0,0,,0,91,91,56,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.64351,1,,,,,,200,WORD,UN,33,admire,BEACON,m,0.64351,,,,,,,0.59765625,0.09765625,0,0,0,,0,92,92,139,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.7636,1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,0.7636,,,,,,,0.59765625,0.09765625,0,0,0,,0,93,93,253,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.59733,1,,,,,,174,WORD,"ID",50,turkey,TURKEY,m,0.59733,,,,,,,0.59765625,0.09765625,0,0,0,,0,94,94,113,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.041105,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,1.041105,,,,,,,0.59765625,0.09765625,0,0,0,,0,95,95,168,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.637985,1,,,,,,28,WORD,UN,50,sketch,COMEDY,m,0.637985,,,,,,,0.59765625,0.09765625,0,0,0,,0,96,96,207,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.72459,0,,,,,,258,NW,UN,50,soudal,POLUTH,z,0.72459,,,,,,,0.59765625,0.09765625,0,0,0,,0,97,97,437,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.680275,1,,,,,,31,WORD,UN,50,buckle,WEAPON,m,0.680275,,,,,,,0.59765625,0.09765625,0,0,0,,0,98,98,210,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.57138,1,,,,,,401,NW,"ID",50,mustil,MUSTIL,z,0.57138,,,,,,,0.59765625,0.09765625,0,0,0,,0,99,99,340,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,1.443785,0,,,,,,468,NW,UN,33,padifs,WICTOR,z,1.443785,,,,,,,0.59765625,0.09765625,0,0,0,,0,100,100,407,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.75639,1,,,,,,417,NW,"ID",50,earoud,EAROUD,z,0.75639,,,,,,,0.59765625,0.09765625,0,0,0,,0,101,101,356,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.538155,1,,,,,,269,NW,UN,50,wrimsy,ORCHET,z,0.538155,,,,,,,0.59765625,0.09765625,0,0,0,,0,102,102,448,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.74985,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.74985,,,,,,,0.59765625,0.09765625,0,0,0,,0,103,103,382,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.705505,1,,,,,,446,NW,UN,33,gircue,RUNAMO,z,0.705505,,,,,,,0.59765625,0.09765625,0,0,0,,0,104,104,385,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.627165,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,0.627165,,,,,,,0.59765625,0.09765625,0,0,0,,0,105,105,246,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.75745,1,,,,,,440,NW,UN,33,rastoe,SARIDE,z,0.75745,,,,,,,0.59765625,0.09765625,0,0,0,,0,106,106,379,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.84267,1,,,,,,187,WORD,UN,33,social,COURSE,m,0.84267,,,,,,,0.59765625,0.09765625,0,0,0,,0,107,107,126,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63473,1,,,,,,408,NW,"ID",50,hurnia,HURNIA,z,0.63473,,,,,,,0.59765625,0.09765625,0,0,0,,0,108,108,347,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.46033,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,1.46033,,,,,,,0.59765625,0.09765625,0,0,0,,0,109,109,145,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.656295,1,,,,,,18,WORD,UN,50,patron,HUMBLE,m,0.656295,,,,,,,0.59765625,0.09765625,0,0,0,,0,110,110,197,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.64241,1,,,,,,448,NW,UN,33,brunge,SADENT,z,0.64241,,,,,,,0.59765625,0.09765625,0,0,0,,0,111,111,387,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.65481,1,,,,,,164,WORD,"ID",50,market,MARKET,m,0.65481,,,,,,,0.59765625,0.09765625,0,0,0,,0,112,112,103,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.688985,1,,,,,,331,NW,"ID",33,gilfew,GILFEW,z,0.688985,,,,,,,0.59765625,0.09765625,0,0,0,,0,113,113,270,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.66291,1,,,,,,32,WORD,UN,50,scream,BUCKLE,m,0.66291,,,,,,,0.59765625,0.09765625,0,0,0,,0,114,114,211,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.51654,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,0.51654,,,,,,,0.59765625,0.09765625,0,0,0,,0,115,115,290,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.78378,1,,,,,,149,WORD,"ID",50,invade,INVADE,m,0.78378,,,,,,,0.59765625,0.09765625,0,0,0,,0,116,116,88,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.50294,1,,,,,,56,WORD,UN,50,change,AMBUSH,m,0.50294,,,,,,,0.59765625,0.09765625,0,0,0,,0,117,117,235,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.826145,1,,,,,,277,NW,UN,50,unighs,PETAIN,z,0.826145,,,,,,,0.59765625,0.09765625,0,0,0,,0,118,118,456,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.52222,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,0.52222,,,,,,,0.59765625,0.09765625,0,0,0,,0,119,119,405,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.64096,1,,,,,,145,WORD,"ID",50,parish,PARISH,m,0.64096,,,,,,,0.59765625,0.09765625,0,0,0,space,0,120,120,84,1,189.043305
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.954815,1,,,,,,168,WORD,"ID",50,answer,ANSWER,m,0.954815,,,,,,,0.59765625,0.09765625,0,0,0,,0,121,121,107,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.725415,1,,,,,,378,NW,"ID",50,shrile,SHRILE,z,0.725415,,,,,,,0.59765625,0.09765625,0,0,0,,0,122,122,317,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.516975,1,,,,,,474,NW,UN,33,acrise,HABLIN,z,0.516975,,,,,,,0.59765625,0.09765625,0,0,0,,0,123,123,413,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.48674,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,0.48674,,,,,,,0.59765625,0.09765625,0,0,0,,0,124,124,389,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.447165,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,0.447165,,,,,,,0.59765625,0.09765625,0,0,0,,0,125,125,412,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.514685,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,0.514685,,,,,,,0.59765625,0.09765625,0,0,0,,0,126,126,147,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.607065,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,0.607065,,,,,,,0.59765625,0.09765625,0,0,0,,0,127,127,278,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.709,0,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,0.709,,,,,,,0.59765625,0.09765625,0,0,0,,0,128,128,7,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.570865,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,0.570865,,,,,,,0.59765625,0.09765625,0,0,0,,0,129,129,259,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.4873,1,,,,,,349,NW,"ID",33,asylen,ASYLEN,z,0.4873,,,,,,,0.59765625,0.09765625,0,0,0,,0,130,130,288,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.764575,1,,,,,,151,WORD,"ID",50,mystic,MYSTIC,m,0.764575,,,,,,,0.59765625,0.09765625,0,0,0,,0,131,131,90,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.74975,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,0.74975,,,,,,,0.59765625,0.09765625,0,0,0,,0,132,132,138,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.619725,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.619725,,,,,,,0.59765625,0.09765625,0,0,0,,0,133,133,155,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.571825,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,0.571825,,,,,,,0.59765625,0.09765625,0,0,0,,0,134,134,368,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.5532,1,,,,,,211,WORD,UN,33,verify,INFECT,m,0.5532,,,,,,,0.59765625,0.09765625,0,0,0,,0,135,135,150,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.575305,1,,,,,,126,WORD,"ID",50,enough,ENOUGH,m,0.575305,,,,,,,0.59765625,0.09765625,0,0,0,,0,136,136,65,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.526625,1,,,,,,341,NW,"ID",33,myrtie,MYRTIE,z,0.526625,,,,,,,0.59765625,0.09765625,0,0,0,,0,137,137,280,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.21838,1,,,,,,392,NW,"ID",50,rouncy,ROUNCY,z,1.21838,,,,,,,0.59765625,0.09765625,0,0,0,,0,138,138,331,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.534905,1,,,,,,171,WORD,"ID",50,depart,DEPART,m,0.534905,,,,,,,0.59765625,0.09765625,0,0,0,,0,139,139,110,1,
,,,,,,,,,,,,,,,,,,5efc7246abf5130132092e31,2020-08-10_19h31.18.300,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.498885,1,,,,,,140,WORD,"ID",50,prince,PRINCE,m,0.498885,,,,,,,0.59765625,0.09765625,0,0,0,,0,140,140,79,1,
