counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.481171548,-0.334728033,1,0,0,1.047,button_right,1.047,1,,,,,,89,WORD,"ID",33,permit,PERMIT,m,,,,,,0.481171548,-0.334728033,1,0,0,,0,51,51,28,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.472803347,-0.292887029,1,0,0,0.821,button_left,0.821,1,,,,,,365,NW,"ID",50,guairt,GUAIRT,z,,,,,,-0.472803347,-0.292887029,1,0,0,,0,52,52,304,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.481171548,-0.282426778,1,0,0,0.797,button_left,0.797,1,,,,,,400,NW,"ID",50,wearox,WEAROX,z,,,,,,-0.481171548,-0.282426778,1,0,0,,0,53,53,339,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.456066946,-0.317991632,1,0,0,1.089,button_left,1.089,1,,,,,,325,NW,"ID",33,thruse,THRUSE,z,,,,,,-0.456066946,-0.317991632,1,0,0,,0,54,54,264,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.292887029,1,0,0,1.006,button_left,1.006,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,-0.464435146,-0.292887029,1,0,0,,0,55,55,364,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.464435146,-0.334728033,1,0,0,0.62,button_right,0.62,1,,,,,,126,WORD,"ID",50,enough,ENOUGH,m,,,,,,0.464435146,-0.334728033,1,0,0,,0,56,56,65,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.468619247,-0.288702929,1,0,0,0.718,button_left,0.718,1,,,,,,356,NW,"ID",33,othnis,OTHNIS,z,,,,,,-0.468619247,-0.288702929,1,0,0,,0,57,57,295,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.470711297,-0.309623431,1,0,0,0.987,button_left,0.987,1,,,,,,440,NW,UN,33,rastoe,SARIDE,z,,,,,,-0.470711297,-0.309623431,1,0,0,,0,58,58,379,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.476987448,-0.29916318,1,0,0,1.086,button_left,1.086,1,,,,,,452,NW,UN,33,bolvis,SURDEN,z,,,,,,-0.476987448,-0.29916318,1,0,0,,0,59,59,391,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.483263598,-0.294979079,1,0,0,0.706,button_left,0.706,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,-0.483263598,-0.294979079,1,0,0,,0,60,60,278,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.487447699,-0.292887029,1,0,0,0.65,button_left,0.65,1,,,,,,417,NW,"ID",50,earoud,EAROUD,z,,,,,,-0.487447699,-0.292887029,1,0,0,,0,61,61,356,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.458158996,-0.338912134,1,0,0,0.637,button_right,0.637,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,,,,,,0.458158996,-0.338912134,1,0,0,,0,62,62,6,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.474895397,-0.305439331,1,0,0,0.768,button_left,0.768,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,,,,,,-0.474895397,-0.305439331,1,0,0,,0,63,63,386,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.481171548,-0.336820084,1,0,0,0.737,button_right,0.737,1,,,,,,51,WORD,UN,50,impose,HUNGRY,m,,,,,,0.481171548,-0.336820084,1,0,0,,0,64,64,230,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.435146444,-0.311715481,1,0,0,0.679,button_left,0.679,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,-0.435146444,-0.311715481,1,0,0,,0,65,65,266,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.40376569,-0.307531381,1,0,0,0.571,button_left,0.571,1,,,,,,292,NW,UN,50,swance,ABLINT,z,,,,,,-0.40376569,-0.307531381,1,0,0,,0,66,66,471,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.443514644,-0.30125523,1,0,0,0.689,button_left,0.689,1,,,,,,446,NW,UN,33,gircue,RUNAMO,z,,,,,,-0.443514644,-0.30125523,1,0,0,,0,67,67,385,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.437238494,-0.317991632,1,0,0,0.601,button_left,0.601,1,,,,,,385,NW,"ID",50,veigma,VEIGMA,z,,,,,,-0.437238494,-0.317991632,1,0,0,,0,68,68,324,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.439330544,-0.338912134,1,0,0,0.622,button_right,0.622,1,,,,,,78,WORD,"ID",33,column,COLUMN,m,,,,,,0.439330544,-0.338912134,1,0,0,,0,69,69,17,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.470711297,-0.324267782,1,0,0,0.62,button_right,0.62,1,,,,,,11,WORD,UN,50,amount,CRUISE,m,,,,,,0.470711297,-0.324267782,1,0,0,,0,70,70,190,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.443514644,-0.311715481,1,0,0,0.786,button_left,0.786,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,,,,,,-0.443514644,-0.311715481,1,0,0,,0,71,71,361,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.449790795,-0.307531381,1,0,0,0.771,button_left,0.771,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,,,,,,-0.449790795,-0.307531381,1,0,0,,0,72,72,255,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.49790795,-0.328451883,1,0,0,0.986,button_right,0.986,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,,,,,,0.49790795,-0.328451883,1,0,0,,0,73,73,56,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.50209205,-0.326359833,1,0,0,0.603,button_right,0.603,1,,,,,,162,WORD,"ID",50,candle,CANDLE,m,,,,,,0.50209205,-0.326359833,1,0,0,,0,74,74,101,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.451882845,-0.30125523,1,0,0,0.687,button_left,0.687,1,,,,,,270,NW,UN,50,aubrid,WRIMSY,z,,,,,,-0.451882845,-0.30125523,1,0,0,,0,75,75,449,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.451882845,-0.309623431,1,0,0,0.667,button_left,0.667,1,,,,,,281,NW,UN,50,porlex,MELATY,z,,,,,,-0.451882845,-0.309623431,1,0,0,,0,76,76,460,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.470711297,-0.294979079,1,0,0,0.587,button_left,0.587,1,,,,,,279,NW,UN,50,curbol,CELOND,z,,,,,,-0.470711297,-0.294979079,1,0,0,,0,77,77,458,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.487447699,-0.282426778,1,0,0,0.62,button_left,0.62,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,,,,,,-0.487447699,-0.282426778,1,0,0,,0,78,78,406,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.49790795,-0.330543933,1,0,0,0.616,button_right,0.616,1,,,,,,4,WORD,UN,50,plunge,TRENCH,m,,,,,,0.49790795,-0.330543933,1,0,0,,0,79,79,183,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.286610879,1,0,0,0.703,button_left,0.703,1,,,,,,241,NW,UN,50,unwert,SMENCO,z,,,,,,-0.464435146,-0.286610879,1,0,0,,0,80,80,420,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.458158996,-0.29916318,1,0,0,0.686,button_left,0.686,1,,,,,,352,NW,"ID",33,tringe,TRINGE,z,,,,,,-0.458158996,-0.29916318,1,0,0,,0,81,81,291,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.483263598,-0.336820084,1,0,0,0.655,button_right,0.655,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,,,,,,0.483263598,-0.336820084,1,0,0,,0,82,82,3,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.441422594,-0.29916318,1,0,0,0.636,button_left,0.636,1,,,,,,406,NW,"ID",50,nouply,NOUPLY,z,,,,,,-0.441422594,-0.29916318,1,0,0,,0,83,83,345,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.462343096,-0.288702929,1,0,0,0.719,button_left,0.719,1,,,,,,251,NW,UN,50,stapod,LUPICT,z,,,,,,-0.462343096,-0.288702929,1,0,0,,0,84,84,430,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.485355649,-0.330543933,1,0,0,0.589,button_right,0.589,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,,,,,,0.485355649,-0.330543933,1,0,0,,0,85,85,12,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.435146444,-0.29916318,1,0,0,0.739,button_left,0.739,1,,,,,,300,NW,UN,50,smenco,YARION,z,,,,,,-0.435146444,-0.29916318,1,0,0,,0,86,86,479,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.487447699,-0.332635983,1,0,0,0.625,button_right,0.625,1,,,,,,220,WORD,UN,33,mascot,VOYAGE,m,,,,,,0.487447699,-0.332635983,1,0,0,,0,87,87,159,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.458158996,-0.307531381,1,0,0,0.762,button_left,0.762,1,,,,,,338,NW,"ID",33,wreash,WREASH,z,,,,,,-0.458158996,-0.307531381,1,0,0,,0,88,88,277,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.49790795,-0.280334728,1,0,0,0.786,button_left,0.786,1,,,,,,289,NW,UN,50,splino,STARBY,z,,,,,,-0.49790795,-0.280334728,1,0,0,,0,89,89,468,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.479079498,-0.336820084,1,0,0,0.654,button_right,0.654,1,,,,,,1,WORD,UN,50,ethnic,FRIGHT,m,,,,,,0.479079498,-0.336820084,1,0,0,,0,90,90,180,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.4958159,-0.324267782,1,0,0,0.624,button_right,0.624,1,,,,,,83,WORD,"ID",33,result,RESULT,m,,,,,,0.4958159,-0.324267782,1,0,0,,0,91,91,22,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.49790795,-0.326359833,1,0,0,0.618,button_right,0.618,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,,,,,,0.49790795,-0.326359833,1,0,0,,0,92,92,39,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.520920502,-0.326359833,1,0,0,0.815,button_right,0.815,0,,,,,,303,NW,"ID",33,fiream,FIREAM,z,,,,,,0.520920502,-0.326359833,1,0,0,,0,93,93,242,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.525104603,-0.326359833,1,0,0,0.632,button_right,0.632,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,,,,,,0.525104603,-0.326359833,1,0,0,,0,94,94,133,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.510460251,-0.286610879,1,0,0,0.636,button_left,0.636,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,,,,,,-0.510460251,-0.286610879,1,0,0,,0,95,95,384,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.4958159,-0.282426778,1,0,0,0.737,button_left,0.737,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,,,,,,-0.4958159,-0.282426778,1,0,0,,0,96,96,403,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.328451883,1,0,0,0.607,button_right,0.607,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,0.508368201,-0.328451883,1,0,0,,0,97,97,135,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.5,-0.282426778,1,0,0,0.672,button_left,0.672,1,,,,,,363,NW,"ID",50,breali,BREALI,z,,,,,,-0.5,-0.282426778,1,0,0,,0,98,98,302,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.481171548,-0.326359833,1,0,0,0.62,button_right,0.62,1,,,,,,124,WORD,"ID",50,blouse,BLOUSE,m,,,,,,0.481171548,-0.326359833,1,0,0,,0,99,99,63,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.439330544,-0.324267782,1,0,0,0.704,button_right,0.704,1,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,,,,,,0.439330544,-0.324267782,1,0,0,,0,100,100,7,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.445606695,-0.332635983,1,0,0,0.736,button_right,0.736,1,,,,,,24,WORD,UN,50,domain,PRAISE,m,,,,,,0.445606695,-0.332635983,1,0,0,,0,101,101,203,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.456066946,-0.328451883,1,0,0,0.727,button_right,0.727,1,,,,,,41,WORD,UN,50,chapel,SPRING,m,,,,,,0.456066946,-0.328451883,1,0,0,,0,102,102,220,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.479079498,-0.315899582,1,0,0,0.607,button_right,0.607,1,,,,,,153,WORD,"ID",50,behold,BEHOLD,m,,,,,,0.479079498,-0.315899582,1,0,0,,0,103,103,92,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.487447699,-0.317991632,1,0,0,0.634,button_right,0.634,1,,,,,,149,WORD,"ID",50,invade,INVADE,m,,,,,,0.487447699,-0.317991632,1,0,0,,0,104,104,88,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.520920502,-0.309623431,1,0,0,0.654,button_right,0.654,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,,,,,,0.520920502,-0.309623431,1,0,0,,0,105,105,35,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.485355649,-0.326359833,1,0,0,0.646,button_right,0.646,1,,,,,,134,WORD,"ID",50,staple,STAPLE,m,,,,,,0.485355649,-0.326359833,1,0,0,,0,106,106,73,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.50209205,-0.313807531,1,0,0,0.557,button_right,0.557,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,,,,,,0.50209205,-0.313807531,1,0,0,,0,107,107,179,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.506276151,-0.313807531,1,0,0,0.604,button_right,0.604,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,,,,,,0.506276151,-0.313807531,1,0,0,,0,108,108,16,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.506276151,-0.307531381,1,0,0,0.726,button_right,0.726,0,,,,,,360,NW,"ID",33,desory,DESORY,z,,,,,,0.506276151,-0.307531381,1,0,0,,0,109,109,299,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.485355649,-0.284518828,1,0,0,0.826,button_left,0.826,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,,,,,,-0.485355649,-0.284518828,1,0,0,,0,110,110,369,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.479079498,-0.330543933,1,0,0,0.776,button_right,0.776,0,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,,,,,,0.479079498,-0.330543933,1,0,0,,0,111,111,258,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.445606695,-0.322175732,1,0,0,1.151,button_left,1.151,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,,,,,,-0.445606695,-0.322175732,1,0,0,,0,112,112,368,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.537656904,-0.313807531,1,0,0,1.034,button_right,1.034,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,,,,,,0.537656904,-0.313807531,1,0,0,,0,113,113,157,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.418410042,-0.309623431,1,0,0,1.201,button_left,1.201,1,,,,,,282,NW,UN,50,veralf,PORLEX,z,,,,,,-0.418410042,-0.309623431,1,0,0,,0,114,114,461,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.514644351,-0.320083682,1,0,0,0.671,button_right,0.671,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,,,,,,0.514644351,-0.320083682,1,0,0,,0,115,115,55,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.453974895,-0.288702929,1,0,0,0.789,button_left,0.789,1,,,,,,259,NW,UN,50,unject,SOUDAL,z,,,,,,-0.453974895,-0.288702929,1,0,0,,0,116,116,438,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.525104603,-0.317991632,1,0,0,0.62,button_right,0.62,1,,,,,,27,WORD,UN,50,comedy,SCREAM,m,,,,,,0.525104603,-0.317991632,1,0,0,,0,117,117,206,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.320083682,1,0,0,0.738,button_right,0.738,1,,,,,,3,WORD,UN,50,trench,KNIGHT,m,,,,,,0.508368201,-0.320083682,1,0,0,,0,118,118,182,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.309623431,1,0,0,0.571,button_right,0.571,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,,,,,,0.508368201,-0.309623431,1,0,0,,0,119,119,44,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.506276151,-0.309623431,1,0,0,0.72,button_right,0.72,1,,,,,,133,WORD,"ID",50,chrome,CHROME,m,,,,,,-0.087866109,-0.40376569,1,0,0,,0,120,120,72,1,break_done_button
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.324267782,1,0,0,0.551,button_right,0.551,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,,,,,,0.508368201,-0.324267782,1,0,0,,0,121,121,14,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.49790795,-0.280334728,1,0,0,0.554,button_right,0.554,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,,,,,,0.49790795,-0.280334728,1,0,0,,0,122,122,144,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.441422594,-0.292887029,1,0,0,0.755,button_left,0.755,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,-0.441422594,-0.292887029,1,0,0,,0,123,123,381,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.451882845,-0.305439331,1,0,0,0.889,button_right,0.889,1,,,,,,234,WORD,UN,33,poster,CLUMSY,m,,,,,,0.451882845,-0.305439331,1,0,0,,0,124,124,173,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.50209205,-0.294979079,1,0,0,0.908,button_right,0.908,1,,,,,,221,WORD,UN,33,hinder,MASCOT,m,,,,,,0.50209205,-0.294979079,1,0,0,,0,125,125,160,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.451882845,-0.286610879,1,0,0,0.755,button_left,0.755,1,,,,,,378,NW,"ID",50,shrile,SHRILE,z,,,,,,-0.451882845,-0.286610879,1,0,0,,0,126,126,317,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.49790795,-0.288702929,1,0,0,0.854,button_left,0.854,1,,,,,,244,NW,UN,50,anougs,EATRIC,z,,,,,,-0.49790795,-0.288702929,1,0,0,,0,127,127,423,1,
