counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.667175,1,,,,,,177,WORD,UN,33,inform,ADVENT,m,0.667175,,,,,,,0.061197917,-0.4140625,0,0,0,,0,56,56,176,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.53834,1,,,,,,472,NW,UN,50,crible,CIGNEY,z,0.53834,,,,,,,0.061197917,-0.4140625,0,0,0,,0,57,57,471,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63508,1,,,,,,316,NW,"ID",50,scregm,SCREGM,z,0.63508,,,,,,,0.061197917,-0.4140625,0,0,0,,0,58,58,315,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.742545,0,,,,,,256,NW,"ID",33,inlors,INLORS,z,0.742545,,,,,,,0.061197917,-0.4140625,0,0,0,,0,59,59,255,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.527025,1,,,,,,104,WORD,"ID",50,studio,STUDIO,m,0.527025,,,,,,,0.061197917,-0.4140625,0,0,0,,0,60,60,103,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.52602,1,,,,,,323,NW,"ID",50,rosail,ROSAIL,z,0.52602,,,,,,,0.061197917,-0.4140625,0,0,0,,0,61,61,322,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.54151,1,,,,,,190,WORD,UN,50,stable,BACKUP,m,0.54151,,,,,,,0.061197917,-0.4140625,0,0,0,,0,62,62,189,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63255,1,,,,,,320,NW,"ID",50,jockal,JOCKAL,z,0.63255,,,,,,,0.061197917,-0.4140625,0,0,0,,0,63,63,319,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.50177,1,,,,,,228,WORD,UN,50,inject,MASTER,m,0.50177,,,,,,,0.061197917,-0.4140625,0,0,0,,0,64,64,227,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.59395,1,,,,,,135,WORD,UN,33,chrome,IMPORT,m,0.59395,,,,,,,0.061197917,-0.4140625,0,0,0,,0,65,65,134,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.76004,1,,,,,,477,NW,UN,50,acrise,PHOTIE,z,0.76004,,,,,,,0.061197917,-0.4140625,0,0,0,,0,66,66,476,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.70738,1,,,,,,176,WORD,UN,33,advent,STRIFE,m,1.70738,,,,,,,0.061197917,-0.4140625,0,0,0,,0,67,67,175,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.633415,0,,,,,,4,WORD,"ID",33,trench,TRENCH,m,0.633415,,,,,,,0.061197917,-0.4140625,0,0,0,,0,68,68,3,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.68602,1,,,,,,73,WORD,"ID",50,source,SOURCE,m,0.68602,,,,,,,0.061197917,-0.4140625,0,0,0,,0,69,69,72,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.7534,1,,,,,,405,NW,UN,33,nouply,FLUMNI,z,0.7534,,,,,,,0.061197917,-0.4140625,0,0,0,,0,70,70,404,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.1499,1,,,,,,420,NW,UN,33,pauche,GUSHOP,z,1.1499,,,,,,,0.061197917,-0.4140625,0,0,0,,0,71,71,419,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.622375,1,,,,,,189,WORD,UN,50,backup,CENSOR,m,0.622375,,,,,,,0.061197917,-0.4140625,0,0,0,,0,72,72,188,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.666755,1,,,,,,460,NW,UN,50,justre,MINGAR,z,0.666755,,,,,,,0.061197917,-0.4140625,0,0,0,,0,73,73,459,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.70128,1,,,,,,123,WORD,UN,33,enough,STRIKE,m,0.70128,,,,,,,0.061197917,-0.4140625,0,0,0,,0,74,74,122,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.62154,1,,,,,,12,WORD,"ID",33,orange,ORANGE,m,0.62154,,,,,,,0.061197917,-0.4140625,0,0,0,,0,75,75,11,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.667035,1,,,,,,353,NW,"ID",50,clurey,CLUREY,z,0.667035,,,,,,,0.061197917,-0.4140625,0,0,0,,0,76,76,352,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.69954,1,,,,,,312,NW,"ID",50,nerawl,NERAWL,z,0.69954,,,,,,,0.061197917,-0.4140625,0,0,0,,0,77,77,311,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.579745,1,,,,,,359,NW,"ID",50,fonver,FONVER,z,0.579745,,,,,,,0.061197917,-0.4140625,0,0,0,,0,78,78,358,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.51907,1,,,,,,83,WORD,"ID",50,result,RESULT,m,0.51907,,,,,,,0.061197917,-0.4140625,0,0,0,,0,79,79,82,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.642275,1,,,,,,331,NW,"ID",50,gilfew,GILFEW,z,0.642275,,,,,,,0.061197917,-0.4140625,0,0,0,,0,80,80,330,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.610625,1,,,,,,5,WORD,"ID",33,plunge,PLUNGE,m,0.610625,,,,,,,0.061197917,-0.4140625,0,0,0,,0,81,81,4,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.55523,1,,,,,,197,WORD,UN,50,wicked,STREAM,m,0.55523,,,,,,,0.061197917,-0.4140625,0,0,0,,0,82,82,196,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63671,1,,,,,,293,NW,"ID",33,swance,SWANCE,z,0.63671,,,,,,,0.061197917,-0.4140625,0,0,0,,0,83,83,292,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.639455,1,,,,,,53,WORD,"ID",33,police,POLICE,m,0.639455,,,,,,,0.061197917,-0.4140625,0,0,0,,0,84,84,52,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.63862,1,,,,,,426,NW,UN,50,frudge,URIVEL,z,0.63862,,,,,,,0.061197917,-0.4140625,0,0,0,,0,85,85,425,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.98283,1,,,,,,474,NW,UN,50,gorbie,HABLIN,z,0.98283,,,,,,,0.061197917,-0.4140625,0,0,0,,0,86,86,473,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.45615,1,,,,,,67,WORD,"ID",50,policy,POLICY,m,0.45615,,,,,,,0.061197917,-0.4140625,0,0,0,,0,87,87,66,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.555175,1,,,,,,328,NW,"ID",50,broake,BROAKE,z,0.555175,,,,,,,0.061197917,-0.4140625,0,0,0,,0,88,88,327,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.704945,1,,,,,,145,WORD,UN,33,couple,PARISH,m,0.704945,,,,,,,0.061197917,-0.4140625,0,0,0,,0,89,89,144,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.607525,0,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,0.607525,,,,,,,0.061197917,-0.4140625,0,0,0,,0,90,90,53,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.548775,1,,,,,,78,WORD,"ID",50,column,COLUMN,m,0.548775,,,,,,,0.061197917,-0.4140625,0,0,0,,0,91,91,77,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.591445,1,,,,,,232,WORD,UN,50,nature,INJECT,m,0.591445,,,,,,,0.061197917,-0.4140625,0,0,0,,0,92,92,231,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.574495,1,,,,,,26,WORD,"ID",33,sprint,SPRINT,m,0.574495,,,,,,,0.061197917,-0.4140625,0,0,0,,0,93,93,25,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.643695,1,,,,,,284,NW,"ID",33,shaple,SHAPLE,z,0.643695,,,,,,,0.061197917,-0.4140625,0,0,0,,0,94,94,283,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.06165,1,,,,,,304,NW,"ID",50,cludie,CLUDIE,z,1.06165,,,,,,,0.061197917,-0.4140625,0,0,0,,0,95,95,303,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.65981,1,,,,,,336,NW,"ID",50,ghodus,GHODUS,z,0.65981,,,,,,,0.061197917,-0.4140625,0,0,0,,0,96,96,335,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.49676,1,,,,,,440,NW,UN,50,cainky,SARIDE,z,0.49676,,,,,,,0.061197917,-0.4140625,0,0,0,,0,97,97,439,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.600705,1,,,,,,124,WORD,UN,33,nickel,BLOUSE,m,1.600705,,,,,,,0.061197917,-0.4140625,0,0,0,,0,98,98,123,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.578255,1,,,,,,34,WORD,"ID",33,jungle,JUNGLE,m,0.578255,,,,,,,0.061197917,-0.4140625,0,0,0,,0,99,99,33,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.257235,1,,,,,,310,NW,"ID",50,daniet,DANIET,z,1.257235,,,,,,,0.061197917,-0.4140625,0,0,0,,0,100,100,309,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.48614,1,,,,,,98,WORD,"ID",50,belong,BELONG,m,0.48614,,,,,,,0.061197917,-0.4140625,0,0,0,,0,101,101,97,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.57094,1,,,,,,76,WORD,"ID",50,exotic,EXOTIC,m,0.57094,,,,,,,0.061197917,-0.4140625,0,0,0,,0,102,102,75,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.70079,1,,,,,,23,WORD,"ID",33,wealth,WEALTH,m,0.70079,,,,,,,0.061197917,-0.4140625,0,0,0,,0,103,103,22,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.638425,1,,,,,,461,NW,UN,50,absult,JUSTRE,z,0.638425,,,,,,,0.061197917,-0.4140625,0,0,0,,0,104,104,460,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.037635,1,,,,,,371,NW,UN,33,ramily,GEILOY,z,1.037635,,,,,,,0.061197917,-0.4140625,0,0,0,,0,105,105,370,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.476715,1,,,,,,236,WORD,UN,50,poster,PIRATE,m,0.476715,,,,,,,0.061197917,-0.4140625,0,0,0,,0,106,106,235,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.7851,1,,,,,,69,WORD,"ID",50,plenty,PLENTY,m,0.7851,,,,,,,0.061197917,-0.4140625,0,0,0,,0,107,107,68,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.54074,1,,,,,,290,NW,"ID",33,splino,SPLINO,z,0.54074,,,,,,,0.061197917,-0.4140625,0,0,0,,0,108,108,289,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.56937,1,,,,,,107,WORD,"ID",50,slogan,SLOGAN,m,1.56937,,,,,,,0.061197917,-0.4140625,0,0,0,,0,109,109,106,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.584085,1,,,,,,345,NW,"ID",50,absend,ABSEND,z,0.584085,,,,,,,0.061197917,-0.4140625,0,0,0,,0,110,110,344,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.54928,1,,,,,,299,NW,"ID",33,sturch,STURCH,z,0.54928,,,,,,,0.061197917,-0.4140625,0,0,0,,0,111,111,298,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.648765,1,,,,,,255,NW,"ID",33,apight,APIGHT,z,0.648765,,,,,,,0.061197917,-0.4140625,0,0,0,,0,112,112,254,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.53543,1,,,,,,206,WORD,UN,50,wreath,TAILOR,m,0.53543,,,,,,,0.061197917,-0.4140625,0,0,0,,0,113,113,205,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.666375,1,,,,,,72,WORD,"ID",50,bright,BRIGHT,m,0.666375,,,,,,,0.061197917,-0.4140625,0,0,0,,0,114,114,71,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.50001,1,,,,,,367,NW,UN,33,hornal,SLIQUE,z,0.50001,,,,,,,0.061197917,-0.4140625,0,0,0,,0,115,115,366,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.68524,1,,,,,,134,WORD,UN,33,import,STAPLE,m,0.68524,,,,,,,0.061197917,-0.4140625,0,0,0,,0,116,116,133,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.944065,0,,,,,,147,WORD,UN,33,custom,GARLIC,m,0.944065,,,,,,,0.061197917,-0.4140625,0,0,0,,0,117,117,146,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.554385,1,,,,,,463,NW,UN,50,bafent,KISPEL,z,0.554385,,,,,,,0.061197917,-0.4140625,0,0,0,,0,118,118,462,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.489585,1,,,,,,87,WORD,"ID",50,filter,FILTER,m,0.489585,,,,,,,0.061197917,-0.4140625,0,0,0,,0,119,119,86,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.570235,1,,,,,,170,WORD,UN,33,depart,POUNCE,m,0.570235,,,,,,,0.003007519,-0.397744361,1,0,0,,0,120,120,169,1,break_done_button
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.63703,1,,,,,,103,WORD,"ID",50,bounce,BOUNCE,m,1.63703,,,,,,,-0.696240602,0.408270677,0,0,0,,0,121,121,102,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.530035,1,,,,,,66,WORD,"ID",50,gospel,GOSPEL,m,0.530035,,,,,,,-0.696240602,0.408270677,0,0,0,,0,122,122,65,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.527235,1,,,,,,281,NW,"ID",33,melaty,MELATY,z,0.527235,,,,,,,-0.696240602,0.408270677,0,0,0,,0,123,123,280,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.5663,1,,,,,,211,WORD,UN,50,verify,INFECT,m,0.5663,,,,,,,-0.696240602,0.408270677,0,0,0,,0,124,124,210,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.6361,1,,,,,,380,NW,UN,33,huniek,CAVORY,z,0.6361,,,,,,,-0.696240602,0.408270677,0,0,0,,0,125,125,379,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.66623,0,,,,,,455,NW,UN,50,broget,TONDLE,z,0.66623,,,,,,,-0.696240602,0.408270677,0,0,0,,0,126,126,454,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.68475,1,,,,,,151,WORD,UN,33,rocket,MYSTIC,m,0.68475,,,,,,,-0.696240602,0.408270677,0,0,0,,0,127,127,150,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.51622,1,,,,,,56,WORD,"ID",33,ambush,AMBUSH,m,0.51622,,,,,,,-0.696240602,0.408270677,0,0,0,,0,128,128,55,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.88124,1,,,,,,234,WORD,UN,50,lumber,CLUMSY,m,0.88124,,,,,,,-0.696240602,0.408270677,0,0,0,,0,129,129,233,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.58223,1,,,,,,269,NW,"ID",33,orchet,ORCHET,z,0.58223,,,,,,,-0.696240602,0.408270677,0,0,0,,0,130,130,268,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.580835,1,,,,,,144,WORD,UN,33,parish,SPONGE,m,0.580835,,,,,,,-0.696240602,0.408270677,0,0,0,,0,131,131,143,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.465215,1,,,,,,168,WORD,UN,33,genius,ANSWER,m,0.465215,,,,,,,-0.696240602,0.408270677,0,0,0,,0,132,132,167,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.444005,1,,,,,,248,NW,"ID",33,strole,STROLE,z,0.444005,,,,,,,-0.696240602,0.408270677,0,0,0,,0,133,133,247,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.574245,1,,,,,,262,NW,"ID",33,quilew,QUILEW,z,0.574245,,,,,,,-0.696240602,0.408270677,0,0,0,,0,134,134,261,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.539175,1,,,,,,157,WORD,UN,33,island,DRAGON,m,0.539175,,,,,,,-0.696240602,0.408270677,0,0,0,,0,135,135,156,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.6005,1,,,,,,273,NW,"ID",33,sortel,SORTEL,z,0.6005,,,,,,,-0.696240602,0.408270677,0,0,0,,0,136,136,272,1,
,,,,,,,,,,,,,,,,,,5ee33ce832efb54e45adc345,2020-08-10_09h23.09.641,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,1.22244,0,,,,,,92,WORD,"ID",50,strand,STRAND,m,1.22244,,,,,,,-0.696240602,0.408270677,0,0,0,,0,137,137,91,1,
