counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.717,,,,,,,,0.717,1,,,,,,289,NW,"ID",50,starby,STARBY,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,56,56,348,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.515,,,,,,,,0.515,1,,,,,,282,NW,"ID",50,porlex,PORLEX,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,57,57,341,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.571,,,,,,,,0.571,1,,,,,,49,WORD,"ID",50,survey,SURVEY,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,58,58,108,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,0,0.417,,,,,,,,0.417,0,,,,,,177,WORD,UN,50,inform,ADVENT,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,59,59,236,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.52,,,,,,,,0.52,1,,,,,,139,WORD,UN,50,prince,DEBRIS,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,60,60,198,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.488,,,,,,,,0.488,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,61,61,45,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.636,,,,,,,,0.636,1,,,,,,378,NW,UN,50,auting,SHRILE,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,62,62,437,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.651,,,,,,,,0.651,1,,,,,,390,NW,UN,50,theldy,HATRUS,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,63,63,449,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.488,,,,,,,,0.488,1,,,,,,163,WORD,UN,50,market,STRING,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,64,64,222,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.568,,,,,,,,0.568,1,,,,,,82,WORD,UN,33,result,STIGMA,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,65,65,141,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.52,,,,,,,,0.52,1,,,,,,40,WORD,"ID",50,convey,CONVEY,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,66,66,99,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.589,,,,,,,,0.589,1,,,,,,423,NW,"ID",33,streld,STRELD,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,67,67,242,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.487,,,,,,,,0.487,1,,,,,,417,NW,UN,50,suidle,EAROUD,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,68,68,476,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.636,,,,,,,,0.636,1,,,,,,178,WORD,UN,50,basket,INFORM,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,69,69,237,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.837,,,,,,,,0.837,1,,,,,,134,WORD,UN,50,import,STAPLE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,70,70,193,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.154,,,,,,,,1.154,1,,,,,,389,NW,UN,50,hatrus,WITMER,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,71,71,448,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.784,,,,,,,,1.784,1,,,,,,54,WORD,"ID",50,ramble,RAMBLE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,72,72,113,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.721,,,,,,,,0.721,1,,,,,,88,WORD,UN,33,permit,HUNGER,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,73,73,147,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.752,,,,,,,,0.752,1,,,,,,46,WORD,"ID",50,single,SINGLE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,74,74,105,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.137,,,,,,,,1.137,1,,,,,,59,WORD,"ID",50,splint,SPLINT,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,75,75,118,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.538,,,,,,,,0.538,1,,,,,,222,WORD,"ID",33,hinder,HINDER,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,76,76,41,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.069,,,,,,,,1.069,1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,77,77,175,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.8,,,,,,,,0.8,1,,,,,,182,WORD,"ID",33,winter,WINTER,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,78,78,1,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,,0,,,,,,,,,0.8,-1,,,,,,384,NW,UN,50,injore,GUESCO,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,79,79,443,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.67,,,,,,,,0.67,1,,,,,,352,NW,UN,33,clurey,TRINGE,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,80,80,411,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.671,,,,,,,,0.671,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,81,81,412,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.904,,,,,,,,0.904,1,,,,,,61,WORD,UN,33,region,PONDER,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,82,82,120,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.756,,,,,,,,0.756,1,,,,,,167,WORD,UN,50,answer,DESIGN,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,83,83,226,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.608,,,,,,,,0.608,1,,,,,,110,WORD,UN,33,induce,POLITE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,84,84,169,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.534,,,,,,,,0.534,1,,,,,,202,WORD,"ID",33,factor,FACTOR,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,85,85,21,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.485,,,,,,,,0.485,1,,,,,,403,NW,UN,50,cluirm,BRUATS,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,86,86,462,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.588,,,,,,,,0.588,1,,,,,,283,NW,"ID",50,veralf,VERALF,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,87,87,342,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.456,,,,,,,,0.456,1,,,,,,204,WORD,"ID",33,burden,BURDEN,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,88,88,23,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.488,,,,,,,,1.488,1,,,,,,236,WORD,"ID",33,pirate,PIRATE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,89,89,55,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.855,,,,,,,,0.855,1,,,,,,172,WORD,UN,50,shower,PATROL,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,90,90,231,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,0,0.305,,,,,,,,0.305,0,,,,,,409,NW,UN,50,tunory,ELOPIA,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,91,91,468,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.817,,,,,,,,0.817,1,,,,,,411,NW,UN,50,jiluer,ORCHIN,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,92,92,470,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.976,,,,,,,,0.976,1,,,,,,391,NW,UN,50,rouncy,THELDY,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,93,93,450,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,0,0.568,,,,,,,,0.568,0,,,,,,235,WORD,"ID",33,grumpy,GRUMPY,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,94,94,54,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.553,,,,,,,,0.553,1,,,,,,201,WORD,"ID",33,admire,ADMIRE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,95,95,20,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.236,,,,,,,,1.236,1,,,,,,125,WORD,UN,50,enough,NICKEL,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,96,96,184,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.893,,,,,,,,0.893,1,,,,,,160,WORD,UN,50,pastor,VIOLET,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,97,97,219,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.856,,,,,,,,0.856,1,,,,,,457,NW,"ID",33,wanigh,WANIGH,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,98,98,276,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.69,,,,,,,,0.69,1,,,,,,472,NW,"ID",33,cigney,CIGNEY,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,99,99,291,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,0,1.152,,,,,,,,1.152,0,,,,,,22,WORD,"ID",50,jockey,JOCKEY,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,100,100,81,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.588,,,,,,,,0.588,1,,,,,,337,NW,UN,33,wreash,REJOLS,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,101,101,396,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.521,,,,,,,,0.521,1,,,,,,68,WORD,UN,33,plenty,FUMBLE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,102,102,127,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.568,,,,,,,,0.568,1,,,,,,366,NW,UN,50,slique,TOSHEL,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,103,103,425,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.558,,,,,,,,0.558,1,,,,,,203,WORD,"ID",33,phrase,PHRASE,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,104,104,22,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.787,,,,,,,,0.787,1,,,,,,466,NW,"ID",33,hocite,HOCITE,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,105,105,285,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.539,,,,,,,,1.539,1,,,,,,350,NW,UN,33,tiesch,NAGURS,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,106,106,409,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.002,,,,,,,,1.002,1,,,,,,432,NW,"ID",33,lunker,LUNKER,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,107,107,251,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.724,,,,,,,,1.724,1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,108,108,250,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.717,,,,,,,,0.717,1,,,,,,190,WORD,"ID",33,backup,BACKUP,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,109,109,9,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.839,,,,,,,,0.839,1,,,,,,400,NW,UN,50,mustil,WEAROX,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,110,110,459,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.252,,,,,,,,1.252,1,,,,,,254,NW,"ID",50,varosh,VAROSH,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,111,111,313,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.736,,,,,,,,0.736,1,,,,,,444,NW,"ID",33,jaunce,JAUNCE,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,112,112,263,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.706,,,,,,,,0.706,1,,,,,,242,NW,"ID",50,unwert,UNWERT,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,113,113,301,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.64,,,,,,,,0.64,1,,,,,,250,NW,"ID",50,milted,MILTED,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,114,114,309,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.605,,,,,,,,0.605,1,,,,,,244,NW,"ID",50,eatric,EATRIC,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,115,115,303,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.507,,,,,,,,0.507,1,,,,,,308,NW,UN,33,amiloy,PSETCH,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,116,116,367,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.621,,,,,,,,0.621,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,117,117,38,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.516,,,,,,,,0.516,1,,,,,,459,NW,"ID",33,bafent,BAFENT,z,,,,,,-0.004444444,-0.397777778,0,0,0,,0,118,118,278,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.687,,,,,,,,0.687,1,,,,,,84,WORD,UN,33,strand,MORTAL,m,,,,,,-0.004444444,-0.397777778,0,0,0,,0,119,119,143,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.418,,,,,,,,0.418,1,,,,,,14,WORD,"ID",50,almost,ALMOST,m,,,,,,-0.047777778,-0.414444444,0,0,0,space,0,120,120,73,1,3.501,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,0,0.436,,,,,,,,0.436,0,,,,,,382,NW,UN,50,aungre,SARLEY,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,121,121,441,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.536,,,,,,,,0.536,1,,,,,,266,NW,"ID",50,varmit,VARMIT,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,122,122,325,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.522,,,,,,,,0.522,1,,,,,,251,NW,"ID",50,lupict,LUPICT,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,123,123,310,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.537,,,,,,,,0.537,1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,124,124,57,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.669,,,,,,,,0.669,1,,,,,,460,NW,"ID",33,mingar,MINGAR,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,125,125,279,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.843,,,,,,,,0.843,1,,,,,,343,NW,UN,33,scrily,AIMOSY,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,126,126,402,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.486,,,,,,,,0.486,1,,,,,,117,WORD,UN,33,flight,BRANCH,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,127,127,176,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.442,,,,,,,,0.442,1,,,,,,90,WORD,UN,33,expand,RELISH,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,128,128,149,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.535,,,,,,,,0.535,1,,,,,,474,NW,"ID",33,hablin,HABLIN,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,129,129,293,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.516,,,,,,,,0.516,1,,,,,,123,WORD,UN,50,blouse,STRIKE,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,130,130,182,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.569,,,,,,,,0.569,1,,,,,,157,WORD,UN,50,island,DRAGON,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,131,131,216,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,0,0.667,,,,,,,,0.667,0,,,,,,114,WORD,UN,33,guitar,PLACID,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,132,132,173,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.271,,,,,,,,1.271,1,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,133,133,261,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.534,,,,,,,,0.534,1,,,,,,272,NW,"ID",50,damilt,DAMILT,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,134,134,331,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.551,,,,,,,,0.551,1,,,,,,183,WORD,"ID",33,mildew,MILDEW,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,135,135,2,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.406,,,,,,,,1.406,1,,,,,,371,NW,UN,50,ramily,GEILOY,z,,,,,,-0.047777778,-0.414444444,0,0,0,,0,136,136,430,1,,
,,,,,,,,,,,,,,,,,,5d2dbfc01460350001333a97,2020-08-10_16h32.15.687,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.502,,,,,,,,0.502,1,,,,,,63,WORD,UN,33,throne,LAUNCH,m,,,,,,-0.047777778,-0.414444444,0,0,0,,0,137,137,122,1,,
