counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.56079,,,,,,,,0.56079,1,,,,,,349,NW,UN,33,nagurs,ASYLEN,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,56,56,408,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.45427,,,,,,,,0.45427,0,,,,,,45,WORD,"ID",50,clergy,CLERGY,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,57,57,104,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.59629,,,,,,,,0.59629,0,,,,,,113,WORD,UN,33,placid,CHORUS,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,58,58,172,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.658955,,,,,,,,0.658955,0,,,,,,111,WORD,UN,33,breath,INDUCE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,59,59,170,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.485025,,,,,,,,0.485025,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,60,60,12,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.59916,,,,,,,,0.59916,1,,,,,,276,NW,"ID",50,yarmon,YARMON,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,61,61,335,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.700505,,,,,,,,0.700505,1,,,,,,411,NW,UN,50,jiluer,ORCHIN,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,62,62,470,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.50711,,,,,,,,0.50711,1,,,,,,330,NW,UN,33,gilfew,KENSOM,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,63,63,389,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.48444,,,,,,,,0.48444,1,,,,,,34,WORD,"ID",50,jungle,JUNGLE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,64,64,93,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.52279,,,,,,,,0.52279,1,,,,,,102,WORD,UN,33,bounce,DIRECT,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,65,65,161,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.539245,,,,,,,,0.539245,1,,,,,,278,NW,"ID",50,unighs,UNIGHS,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,66,66,337,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.59164,,,,,,,,0.59164,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,67,67,38,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.56742,,,,,,,,0.56742,1,,,,,,255,NW,"ID",50,apight,APIGHT,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,68,68,314,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.702015,,,,,,,,0.702015,1,,,,,,14,WORD,"ID",50,almost,ALMOST,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,69,69,73,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.437545,,,,,,,,0.437545,1,,,,,,416,NW,UN,50,earoud,PATHEL,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,70,70,475,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.496985,,,,,,,,0.496985,1,,,,,,377,NW,UN,50,shrile,INJORE,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,71,71,436,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.599115,,,,,,,,0.599115,0,,,,,,169,WORD,UN,50,pounce,GENIUS,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,72,72,228,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.515875,,,,,,,,0.515875,1,,,,,,140,WORD,UN,50,chrome,PRINCE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,73,73,199,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.521385,,,,,,,,0.521385,1,,,,,,170,WORD,UN,50,dragon,POUNCE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,74,74,229,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.61594,,,,,,,,0.61594,1,,,,,,129,WORD,UN,50,stupid,MARVEL,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,75,75,188,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.482775,,,,,,,,0.482775,0,,,,,,89,WORD,UN,33,relish,PERMIT,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,76,76,148,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.571465,,,,,,,,0.571465,1,,,,,,126,WORD,UN,50,castle,ENOUGH,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,77,77,185,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.619345,,,,,,,,0.619345,1,,,,,,294,NW,"ID",50,inhort,INHORT,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,78,78,353,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.57977,,,,,,,,0.57977,1,,,,,,339,NW,UN,33,fiatch,FACHOW,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,79,79,398,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.55745,,,,,,,,0.55745,1,,,,,,376,NW,UN,50,veigma,IGUARE,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,80,80,435,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.484895,,,,,,,,0.484895,0,,,,,,16,WORD,"ID",50,faucet,FAUCET,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,81,81,75,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.53852,,,,,,,,0.53852,1,,,,,,259,NW,"ID",50,soudal,SOUDAL,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,82,82,318,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.587115,,,,,,,,0.587115,1,,,,,,256,NW,"ID",50,inlors,INLORS,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,83,83,315,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.536215,,,,,,,,0.536215,1,,,,,,41,WORD,"ID",50,spring,SPRING,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,84,84,100,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.50206,,,,,,,,0.50206,1,,,,,,204,WORD,"ID",33,burden,BURDEN,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,85,85,23,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.70525,,,,,,,,0.70525,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,86,86,299,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.693585,,,,,,,,0.693585,1,,,,,,249,NW,"ID",50,batrol,BATROL,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,87,87,308,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.53556,,,,,,,,0.53556,1,,,,,,426,NW,"ID",33,urivel,URIVEL,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,88,88,245,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.52017,,,,,,,,0.52017,1,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,89,89,295,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.53498,,,,,,,,0.53498,1,,,,,,147,WORD,UN,50,custom,GARLIC,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,90,90,206,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.55187,,,,,,,,0.55187,1,,,,,,154,WORD,UN,50,lizard,AUTHOR,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,91,91,213,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.488095,,,,,,,,0.488095,1,,,,,,347,NW,UN,33,dumple,KERIFT,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,92,92,406,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.9734,,,,,,,,0.9734,1,,,,,,322,NW,UN,33,rosail,SLANCH,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,93,93,381,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.766735,,,,,,,,0.766735,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,94,94,35,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.808215,,,,,,,,0.808215,1,,,,,,227,WORD,"ID",33,seldom,SELDOM,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,95,95,46,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.65467,,,,,,,,0.65467,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,96,96,383,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.60582,,,,,,,,0.60582,1,,,,,,399,NW,UN,50,wearox,FOURET,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,97,97,458,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.51446,,,,,,,,0.51446,1,,,,,,448,NW,"ID",33,sadent,SADENT,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,98,98,267,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.51787,,,,,,,,0.51787,1,,,,,,350,NW,UN,33,tiesch,NAGURS,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,99,99,409,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.70583,,,,,,,,0.70583,1,,,,,,134,WORD,UN,50,import,STAPLE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,100,100,193,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.668005,,,,,,,,0.668005,1,,,,,,13,WORD,"ID",50,strive,STRIVE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,101,101,72,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.73653,,,,,,,,0.73653,1,,,,,,156,WORD,UN,50,depart,CRADLE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,102,102,215,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.73663,,,,,,,,0.73663,1,,,,,,223,WORD,"ID",33,kidney,KIDNEY,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,103,103,42,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.52277,,,,,,,,0.52277,1,,,,,,133,WORD,UN,50,staple,CHROME,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,104,104,192,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.534695,,,,,,,,0.534695,1,,,,,,123,WORD,UN,50,blouse,STRIKE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,105,105,182,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.55395,,,,,,,,0.55395,1,,,,,,37,WORD,"ID",50,insult,INSULT,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,106,106,96,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.50293,,,,,,,,0.50293,1,,,,,,237,WORD,"ID",33,poster,POSTER,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,107,107,56,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.569585,,,,,,,,0.569585,1,,,,,,159,WORD,UN,50,violet,DETAIL,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,108,108,218,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.602045,,,,,,,,0.602045,1,,,,,,424,NW,"ID",33,praile,PRAILE,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,109,109,243,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.486465,,,,,,,,0.486465,1,,,,,,439,NW,"ID",33,limpor,LIMPOR,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,110,110,258,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.831025,,,,,,,,0.831025,1,,,,,,68,WORD,UN,33,plenty,FUMBLE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,111,111,127,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.50383,,,,,,,,0.50383,1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,112,112,11,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.48961,,,,,,,,0.48961,1,,,,,,33,WORD,"ID",50,butler,BUTLER,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,113,113,92,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.551785,,,,,,,,0.551785,1,,,,,,46,WORD,"ID",50,single,SINGLE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,114,114,105,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.504905,,,,,,,,0.504905,1,,,,,,124,WORD,UN,50,nickel,BLOUSE,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,115,115,183,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.637215,,,,,,,,0.637215,1,,,,,,444,NW,"ID",33,jaunce,JAUNCE,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,116,116,263,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.469065,,,,,,,,0.469065,1,,,,,,151,WORD,UN,50,rocket,MYSTIC,m,,,,,,-0.022135417,-0.233072917,0,0,0,,0,117,117,210,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.64353,,,,,,,,0.64353,1,,,,,,447,NW,"ID",33,gircue,GIRCUE,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,118,118,266,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.449395,,,,,,,,0.449395,0,,,,,,319,NW,UN,33,jockal,ZOMBER,z,,,,,,-0.022135417,-0.233072917,0,0,0,,0,119,119,378,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.552125,,,,,,,,0.552125,1,,,,,,188,WORD,"ID",33,social,SOCIAL,m,,,,,,-0.001302083,-0.393229167,1,0,0,,0,120,120,7,1,break_done_button,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.597895,,,,,,,,1.597895,1,,,,,,175,WORD,UN,50,strife,FABRIC,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,121,121,234,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.48614,,,,,,,,0.48614,1,,,,,,18,WORD,"ID",50,humble,HUMBLE,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,122,122,77,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.693475,,,,,,,,0.693475,1,,,,,,383,NW,UN,50,guesco,AUNGRE,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,123,123,442,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.552955,,,,,,,,0.552955,1,,,,,,407,NW,UN,50,hurnia,SUIVER,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,124,124,466,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.566755,,,,,,,,0.566755,1,,,,,,158,WORD,UN,50,detail,ISLAND,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,125,125,217,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.569515,,,,,,,,0.569515,1,,,,,,321,NW,UN,33,slanch,MIATOR,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,126,126,380,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.6187,,,,,,,,0.6187,1,,,,,,51,WORD,"ID",50,hungry,HUNGRY,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,127,127,110,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.52831,,,,,,,,0.52831,1,,,,,,382,NW,UN,50,aungre,SARLEY,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,128,128,441,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.626975,,,,,,,,0.626975,1,,,,,,275,NW,"ID",50,sleirt,SLEIRT,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,129,129,334,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.55612,,,,,,,,0.55612,1,,,,,,57,WORD,"ID",50,change,CHANGE,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,130,130,116,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.545115,,,,,,,,0.545115,1,,,,,,456,NW,"ID",33,broget,BROGET,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,131,131,275,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.472685,,,,,,,,0.472685,1,,,,,,28,WORD,"ID",50,comedy,COMEDY,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,132,132,87,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.55894,,,,,,,,0.55894,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,133,133,296,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.85486,,,,,,,,0.85486,1,,,,,,122,WORD,UN,50,strike,LINGER,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,134,134,181,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.65067,,,,,,,,0.65067,1,,,,,,452,NW,"ID",33,surden,SURDEN,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,135,135,271,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.969985,,,,,,,,0.969985,0,,,,,,260,NW,"ID",50,unject,UNJECT,z,,,,,,0.002604167,-0.389322917,0,0,0,,0,136,136,319,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.63178,,,,,,,,0.63178,1,,,,,,6,WORD,"ID",50,bundle,BUNDLE,m,,,,,,0.002604167,-0.389322917,0,0,0,,0,137,137,65,1,,
