counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.721,,,,,,,,0.721,0,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,,,,,,0.0432,-0.3944,0,0,0,,0,58,58,287,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.651,,,,,,,,0.651,1,,,,,,472,NW,UN,33,gorbie,CIGNEY,z,,,,,,0.0432,-0.3944,0,0,0,,0,59,59,411,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.921,,,,,,,,0.921,1,,,,,,260,NW,UN,50,stunch,UNJECT,z,,,,,,0.0432,-0.3944,0,0,0,,0,60,60,439,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.572,,,,,,,,0.572,1,,,,,,163,WORD,"ID",50,string,STRING,m,,,,,,0.0432,-0.3944,0,0,0,,0,61,61,102,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.663,,,,,,,,0.663,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,,,,,,0.0432,-0.3944,0,0,0,,0,62,62,256,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.62,,,,,,,,0.62,1,,,,,,200,WORD,UN,33,admire,BEACON,m,,,,,,0.0432,-0.3944,0,0,0,,0,63,63,139,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.585,,,,,,,,0.585,1,,,,,,49,WORD,UN,50,snatch,SURVEY,m,,,,,,0.0432,-0.3944,0,0,0,,0,64,64,228,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.627,,,,,,,,0.627,1,,,,,,26,WORD,UN,50,butler,SPRINT,m,,,,,,0.0432,-0.3944,0,0,0,,0,65,65,205,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.667,,,,,,,,0.667,1,,,,,,439,NW,UN,33,saride,LIMPOR,z,,,,,,0.0432,-0.3944,0,0,0,,0,66,66,378,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.673,,,,,,,,0.673,1,,,,,,11,WORD,UN,50,amount,CRUISE,m,,,,,,0.0432,-0.3944,0,0,0,,0,67,67,190,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.699,,,,,,,,0.699,1,,,,,,261,NW,UN,50,quilew,STUNCH,z,,,,,,0.0432,-0.3944,0,0,0,,0,68,68,440,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.581,,,,,,,,0.581,1,,,,,,414,NW,"ID",50,serbol,SERBOL,z,,,,,,0.0432,-0.3944,0,0,0,,0,69,69,353,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.664,,,,,,,,0.664,1,,,,,,262,NW,UN,50,dolica,QUILEW,z,,,,,,0.0432,-0.3944,0,0,0,,0,70,70,441,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.663,,,,,,,,0.663,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,,,,,,0.0432,-0.3944,0,0,0,,0,71,71,417,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.581,,,,,,,,0.581,1,,,,,,408,NW,"ID",50,hurnia,HURNIA,z,,,,,,0.0432,-0.3944,0,0,0,,0,72,72,347,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.713,,,,,,,,0.713,1,,,,,,294,NW,UN,50,gleath,INHORT,z,,,,,,0.0432,-0.3944,0,0,0,,0,73,73,473,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.55,,,,,,,,0.55,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,,,,,,0.0432,-0.3944,0,0,0,,0,74,74,285,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.562,,,,,,,,0.562,1,,,,,,172,WORD,"ID",50,patrol,PATROL,m,,,,,,0.0432,-0.3944,0,0,0,,0,75,75,111,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.517,,,,,,,,0.517,1,,,,,,147,WORD,"ID",50,garlic,GARLIC,m,,,,,,0.0432,-0.3944,0,0,0,,0,76,76,86,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.53,,,,,,,,0.53,1,,,,,,267,NW,UN,50,packes,PASINK,z,,,,,,0.0432,-0.3944,0,0,0,,0,77,77,446,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.553,,,,,,,,0.553,1,,,,,,333,NW,"ID",33,catrie,CATRIE,z,,,,,,0.0432,-0.3944,0,0,0,,0,78,78,272,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.646,,,,,,,,0.646,1,,,,,,59,WORD,UN,50,pencil,SPLINT,m,,,,,,0.0432,-0.3944,0,0,0,,0,79,79,238,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.734,,,,,,,,0.734,1,,,,,,295,NW,UN,50,beinch,GLEATH,z,,,,,,0.0432,-0.3944,0,0,0,,0,80,80,474,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.755,,,,,,,,0.755,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,,,,,,0.0432,-0.3944,0,0,0,,0,81,81,404,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.594,,,,,,,,0.594,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,,,,,,0.0432,-0.3944,0,0,0,,0,82,82,377,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.52,,,,,,,,0.52,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,,,,,,0.0432,-0.3944,0,0,0,,0,83,83,136,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.628,,,,,,,,0.628,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,,,,,,0.0432,-0.3944,0,0,0,,0,84,84,127,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.546,,,,,,,,0.546,1,,,,,,171,WORD,"ID",50,depart,DEPART,m,,,,,,0.0432,-0.3944,0,0,0,,0,85,85,110,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.494,,,,,,,,0.494,1,,,,,,136,WORD,"ID",50,bleach,BLEACH,m,,,,,,0.0432,-0.3944,0,0,0,,0,86,86,75,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.559,,,,,,,,0.559,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,0.0432,-0.3944,0,0,0,,0,87,87,360,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.563,,,,,,,,0.563,1,,,,,,135,WORD,"ID",50,import,IMPORT,m,,,,,,0.0432,-0.3944,0,0,0,,0,88,88,74,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.583,,,,,,,,0.583,0,,,,,,371,NW,"ID",50,geiloy,GEILOY,z,,,,,,0.0432,-0.3944,0,0,0,,0,89,89,310,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.708,,,,,,,,0.708,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,,,,,,0.0432,-0.3944,0,0,0,,0,90,90,363,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.592,,,,,,,,0.592,0,,,,,,398,NW,"ID",50,blunde,BLUNDE,z,,,,,,0.0432,-0.3944,0,0,0,,0,91,91,337,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.851,,,,,,,,0.851,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,0.0432,-0.3944,0,0,0,,0,92,92,410,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.547,,,,,,,,0.547,1,,,,,,93,WORD,"ID",33,public,PUBLIC,m,,,,,,0.0432,-0.3944,0,0,0,,0,93,93,32,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.6,,,,,,,,0.6,1,,,,,,43,WORD,UN,50,foster,TONGUE,m,,,,,,0.0432,-0.3944,0,0,0,,0,94,94,222,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.586,,,,,,,,0.586,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,,,,,,0.0432,-0.3944,0,0,0,,0,95,95,368,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.591,,,,,,,,0.591,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,,,,,,0.0432,-0.3944,0,0,0,,0,96,96,59,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.497,,,,,,,,0.497,0,,,,,,225,WORD,UN,33,casino,VULGAR,m,,,,,,0.0432,-0.3944,0,0,0,,0,97,97,164,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.535,,,,,,,,0.535,1,,,,,,44,WORD,UN,50,clergy,DANGER,m,,,,,,0.0432,-0.3944,0,0,0,,0,98,98,223,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.623,,,,,,,,0.623,1,,,,,,121,WORD,"ID",50,thrive,THRIVE,m,,,,,,0.0432,-0.3944,0,0,0,,0,99,99,60,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.677,,,,,,,,0.677,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,,,,,,0.0432,-0.3944,0,0,0,,0,100,100,3,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.585,,,,,,,,0.585,1,,,,,,466,NW,UN,33,robuly,HOCITE,z,,,,,,0.0432,-0.3944,0,0,0,,0,101,101,405,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.762,,,,,,,,0.762,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,,,,,,0.0432,-0.3944,0,0,0,,0,102,102,153,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.625,,,,,,,,0.625,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,,,,,,0.0432,-0.3944,0,0,0,,0,103,103,29,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.575,,,,,,,,0.575,1,,,,,,91,WORD,"ID",33,expand,EXPAND,m,,,,,,0.0432,-0.3944,0,0,0,,0,104,104,30,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.565,,,,,,,,0.565,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,,,,,,0.0432,-0.3944,0,0,0,,0,105,105,20,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.674,,,,,,,,0.674,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,,,,,,0.0432,-0.3944,0,0,0,,0,106,106,26,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.54,,,,,,,,0.54,1,,,,,,51,WORD,UN,50,impose,HUNGRY,m,,,,,,0.0432,-0.3944,0,0,0,,0,107,107,230,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.654,,,,,,,,0.654,1,,,,,,256,NW,UN,50,veniod,INLORS,z,,,,,,0.0432,-0.3944,0,0,0,,0,108,108,435,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.577,,,,,,,,0.577,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,,,,,,0.0432,-0.3944,0,0,0,,0,109,109,170,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.78,,,,,,,,0.78,0,,,,,,218,WORD,UN,33,bucket,SHRINK,m,,,,,,0.0432,-0.3944,0,0,0,,0,110,110,157,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.634,,,,,,,,0.634,1,,,,,,53,WORD,UN,50,ramble,POLICE,m,,,,,,0.0432,-0.3944,0,0,0,,0,111,111,232,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.564,,,,,,,,0.564,1,,,,,,48,WORD,UN,50,survey,WALNUT,m,,,,,,0.0432,-0.3944,0,0,0,,0,112,112,227,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.075,,,,,,,,1.075,1,,,,,,237,WORD,UN,33,glance,POSTER,m,,,,,,0.0432,-0.3944,0,0,0,,0,113,113,176,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.744,,,,,,,,0.744,1,,,,,,455,NW,UN,33,broget,TONDLE,z,,,,,,0.0432,-0.3944,0,0,0,,0,114,114,394,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.596,,,,,,,,0.596,1,,,,,,158,WORD,"ID",50,island,ISLAND,m,,,,,,0.0432,-0.3944,0,0,0,,0,115,115,97,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.798,,,,,,,,0.798,0,,,,,,100,WORD,"ID",33,carbon,CARBON,m,,,,,,0.0432,-0.3944,0,0,0,,0,116,116,39,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.953,,,,,,,,0.953,1,,,,,,417,NW,"ID",50,earoud,EAROUD,z,,,,,,0.0432,-0.3944,0,0,0,,0,117,117,356,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.652,,,,,,,,0.652,1,,,,,,69,WORD,"ID",33,plenty,PLENTY,m,,,,,,0.0432,-0.3944,0,0,0,,0,118,118,8,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.696,,,,,,,,0.696,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,,,,,,0.0432,-0.3944,0,0,0,,0,119,119,367,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.719,,,,,,,,0.719,1,,,,,,182,WORD,UN,33,absent,WINTER,m,,,,,,0.0592,-0.3848,1,0,0,,0,120,120,121,1,break_done_button
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.803,,,,,,,,0.803,1,,,,,,40,WORD,UN,50,spring,CONVEY,m,,,,,,0.1696,-0.396,0,0,0,,0,121,121,219,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.803,-1,,,,,,114,WORD,"ID",33,placid,PLACID,m,,,,,,0.1696,-0.396,0,0,0,,0,122,122,53,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.931,,,,,,,,0.931,1,,,,,,215,WORD,UN,33,lumber,PHOBIA,m,,,,,,0.1696,-0.396,0,0,0,,0,123,123,154,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.721,,,,,,,,0.721,0,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,,,,,,0.1696,-0.396,0,0,0,,0,124,124,259,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.712,,,,,,,,0.712,1,,,,,,28,WORD,UN,50,sketch,COMEDY,m,,,,,,0.1696,-0.396,0,0,0,,0,125,125,207,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.635,,,,,,,,0.635,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,,,,,,0.1696,-0.396,0,0,0,,0,126,126,247,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.565,,,,,,,,0.565,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,,,,,,0.1696,-0.396,0,0,0,,0,127,127,409,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.562,,,,,,,,0.562,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,,,,,,0.1696,-0.396,0,0,0,,0,128,128,293,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.666,,,,,,,,0.666,1,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,,,,,,0.1696,-0.396,0,0,0,,0,129,129,45,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.531,,,,,,,,0.531,1,,,,,,156,WORD,"ID",50,cradle,CRADLE,m,,,,,,0.1696,-0.396,0,0,0,,0,130,130,95,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.068,,,,,,,,1.068,1,,,,,,253,NW,UN,50,varosh,RESAIT,z,,,,,,0.1696,-0.396,0,0,0,,0,131,131,432,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.572,,,,,,,,0.572,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,,,,,,0.1696,-0.396,0,0,0,,0,132,132,51,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.536,,,,,,,,0.536,1,,,,,,168,WORD,"ID",50,answer,ANSWER,m,,,,,,0.1696,-0.396,0,0,0,,0,133,133,107,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.588,,,,,,,,0.588,1,,,,,,14,WORD,UN,50,orange,ALMOST,m,,,,,,0.1696,-0.396,0,0,0,,0,134,134,193,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.598,,,,,,,,0.598,1,,,,,,416,NW,"ID",50,pathel,PATHEL,z,,,,,,0.1696,-0.396,0,0,0,,0,135,135,355,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.672,,,,,,,,0.672,1,,,,,,440,NW,UN,33,rastoe,SARIDE,z,,,,,,0.1696,-0.396,0,0,0,,0,136,136,379,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.633,,,,,,,,0.633,1,,,,,,13,WORD,UN,50,almost,STRIVE,m,,,,,,0.1696,-0.396,0,0,0,,0,137,137,192,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.651,,,,,,,,0.651,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,,,,,,0.1696,-0.396,0,0,0,,0,138,138,55,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.698,,,,,,,,0.698,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,,,,,,0.1696,-0.396,0,0,0,,0,139,139,144,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.749,,,,,,,,0.749,1,,,,,,364,NW,"ID",50,impote,IMPOTE,z,,,,,,0.1696,-0.396,0,0,0,,0,140,140,303,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.708,,,,,,,,0.708,1,,,,,,394,NW,"ID",50,spaqux,SPAQUX,z,,,,,,0.1696,-0.396,0,0,0,,0,141,141,333,1,
,,,,,,,,,,,,,,,,,,5deaac8dff7f711d9032fa94,2020-08-10_13h15.43.771,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.57,,,,,,,,0.57,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,0.1696,-0.396,0,0,0,,0,142,142,400,1,
