counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.61486,,,,,,,,0.61486,1,,,,,,404,NW,UN,33,syntic,CLUIRM,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,55,55,403,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.634565,,,,,,,,0.634565,1,,,,,,213,WORD,UN,50,intake,SQUEAL,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,56,56,212,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.665495,,,,,,,,0.665495,1,,,,,,98,WORD,"ID",50,belong,BELONG,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,57,57,97,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.56589,,,,,,,,0.56589,1,,,,,,210,WORD,UN,50,infect,MONKEY,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,58,58,209,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.574195,,,,,,,,0.574195,1,,,,,,133,WORD,UN,33,debris,CHROME,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,59,59,132,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.66742,,,,,,,,0.66742,1,,,,,,358,NW,"ID",50,fleack,FLEACK,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,60,60,357,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.66646,,,,,,,,0.66646,1,,,,,,142,WORD,UN,33,orphan,SPRUCE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,61,61,141,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.604635,,,,,,,,0.604635,1,,,,,,286,NW,"ID",33,reldon,RELDON,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,62,62,285,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.75582,,,,,,,,0.75582,1,,,,,,388,NW,UN,33,witmer,CRAGIN,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,63,63,387,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.80562,,,,,,,,0.80562,1,,,,,,268,NW,"ID",33,packes,PACKES,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,64,64,267,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.774825,,,,,,,,0.774825,1,,,,,,392,NW,UN,33,ganous,ROUNCY,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,65,65,391,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.593175,,,,,,,,0.593175,1,,,,,,30,WORD,"ID",33,orient,ORIENT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,66,66,29,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.62485,,,,,,,,0.62485,1,,,,,,19,WORD,"ID",33,patron,PATRON,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,67,67,18,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.00794,,,,,,,,1.00794,1,,,,,,420,NW,UN,33,pauche,GUSHOP,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,68,68,419,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.582915,,,,,,,,0.582915,1,,,,,,37,WORD,"ID",33,insult,INSULT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,69,69,36,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.6027,,,,,,,,0.6027,1,,,,,,317,NW,"ID",50,worbal,WORBAL,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,70,70,316,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.599985,,,,,,,,0.599985,1,,,,,,11,WORD,"ID",33,cruise,CRUISE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,71,71,10,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,0,0.89993,,,,,,,,0.89993,0,,,,,,154,WORD,UN,33,lizard,AUTHOR,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,72,72,153,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.03324,,,,,,,,1.03324,1,,,,,,255,NW,"ID",33,apight,APIGHT,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,73,73,254,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.766085,,,,,,,,0.766085,1,,,,,,294,NW,"ID",33,inhort,INHORT,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,74,74,293,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.65407,,,,,,,,0.65407,1,,,,,,398,NW,UN,33,fouret,BLUNDE,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,75,75,397,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.59954,,,,,,,,0.59954,1,,,,,,329,NW,"ID",50,yarike,YARIKE,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,76,76,328,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.78832,,,,,,,,0.78832,1,,,,,,219,WORD,UN,50,voyage,BUCKET,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,77,77,218,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.589265,,,,,,,,0.589265,1,,,,,,101,WORD,"ID",50,wrench,WRENCH,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,78,78,100,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.76497,,,,,,,,0.76497,1,,,,,,134,WORD,UN,33,import,STAPLE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,79,79,133,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.55028,,,,,,,,0.55028,1,,,,,,80,WORD,"ID",50,family,FAMILY,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,80,80,79,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.566775,,,,,,,,0.566775,1,,,,,,102,WORD,"ID",50,direct,DIRECT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,81,81,101,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.76719,,,,,,,,0.76719,1,,,,,,320,NW,"ID",50,jockal,JOCKAL,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,82,82,319,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.737295,,,,,,,,0.737295,1,,,,,,421,NW,UN,50,alcoud,KNISMA,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,83,83,420,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.60342,,,,,,,,0.60342,1,,,,,,82,WORD,"ID",50,stigma,STIGMA,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,84,84,81,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.73252,,,,,,,,0.73252,1,,,,,,84,WORD,"ID",50,mortal,MORTAL,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,85,85,83,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.63354,,,,,,,,0.63354,1,,,,,,395,NW,UN,33,flengy,COLURY,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,86,86,394,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.59897,,,,,,,,0.59897,1,,,,,,215,WORD,UN,50,behalf,PHOBIA,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,87,87,214,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.6034,,,,,,,,0.6034,1,,,,,,469,NW,UN,50,crudio,PADIFS,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,88,88,468,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.999895,,,,,,,,0.999895,1,,,,,,389,NW,UN,33,hatrus,WITMER,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,89,89,388,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.65213,,,,,,,,0.65213,1,,,,,,110,WORD,"ID",50,polite,POLITE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,90,90,109,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.69088,,,,,,,,0.69088,1,,,,,,182,WORD,UN,50,basket,WINTER,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,91,91,181,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.606695,,,,,,,,0.606695,1,,,,,,162,WORD,UN,33,string,CANDLE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,92,92,161,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.687525,,,,,,,,0.687525,1,,,,,,289,NW,"ID",33,starby,STARBY,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,93,93,288,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.63603,,,,,,,,0.63603,1,,,,,,299,NW,"ID",33,sturch,STURCH,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,94,94,298,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.631255,,,,,,,,0.631255,1,,,,,,70,WORD,"ID",50,square,SQUARE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,95,95,69,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.60154,,,,,,,,0.60154,1,,,,,,83,WORD,"ID",50,result,RESULT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,96,96,82,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.99156,,,,,,,,0.99156,1,,,,,,448,NW,UN,50,brunge,SADENT,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,97,97,447,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.72125,,,,,,,,0.72125,1,,,,,,374,NW,UN,33,yorque,SLIANT,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,98,98,373,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.54077,,,,,,,,0.54077,1,,,,,,44,WORD,"ID",33,danger,DANGER,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,99,99,43,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.53418,,,,,,,,0.53418,1,,,,,,179,WORD,UN,33,silent,BASKET,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,100,100,178,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.634425,,,,,,,,0.634425,1,,,,,,263,NW,"ID",33,dolica,DOLICA,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,101,101,262,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.566505,,,,,,,,0.566505,1,,,,,,157,WORD,UN,33,island,DRAGON,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,102,102,156,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.635335,,,,,,,,0.635335,1,,,,,,163,WORD,UN,33,market,STRING,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,103,103,162,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.819125,,,,,,,,0.819125,1,,,,,,434,NW,UN,50,impurb,PITROM,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,104,104,433,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.63318,,,,,,,,0.63318,1,,,,,,42,WORD,"ID",33,chapel,CHAPEL,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,105,105,41,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.63397,,,,,,,,0.63397,1,,,,,,410,NW,UN,33,orchin,TUNORY,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,106,106,409,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.752135,,,,,,,,0.752135,1,,,,,,77,WORD,"ID",50,racket,RACKET,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,107,107,76,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.916485,,,,,,,,0.916485,1,,,,,,211,WORD,UN,50,verify,INFECT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,108,108,210,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.603175,,,,,,,,0.603175,1,,,,,,33,WORD,"ID",33,butler,BUTLER,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,109,109,32,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.709005,,,,,,,,0.709005,1,,,,,,269,NW,"ID",33,orchet,ORCHET,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,110,110,268,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.721005,,,,,,,,0.721005,1,,,,,,282,NW,"ID",33,porlex,PORLEX,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,111,111,281,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.616805,,,,,,,,0.616805,1,,,,,,249,NW,"ID",33,batrol,BATROL,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,112,112,248,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.61976,,,,,,,,0.61976,1,,,,,,115,WORD,"ID",50,guitar,GUITAR,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,113,113,114,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.73903,,,,,,,,0.73903,1,,,,,,443,NW,UN,50,jaunce,DORSEX,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,114,114,442,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.849845,,,,,,,,0.849845,1,,,,,,89,WORD,"ID",50,permit,PERMIT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,115,115,88,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.907465,,,,,,,,0.907465,1,,,,,,258,NW,"ID",33,poluth,POLUTH,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,116,116,257,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.67242,,,,,,,,0.67242,1,,,,,,46,WORD,"ID",33,single,SINGLE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,117,117,45,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.70186,,,,,,,,0.70186,1,,,,,,50,WORD,"ID",33,snatch,SNATCH,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,118,118,49,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.675155,,,,,,,,0.675155,1,,,,,,383,NW,UN,33,guesco,AUNGRE,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,119,119,382,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.61758,,,,,,,,0.61758,1,,,,,,71,WORD,"ID",50,garden,GARDEN,m,,,,,,0.076744249,-0.42801378,0,0,0,space,0,120,120,70,1,18.9931
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.51572,,,,,,,,0.51572,1,,,,,,97,WORD,"ID",50,client,CLIENT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,121,121,96,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.549885,,,,,,,,0.549885,1,,,,,,63,WORD,"ID",50,launch,LAUNCH,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,122,122,62,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.55083,,,,,,,,0.55083,1,,,,,,324,NW,"ID",50,steikh,STEIKH,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,123,123,323,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.599495,,,,,,,,0.599495,1,,,,,,259,NW,"ID",33,soudal,SOUDAL,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,124,124,258,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.54273,,,,,,,,0.54273,1,,,,,,280,NW,"ID",33,curbol,CURBOL,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,125,125,279,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.56711,,,,,,,,0.56711,1,,,,,,349,NW,"ID",50,asylen,ASYLEN,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,126,126,348,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.81812,,,,,,,,0.81812,1,,,,,,177,WORD,UN,33,inform,ADVENT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,127,127,176,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.68863,,,,,,,,0.68863,1,,,,,,455,NW,UN,50,broget,TONDLE,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,128,128,454,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.696505,,,,,,,,0.696505,1,,,,,,429,NW,UN,50,caroey,FUNTLE,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,129,129,428,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.76701,,,,,,,,0.76701,1,,,,,,328,NW,"ID",50,broake,BROAKE,z,,,,,,0.076744249,-0.42801378,0,0,0,,0,130,130,327,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.70691,,,,,,,,0.70691,1,,,,,,2,WORD,"ID",33,bridge,BRIDGE,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,131,131,1,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.56745,,,,,,,,0.56745,1,,,,,,35,WORD,"ID",33,socket,SOCKET,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,132,132,34,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.57616,,,,,,,,0.57616,1,,,,,,235,WORD,UN,50,pirate,GRUMPY,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,133,133,234,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.505185,,,,,,,,0.505185,1,,,,,,3,WORD,"ID",33,knight,KNIGHT,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,134,134,2,1,
,,,,,,,,,,,,,,,,,,5ef3723b50bced0c4a711686,2020-08-10_12h18.41.167,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.55853,,,,,,,,0.55853,1,,,,,,25,WORD,"ID",33,domain,DOMAIN,m,,,,,,0.076744249,-0.42801378,0,0,0,,0,135,135,24,1,
