counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.583,1,,,,,,162,WORD,"ID",50,candle,CANDLE,m,0.583,,,,,,-0.035555556,-0.415555556,0,0,0,,0,57,57,101,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.863,1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,0.863,,,,,,-0.035555556,-0.415555556,0,0,0,,0,58,58,253,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.663,1,,,,,,396,NW,"ID",50,flengy,FLENGY,z,0.663,,,,,,-0.035555556,-0.415555556,0,0,0,,0,59,59,335,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.67,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,0.67,,,,,,-0.035555556,-0.415555556,0,0,0,,0,60,60,377,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.806,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.806,,,,,,-0.035555556,-0.415555556,0,0,0,,0,61,61,382,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.729,1,,,,,,446,NW,UN,33,gircue,RUNAMO,z,0.729,,,,,,-0.035555556,-0.415555556,0,0,0,,0,62,62,385,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.763,1,,,,,,255,NW,UN,50,inlors,APIGHT,z,0.763,,,,,,-0.035555556,-0.415555556,0,0,0,,0,63,63,434,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.692,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,0.692,,,,,,-0.035555556,-0.415555556,0,0,0,,0,64,64,409,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.642,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,0.642,,,,,,-0.035555556,-0.415555556,0,0,0,,0,65,65,157,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.622,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,0.622,,,,,,-0.035555556,-0.415555556,0,0,0,,0,66,66,14,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.952,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,0.952,,,,,,-0.035555556,-0.415555556,0,0,0,,0,67,67,393,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.009,1,,,,,,370,NW,"ID",50,sleact,SLEACT,z,1.009,,,,,,-0.035555556,-0.415555556,0,0,0,,0,68,68,309,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.862,1,,,,,,389,NW,"ID",50,witmer,WITMER,z,0.862,,,,,,-0.035555556,-0.415555556,0,0,0,,0,69,69,328,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.864,1,,,,,,222,WORD,UN,33,export,HINDER,m,0.864,,,,,,-0.035555556,-0.415555556,0,0,0,,0,70,70,161,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.664,1,,,,,,126,WORD,"ID",50,enough,ENOUGH,m,0.664,,,,,,-0.035555556,-0.415555556,0,0,0,,0,71,71,65,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.724,1,,,,,,405,NW,"ID",50,flumni,FLUMNI,z,0.724,,,,,,-0.035555556,-0.415555556,0,0,0,,0,72,72,344,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.748,1,,,,,,156,WORD,"ID",50,cradle,CRADLE,m,0.748,,,,,,-0.035555556,-0.415555556,0,0,0,,0,73,73,95,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.624,1,,,,,,153,WORD,"ID",50,behold,BEHOLD,m,0.624,,,,,,-0.035555556,-0.415555556,0,0,0,,0,74,74,92,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.666,1,,,,,,166,WORD,"ID",50,starch,STARCH,m,0.666,,,,,,-0.035555556,-0.415555556,0,0,0,,0,75,75,105,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.764,1,,,,,,293,NW,UN,50,inhort,SWANCE,z,0.764,,,,,,-0.035555556,-0.415555556,0,0,0,,0,76,76,472,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.802,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,0.802,,,,,,-0.035555556,-0.415555556,0,0,0,,0,77,77,56,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.308,1,,,,,,248,NW,UN,50,batrol,STROLE,z,1.308,,,,,,-0.035555556,-0.415555556,0,0,0,,0,78,78,427,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.985,1,,,,,,408,NW,"ID",50,hurnia,HURNIA,z,0.985,,,,,,-0.035555556,-0.415555556,0,0,0,,0,79,79,347,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.665,1,,,,,,86,WORD,"ID",33,rodent,RODENT,m,0.665,,,,,,-0.035555556,-0.415555556,0,0,0,,0,80,80,25,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.682,1,,,,,,49,WORD,UN,50,snatch,SURVEY,m,0.682,,,,,,-0.035555556,-0.415555556,0,0,0,,0,81,81,228,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.663,1,,,,,,83,WORD,"ID",33,result,RESULT,m,0.663,,,,,,-0.035555556,-0.415555556,0,0,0,,0,82,82,22,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.764,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,0.764,,,,,,-0.035555556,-0.415555556,0,0,0,,0,83,83,400,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.683,1,,,,,,24,WORD,UN,50,domain,PRAISE,m,0.683,,,,,,-0.035555556,-0.415555556,0,0,0,,0,84,84,203,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.696,1,,,,,,230,WORD,UN,33,mother,FRINGE,m,0.696,,,,,,-0.035555556,-0.415555556,0,0,0,,0,85,85,169,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.765,1,,,,,,410,NW,"ID",50,tunory,TUNORY,z,0.765,,,,,,-0.035555556,-0.415555556,0,0,0,,0,86,86,349,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.762,1,,,,,,362,NW,"ID",50,tireau,TIREAU,z,0.762,,,,,,-0.035555556,-0.415555556,0,0,0,,0,87,87,301,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.821,1,,,,,,125,WORD,"ID",50,nickel,NICKEL,m,0.821,,,,,,-0.035555556,-0.415555556,0,0,0,,0,88,88,64,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.643,1,,,,,,12,WORD,UN,50,strive,ORANGE,m,0.643,,,,,,-0.035555556,-0.415555556,0,0,0,,0,89,89,191,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.722,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,0.722,,,,,,-0.035555556,-0.415555556,0,0,0,,0,90,90,153,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.63,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,0.63,,,,,,-0.035555556,-0.415555556,0,0,0,,0,91,91,128,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,1.007,0,,,,,,413,NW,"ID",50,equats,EQUATS,z,1.007,,,,,,-0.035555556,-0.415555556,0,0,0,,0,92,92,352,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.744,1,,,,,,305,NW,"ID",33,forgle,FORGLE,z,0.744,,,,,,-0.035555556,-0.415555556,0,0,0,,0,93,93,244,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.752,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,0.752,,,,,,-0.035555556,-0.415555556,0,0,0,,0,94,94,410,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.785,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,0.785,,,,,,-0.035555556,-0.415555556,0,0,0,,0,95,95,384,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.603,1,,,,,,180,WORD,"ID",50,silent,SILENT,m,0.603,,,,,,-0.035555556,-0.415555556,0,0,0,,0,96,96,119,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.669,1,,,,,,21,WORD,UN,50,jockey,SIMPLE,m,0.669,,,,,,-0.035555556,-0.415555556,0,0,0,,0,97,97,200,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.627,1,,,,,,11,WORD,UN,50,amount,CRUISE,m,0.627,,,,,,-0.035555556,-0.415555556,0,0,0,,0,98,98,190,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.781,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,0.781,,,,,,-0.035555556,-0.415555556,0,0,0,,0,99,99,178,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.865,1,,,,,,426,NW,UN,33,schind,URIVEL,z,0.865,,,,,,-0.035555556,-0.415555556,0,0,0,,0,100,100,365,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.883,1,,,,,,379,NW,"ID",50,auting,AUTING,z,0.883,,,,,,-0.035555556,-0.415555556,0,0,0,,0,101,101,318,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.772,1,,,,,,59,WORD,UN,50,pencil,SPLINT,m,0.772,,,,,,-0.035555556,-0.415555556,0,0,0,,0,102,102,238,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.968,1,,,,,,145,WORD,"ID",50,parish,PARISH,m,0.968,,,,,,-0.035555556,-0.415555556,0,0,0,,0,103,103,84,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.95,1,,,,,,285,NW,UN,50,reldon,PRUDGE,z,0.95,,,,,,-0.035555556,-0.415555556,0,0,0,,0,104,104,464,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.767,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,0.767,,,,,,-0.035555556,-0.415555556,0,0,0,,0,105,105,55,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.624,1,,,,,,158,WORD,"ID",50,island,ISLAND,m,0.624,,,,,,-0.035555556,-0.415555556,0,0,0,,0,106,106,97,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.702,1,,,,,,22,WORD,UN,50,wealth,JOCKEY,m,0.702,,,,,,-0.035555556,-0.415555556,0,0,0,,0,107,107,201,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.781,1,,,,,,1,WORD,UN,50,ethnic,FRIGHT,m,0.781,,,,,,-0.035555556,-0.415555556,0,0,0,,0,108,108,180,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.764,1,,,,,,10,WORD,UN,50,cruise,ETHNIC,m,0.764,,,,,,-0.035555556,-0.415555556,0,0,0,,0,109,109,189,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.682,1,,,,,,136,WORD,"ID",50,bleach,BLEACH,m,0.682,,,,,,-0.035555556,-0.415555556,0,0,0,,0,110,110,75,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,1.227,1,,,,,,345,NW,"ID",33,absend,ABSEND,z,1.227,,,,,,-0.035555556,-0.415555556,0,0,0,,0,111,111,284,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.69,1,,,,,,130,WORD,"ID",50,stupid,STUPID,m,0.69,,,,,,-0.035555556,-0.415555556,0,0,0,,0,112,112,69,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.692,1,,,,,,23,WORD,UN,50,praise,WEALTH,m,0.692,,,,,,-0.035555556,-0.415555556,0,0,0,,0,113,113,202,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.588,1,,,,,,168,WORD,"ID",50,answer,ANSWER,m,0.588,,,,,,-0.035555556,-0.415555556,0,0,0,,0,114,114,107,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.864,1,,,,,,89,WORD,"ID",33,permit,PERMIT,m,0.864,,,,,,-0.035555556,-0.415555556,0,0,0,,0,115,115,28,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.784,1,,,,,,290,NW,UN,50,pretch,SPLINO,z,0.784,,,,,,-0.035555556,-0.415555556,0,0,0,,0,116,116,469,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.823,1,,,,,,232,WORD,UN,33,nature,INJECT,m,0.823,,,,,,-0.035555556,-0.415555556,0,0,0,,0,117,117,171,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.771,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,0.771,,,,,,-0.035555556,-0.415555556,0,0,0,,0,118,118,407,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.927,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,0.927,,,,,,-0.035555556,-0.415555556,0,0,0,,0,119,119,363,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.849,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,0.849,,,,,,-0.035555556,-0.415555556,1,0,0,,0,120,120,296,1,break_done_button,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,1.527,1,,,,,,129,WORD,"ID",50,marvel,MARVEL,m,1.527,,,,,,-0.035555556,-0.415555556,0,0,0,,0,121,121,68,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.884,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,0.884,,,,,,-0.035555556,-0.415555556,0,0,0,,0,122,122,412,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.722,1,,,,,,300,NW,UN,50,smenco,YARION,z,0.722,,,,,,-0.035555556,-0.415555556,0,0,0,,0,123,123,479,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.647,1,,,,,,80,WORD,"ID",33,family,FAMILY,m,0.647,,,,,,-0.035555556,-0.415555556,0,0,0,,0,124,124,19,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.642,1,,,,,,102,WORD,"ID",33,direct,DIRECT,m,0.642,,,,,,-0.035555556,-0.415555556,0,0,0,,0,125,125,41,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.71,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,0.71,,,,,,-0.035555556,-0.415555556,0,0,0,,0,126,126,404,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.684,1,,,,,,170,WORD,"ID",50,pounce,POUNCE,m,0.684,,,,,,-0.035555556,-0.415555556,0,0,0,,0,127,127,109,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.622,1,,,,,,135,WORD,"ID",50,import,IMPORT,m,0.622,,,,,,-0.035555556,-0.415555556,0,0,0,,0,128,128,74,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.791,1,,,,,,13,WORD,UN,50,almost,STRIVE,m,0.791,,,,,,-0.035555556,-0.415555556,0,0,0,,0,129,129,192,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.912,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,0.912,,,,,,-0.035555556,-0.415555556,0,0,0,,0,130,130,16,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.684,1,,,,,,2,WORD,UN,50,knight,BRIDGE,m,0.684,,,,,,-0.035555556,-0.415555556,0,0,0,,0,131,131,181,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.684,1,,,,,,3,WORD,UN,50,trench,KNIGHT,m,0.684,,,,,,-0.035555556,-0.415555556,0,0,0,,0,132,132,182,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.705,1,,,,,,366,NW,"ID",50,toshel,TOSHEL,z,0.705,,,,,,-0.035555556,-0.415555556,0,0,0,,0,133,133,305,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.764,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,0.764,,,,,,-0.035555556,-0.415555556,0,0,0,,0,134,134,414,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.863,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,0.863,,,,,,-0.035555556,-0.415555556,0,0,0,,0,135,135,381,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.65,1,,,,,,29,WORD,UN,50,orient,SKETCH,m,0.65,,,,,,-0.035555556,-0.415555556,0,0,0,,0,136,136,208,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.672,1,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,0.672,,,,,,-0.035555556,-0.415555556,0,0,0,,0,137,137,24,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.846,1,,,,,,271,NW,UN,50,damilt,AUBRID,z,0.846,,,,,,-0.035555556,-0.415555556,0,0,0,,0,138,138,450,1,,
,,,,,,,,,,,,,,,,,,5e5012ec47808406305d6a0d,2020-08-10_16h24.11.928,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.741,1,,,,,,226,WORD,UN,33,flower,CASINO,m,0.741,,,,,,-0.035555556,-0.415555556,0,0,0,,0,139,139,165,1,,
