counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.572385,1,,,,,,102,WORD,"ID",33,direct,DIRECT,m,0.572385,,,,,,0.549898413,0.077951658,0,0,1,,0,53,53,41,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.627255,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,0.627255,,,,,,0.549898413,0.077951658,0,0,1,,0,54,54,116,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.652165,1,,,,,,313,NW,"ID",33,paurse,PAURSE,z,0.652165,,,,,,0.549898413,0.077951658,0,0,1,,0,55,55,252,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.50282,1,,,,,,376,NW,"ID",16,iguare,IGUARE,z,0.50282,,,,,,0.549898413,0.077951658,0,0,1,,0,56,56,315,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.76067,1,,,,,,46,WORD,UN,16,income,SINGLE,m,0.76067,,,,,,0.549898413,0.077951658,0,0,1,,0,57,57,225,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.59336,1,,,,,,301,NW,"ID",33,fainch,FAINCH,z,0.59336,,,,,,0.549898413,0.077951658,0,0,1,,0,58,58,240,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.652265,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,0.652265,,,,,,0.549898413,0.077951658,0,0,1,,0,59,59,396,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.61864,1,,,,,,388,NW,"ID",16,cragin,CRAGIN,z,0.61864,,,,,,0.549898413,0.077951658,0,0,1,,0,60,60,327,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.60148,1,,,,,,14,WORD,UN,16,orange,ALMOST,m,0.60148,,,,,,0.549898413,0.077951658,0,0,1,,0,61,61,193,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.739165,1,,,,,,226,WORD,UN,33,flower,CASINO,m,0.739165,,,,,,0.549898413,0.077951658,0,0,1,,0,62,62,165,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.86893,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.86893,,,,,,0.549898413,0.077951658,0,0,1,,0,63,63,155,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.70229,1,,,,,,144,WORD,"ID",16,sponge,SPONGE,m,0.70229,,,,,,0.549898413,0.077951658,0,0,1,,0,64,64,83,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.669385,1,,,,,,318,NW,"ID",33,reagly,REAGLY,z,0.669385,,,,,,0.549898413,0.077951658,0,0,1,,0,65,65,257,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.69192,1,,,,,,57,WORD,UN,16,danger,CHANGE,m,0.69192,,,,,,0.549898413,0.077951658,0,0,1,,0,66,66,236,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.704755,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,0.704755,,,,,,0.549898413,0.077951658,0,0,1,,0,67,67,389,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.67037,1,,,,,,291,NW,UN,16,ablint,PRETCH,z,0.67037,,,,,,0.549898413,0.077951658,0,0,1,,0,68,68,470,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,0,,,,,,,,1.10923,0,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,1.10923,,,,,,0.549898413,0.077951658,0,0,1,,0,69,69,350,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.535315,1,,,,,,361,NW,"ID",16,pauche,PAUCHE,z,0.535315,,,,,,0.549898413,0.077951658,0,0,1,,0,70,70,300,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.82604,1,,,,,,268,NW,UN,16,orchet,PACKES,z,0.82604,,,,,,0.549898413,0.077951658,0,0,1,,0,71,71,447,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.69292,1,,,,,,469,NW,UN,33,crudio,PADIFS,z,0.69292,,,,,,0.549898413,0.077951658,0,0,1,,0,72,72,408,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.57535,1,,,,,,408,NW,"ID",16,hurnia,HURNIA,z,0.57535,,,,,,0.549898413,0.077951658,0,0,1,,0,73,73,347,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.635915,1,,,,,,381,NW,"ID",16,huniek,HUNIEK,z,0.635915,,,,,,0.549898413,0.077951658,0,0,1,,0,74,74,320,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.720345,1,,,,,,377,NW,"ID",16,injore,INJORE,z,0.720345,,,,,,0.549898413,0.077951658,0,0,1,,0,75,75,316,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.63639,1,,,,,,256,NW,UN,16,veniod,INLORS,z,0.63639,,,,,,0.549898413,0.077951658,0,0,1,,0,76,76,435,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.65386,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,0.65386,,,,,,0.549898413,0.077951658,0,0,1,,0,77,77,249,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.58735,1,,,,,,406,NW,"ID",16,nouply,NOUPLY,z,0.58735,,,,,,0.549898413,0.077951658,0,0,1,,0,78,78,345,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.637045,1,,,,,,462,NW,UN,33,kispel,ABSULT,z,0.637045,,,,,,0.549898413,0.077951658,0,0,1,,0,79,79,401,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.56938,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,0.56938,,,,,,0.549898413,0.077951658,0,0,1,,0,80,80,256,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.64189,1,,,,,,455,NW,UN,33,broget,TONDLE,z,0.64189,,,,,,0.549898413,0.077951658,0,0,1,,0,81,81,394,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.786305,1,,,,,,220,WORD,UN,33,mascot,VOYAGE,m,0.786305,,,,,,0.549898413,0.077951658,0,0,1,,0,82,82,159,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.660395,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,0.660395,,,,,,0.549898413,0.077951658,0,0,1,,0,83,83,51,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.552075,1,,,,,,109,WORD,"ID",33,wonder,WONDER,m,0.552075,,,,,,0.549898413,0.077951658,0,0,1,,0,84,84,48,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.620445,1,,,,,,379,NW,"ID",16,auting,AUTING,z,0.620445,,,,,,0.549898413,0.077951658,0,0,1,,0,85,85,318,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.60926,1,,,,,,185,WORD,UN,33,portal,BOTHER,m,0.60926,,,,,,0.549898413,0.077951658,0,0,1,,0,86,86,124,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.760385,1,,,,,,432,NW,UN,33,drance,LUNKER,z,0.760385,,,,,,0.549898413,0.077951658,0,0,1,,0,87,87,371,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.604555,1,,,,,,200,WORD,UN,33,admire,BEACON,m,0.604555,,,,,,0.549898413,0.077951658,0,0,1,,0,88,88,139,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,1.13702,1,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,1.13702,,,,,,0.549898413,0.077951658,0,0,1,,0,89,89,5,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.62546,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,0.62546,,,,,,0.549898413,0.077951658,0,0,1,,0,90,90,141,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.57486,1,,,,,,146,WORD,"ID",16,couple,COUPLE,m,0.57486,,,,,,0.549898413,0.077951658,0,0,1,,0,91,91,85,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.859405,1,,,,,,311,NW,"ID",33,sproly,SPROLY,z,0.859405,,,,,,0.549898413,0.077951658,0,0,1,,0,92,92,250,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.55338,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,0.55338,,,,,,0.549898413,0.077951658,0,0,1,,0,93,93,333,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.619855,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,0.619855,,,,,,0.549898413,0.077951658,0,0,1,,0,94,94,100,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.60216,1,,,,,,62,WORD,"ID",33,region,REGION,m,0.60216,,,,,,0.549898413,0.077951658,0,0,1,,0,95,95,1,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.63708,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,0.63708,,,,,,0.549898413,0.077951658,0,0,1,,0,96,96,417,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.601965,1,,,,,,448,NW,UN,33,brunge,SADENT,z,0.601965,,,,,,0.549898413,0.077951658,0,0,1,,0,97,97,387,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.63646,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,0.63646,,,,,,0.549898413,0.077951658,0,0,1,,0,98,98,145,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.83589,1,,,,,,263,NW,UN,16,vackel,DOLICA,z,0.83589,,,,,,0.549898413,0.077951658,0,0,1,,0,99,99,442,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.688795,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,0.688795,,,,,,0.549898413,0.077951658,0,0,1,,0,100,100,474,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.54343,1,,,,,,103,WORD,"ID",33,bounce,BOUNCE,m,0.54343,,,,,,0.549898413,0.077951658,0,0,1,,0,101,101,42,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.575895,1,,,,,,167,WORD,"ID",16,design,DESIGN,m,0.575895,,,,,,0.549898413,0.077951658,0,0,1,,0,102,102,106,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.62066,1,,,,,,232,WORD,UN,33,nature,INJECT,m,0.62066,,,,,,0.549898413,0.077951658,0,0,1,,0,103,103,171,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.755315,1,,,,,,369,NW,"ID",16,wronch,WRONCH,z,0.755315,,,,,,0.549898413,0.077951658,0,0,1,,0,104,104,308,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.655335,1,,,,,,328,NW,"ID",33,broake,BROAKE,z,0.655335,,,,,,0.549898413,0.077951658,0,0,1,,0,105,105,267,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.635685,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,0.635685,,,,,,0.549898413,0.077951658,0,0,1,,0,106,106,140,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.568245,1,,,,,,409,NW,"ID",16,elopia,ELOPIA,z,0.568245,,,,,,0.549898413,0.077951658,0,0,1,,0,107,107,348,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.652025,1,,,,,,42,WORD,UN,16,tongue,CHAPEL,m,0.652025,,,,,,0.549898413,0.077951658,0,0,1,,0,108,108,221,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.71928,1,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,0.71928,,,,,,0.549898413,0.077951658,0,0,1,,0,109,109,287,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.835215,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,0.835215,,,,,,0.549898413,0.077951658,0,0,1,,0,110,110,271,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.65146,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,0.65146,,,,,,0.549898413,0.077951658,0,0,1,,0,111,111,364,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,,,,,,,,0.969775,0,,,,,,53,WORD,UN,16,ramble,POLICE,m,0.969775,,,,,,0.549898413,0.077951658,0,0,1,,0,112,112,232,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.752165,1,,,,,,267,NW,UN,16,packes,PASINK,z,0.752165,,,,,,0.549898413,0.077951658,0,0,1,,0,113,113,446,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.785375,1,,,,,,243,NW,UN,16,eatric,MUSIED,z,0.785375,,,,,,0.549898413,0.077951658,0,0,1,,0,114,114,422,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,1.169875,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,1.169875,,,,,,0.549898413,0.077951658,0,0,1,,0,115,115,363,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.91665,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,0.91665,,,,,,0.549898413,0.077951658,0,0,1,,0,116,116,368,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.53621,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,0.53621,,,,,,0.549898413,0.077951658,0,0,1,,0,117,117,36,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,1.12569,1,,,,,,222,WORD,UN,33,export,HINDER,m,1.12569,,,,,,0.549898413,0.077951658,0,0,1,,0,118,118,161,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.602225,1,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,0.602225,,,,,,0.549898413,0.077951658,0,0,1,,0,119,119,251,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.69125,1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,0.69125,,,,,,0.549898413,0.077951658,0,0,1,space,0,120,120,90,1,45.89094
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,0,,,,,,,,0.67343,0,,,,,,225,WORD,UN,33,casino,VULGAR,m,0.67343,,,,,,0.549898413,0.077951658,0,0,1,,0,121,121,164,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.622505,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,0.622505,,,,,,0.549898413,0.077951658,0,0,1,,0,122,122,12,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.644685,1,,,,,,149,WORD,"ID",16,invade,INVADE,m,0.644685,,,,,,0.549898413,0.077951658,0,0,1,,0,123,123,88,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.53835,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,0.53835,,,,,,0.549898413,0.077951658,0,0,1,,0,124,124,43,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.518405,1,,,,,,47,WORD,UN,16,walnut,INCOME,m,0.518405,,,,,,0.549898413,0.077951658,0,0,1,,0,125,125,226,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.58658,1,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,0.58658,,,,,,0.549898413,0.077951658,0,0,1,,0,126,126,96,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,z,1,,,,,,,,0.590845,1,,,,,,365,NW,"ID",16,guairt,GUAIRT,z,0.590845,,,,,,0.549898413,0.077951658,0,0,1,,0,127,127,304,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.517595,1,,,,,,39,WORD,UN,16,convey,INSECT,m,0.517595,,,,,,0.549898413,0.077951658,0,0,1,,0,128,128,218,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.935835,1,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,0.935835,,,,,,0.549898413,0.077951658,0,0,1,,0,129,129,64,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.542005,1,,,,,,129,WORD,"ID",16,marvel,MARVEL,m,0.542005,,,,,,0.549898413,0.077951658,0,0,1,,0,130,130,68,1,
,,,,,,,,,,,,,,,,,,5d5db7f7ca179000180b17cc,2020-11-27_15h04.24.830,lexical_decision_task_MP_exp2,2020.2.5,MacIntel,60,,m,1,,,,,,,,0.552285,1,,,,,,1,WORD,UN,16,ethnic,FRIGHT,m,0.552285,,,,,,0.549898413,0.077951658,0,0,1,,0,131,131,180,1,
