counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.807755,,,,,,,,0.807755,1,,,,,,433,NW,"ID",33,drance,DRANCE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,53,53,252,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.68143,,,,,,,,0.68143,1,,,,,,32,WORD,"ID",16,buckle,BUCKLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,54,54,91,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61618,,,,,,,,0.61618,1,,,,,,55,WORD,"ID",16,stroke,STROKE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,55,55,114,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57483,,,,,,,,0.57483,1,,,,,,164,WORD,UN,16,invest,MARKET,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,56,56,223,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.567915,,,,,,,,0.567915,1,,,,,,154,WORD,UN,16,lizard,AUTHOR,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,57,57,213,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.600645,,,,,,,,0.600645,1,,,,,,261,NW,"ID",16,stunch,STUNCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,58,58,320,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.522565,,,,,,,,0.522565,1,,,,,,214,WORD,"ID",33,intake,INTAKE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,59,59,33,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.515975,,,,,,,,0.515975,1,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,60,60,32,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.665985,,,,,,,,0.665985,1,,,,,,468,NW,"ID",33,wictor,WICTOR,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,61,61,287,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.833665,,,,,,,,0.833665,1,,,,,,332,NW,UN,33,catrie,VANGUE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,62,62,391,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.743845,,,,,,,,0.743845,1,,,,,,199,WORD,"ID",33,invoke,INVOKE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,63,63,18,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.633675,,,,,,,,0.633675,1,,,,,,114,WORD,UN,33,guitar,PLACID,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,64,64,173,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.598315,,,,,,,,0.598315,1,,,,,,245,NW,"ID",16,anougs,ANOUGS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,65,65,304,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.75492,,,,,,,,0.75492,0,,,,,,338,NW,UN,33,fachow,WREASH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,66,66,397,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.01562,,,,,,,,1.01562,1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,67,67,250,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.54887,,,,,,,,0.54887,1,,,,,,157,WORD,UN,16,island,DRAGON,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,68,68,216,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.75106,,,,,,,,0.75106,1,,,,,,268,NW,"ID",16,packes,PACKES,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,69,69,327,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.66073,,,,,,,,0.66073,1,,,,,,373,NW,UN,16,sliant,BIGENT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,70,70,432,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.748335,,,,,,,,0.748335,1,,,,,,82,WORD,UN,33,result,STIGMA,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,71,71,141,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.23061,,,,,,,,1.23061,1,,,,,,190,WORD,"ID",33,backup,BACKUP,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,72,72,9,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.571795,,,,,,,,0.571795,1,,,,,,347,NW,UN,33,dumple,KERIFT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,73,73,406,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.721455,,,,,,,,0.721455,1,,,,,,87,WORD,UN,33,sprawl,FILTER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,74,74,146,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61342,,,,,,,,0.61342,1,,,,,,107,WORD,UN,33,reckon,SLOGAN,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,75,75,166,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.15838,,,,,,,,1.15838,1,,,,,,84,WORD,UN,33,strand,MORTAL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,76,76,143,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.767325,,,,,,,,0.767325,1,,,,,,106,WORD,UN,33,slogan,RANSOM,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,77,77,165,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.572855,,,,,,,,0.572855,1,,,,,,359,NW,UN,33,desory,FONVER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,78,78,418,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.761015,,,,,,,,0.761015,1,,,,,,83,WORD,UN,33,mortal,RESULT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,79,79,142,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.83832,,,,,,,,0.83832,1,,,,,,52,WORD,"ID",16,impose,IMPOSE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,80,80,111,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.596975,,,,,,,,0.596975,1,,,,,,253,NW,"ID",16,resait,RESAIT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,81,81,312,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61664,,,,,,,,0.61664,1,,,,,,210,WORD,"ID",33,monkey,MONKEY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,82,82,29,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.587295,,,,,,,,0.587295,0,,,,,,58,WORD,"ID",16,foster,FOSTER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,83,83,117,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.01948,,,,,,,,1.01948,1,,,,,,50,WORD,"ID",16,snatch,SNATCH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,84,84,109,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.614855,,,,,,,,0.614855,1,,,,,,365,NW,UN,16,toshel,GUAIRT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,85,85,424,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.823385,,,,,,,,0.823385,1,,,,,,184,WORD,"ID",33,sleazy,SLEAZY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,86,86,3,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.569925,,,,,,,,0.569925,1,,,,,,387,NW,UN,16,cragin,GRONCE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,87,87,446,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.962765,,,,,,,,0.962765,1,,,,,,145,WORD,UN,16,couple,PARISH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,88,88,204,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.69385,,,,,,,,0.69385,1,,,,,,460,NW,"ID",33,mingar,MINGAR,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,89,89,279,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.585925,,,,,,,,0.585925,1,,,,,,191,WORD,"ID",33,stable,STABLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,90,90,10,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.586925,,,,,,,,0.586925,1,,,,,,221,WORD,"ID",33,mascot,MASCOT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,91,91,40,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.66486,,,,,,,,0.66486,1,,,,,,2,WORD,"ID",16,bridge,BRIDGE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,92,92,61,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.634545,,,,,,,,0.634545,1,,,,,,439,NW,"ID",33,limpor,LIMPOR,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,93,93,258,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.5656,,,,,,,,0.5656,1,,,,,,287,NW,"ID",16,nymbel,NYMBEL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,94,94,346,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.53238,,,,,,,,0.53238,1,,,,,,305,NW,UN,33,sounge,FORGLE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,95,95,364,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.57061,,,,,,,,0.57061,1,,,,,,306,NW,UN,33,kirafe,SOUNGE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,96,96,365,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57551,,,,,,,,0.57551,1,,,,,,17,WORD,"ID",16,charge,CHARGE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,97,97,76,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.71982,,,,,,,,0.71982,1,,,,,,153,WORD,UN,16,author,BEHOLD,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,98,98,212,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.66468,,,,,,,,0.66468,1,,,,,,94,WORD,UN,33,thread,TRAVEL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,99,99,153,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.635105,,,,,,,,0.635105,1,,,,,,400,NW,UN,16,mustil,WEAROX,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,100,100,459,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,0.57823,,,,,,,,0.57823,0,,,,,,285,NW,"ID",16,prudge,PRUDGE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,101,101,344,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.650825,,,,,,,,0.650825,1,,,,,,336,NW,UN,33,rejols,GHODUS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,102,102,395,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.88767,,,,,,,,0.88767,1,,,,,,176,WORD,UN,16,advent,STRIFE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,103,103,235,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.67692,,,,,,,,0.67692,1,,,,,,326,NW,UN,33,plenac,IGUADE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,104,104,385,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63197,,,,,,,,0.63197,1,,,,,,384,NW,UN,16,injore,GUESCO,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,105,105,443,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.69632,,,,,,,,0.69632,1,,,,,,441,NW,"ID",33,rastoe,RASTOE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,106,106,260,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.94898,,,,,,,,0.94898,1,,,,,,414,NW,UN,16,higsta,SERBOL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,107,107,473,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.7702,,,,,,,,0.7702,1,,,,,,349,NW,UN,33,nagurs,ASYLEN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,108,108,408,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.826115,,,,,,,,0.826115,1,,,,,,457,NW,"ID",33,wanigh,WANIGH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,109,109,276,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.69789,,,,,,,,0.69789,1,,,,,,389,NW,UN,16,hatrus,WITMER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,110,110,448,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.67866,,,,,,,,0.67866,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,111,111,383,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.56057,,,,,,,,0.56057,1,,,,,,240,WORD,"ID",33,forest,FOREST,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,112,112,59,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.522575,,,,,,,,0.522575,1,,,,,,137,WORD,UN,16,melody,FINGER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,113,113,196,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.553985,,,,,,,,0.553985,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,114,114,38,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.554355,,,,,,,,0.554355,1,,,,,,93,WORD,UN,33,travel,PUBLIC,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,115,115,152,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63118,,,,,,,,0.63118,1,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,116,116,295,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.54664,,,,,,,,0.54664,1,,,,,,377,NW,UN,16,shrile,INJORE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,117,117,436,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.58366,,,,,,,,0.58366,1,,,,,,401,NW,UN,16,syntic,MUSTIL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,118,118,460,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.648035,,,,,,,,0.648035,1,,,,,,103,WORD,UN,33,studio,BOUNCE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,119,119,162,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.80056,,,,,,,,0.80056,1,,,,,,276,NW,"ID",16,yarmon,YARMON,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,120,120,335,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.78199,,,,,,,,0.78199,1,,,,,,30,WORD,"ID",16,orient,ORIENT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,121,121,89,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.503955,,,,,,,,0.503955,1,,,,,,81,WORD,UN,33,stigma,FRIEND,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,122,122,140,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.617925,,,,,,,,0.617925,1,,,,,,29,WORD,"ID",16,sketch,SKETCH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,123,123,88,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.616685,,,,,,,,0.616685,1,,,,,,426,NW,"ID",33,urivel,URIVEL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,124,124,245,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.569325,,,,,,,,0.569325,1,,,,,,381,NW,UN,16,sarley,HUNIEK,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,125,125,440,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.754315,,,,,,,,0.754315,1,,,,,,342,NW,UN,33,aimosy,RANDOW,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,126,126,401,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.566625,,,,,,,,0.566625,1,,,,,,416,NW,UN,16,earoud,PATHEL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,127,127,475,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.600695,,,,,,,,0.600695,1,,,,,,258,NW,"ID",16,poluth,POLUTH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,128,128,317,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.60277,,,,,,,,0.60277,1,,,,,,411,NW,UN,16,jiluer,ORCHIN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,129,129,470,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64732,,,,,,,,0.64732,1,,,,,,421,NW,"ID",33,knisma,KNISMA,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,130,130,240,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.616135,,,,,,,,0.616135,1,,,,,,155,WORD,UN,16,cradle,LIZARD,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,131,131,214,1
