counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.164,button_right,0.164,1,0,6,6,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.181,button_right,0.181,0,0,7,7,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.064,button_right,0.064,0,0,8,8,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.181,button_right,0.181,0,0,9,9,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.182,button_right,0.182,1,0,10,10,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.098,button_right,0.098,1,0,11,11,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.032,button_right,0.032,1,0,12,12,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.065,button_right,0.065,0,0,13,13,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.048,button_right,0.048,1,0,14,14,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.320132013,-0.321782178,1,0,0,0.232,button_right,0.232,0,0,15,15,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,0.102310231,-0.397689769,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.336633663,-0.308580858,1,0,0,0.415,button_right,0.415,1,,,,,,179,WORD,UN,33,silent,BASKET,m,,,,,,0.336633663,-0.308580858,1,0,0,,0,0,0,178,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.336633663,-0.308580858,1,0,0,0.281,button_right,0.281,1,,,,,,210,WORD,UN,16,infect,MONKEY,m,,,,,,0.056105611,-0.407590759,1,0,0,,0,1,1,209,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.330033003,-0.285478548,1,0,0,0.349,button_right,0.349,1,,,,,,200,WORD,UN,16,admire,BEACON,m,,,,,,0.330033003,-0.285478548,1,0,0,,0,2,2,199,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.330033003,-0.285478548,1,0,0,0.448,button_right,0.448,0,,,,,,352,NW,"ID",16,tringe,TRINGE,z,,,,,,0.099009901,-0.381188119,1,0,0,,0,3,3,351,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.389438944,-0.259075908,1,0,0,0.765,button_right,0.765,0,,,,,,414,NW,UN,33,higsta,SERBOL,z,,,,,,0.389438944,-0.259075908,1,0,0,,0,4,4,413,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.363036304,-0.311881188,1,0,0,0.281,button_right,0.281,0,,,,,,298,NW,"ID",33,piergy,PIERGY,z,,,,,,0.03960396,-0.424092409,1,0,0,,0,5,5,297,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.323432343,-0.292079208,1,0,0,0.649,button_right,0.649,0,,,,,,308,NW,"ID",16,psetch,PSETCH,z,,,,,,0.323432343,-0.292079208,1,0,0,,0,6,6,307,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.323432343,-0.292079208,1,0,0,0.266,button_right,0.266,1,,,,,,57,WORD,"ID",33,change,CHANGE,m,,,,,,0.085808581,-0.404290429,1,0,0,,0,7,7,56,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.333333333,-0.288778878,1,0,0,0.731,button_right,0.731,0,,,,,,468,NW,UN,16,padifs,WICTOR,z,,,,,,0.333333333,-0.288778878,1,0,0,,0,8,8,467,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.333333333,-0.288778878,1,0,0,0.297,button_right,0.297,1,,,,,,118,WORD,"ID",16,flight,FLIGHT,m,,,,,,0.092409241,-0.367986799,1,0,0,,0,9,9,117,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.359735974,-0.262376238,1,0,0,0.681,button_right,0.681,0,,,,,,242,NW,"ID",33,unwert,UNWERT,z,,,,,,0.359735974,-0.262376238,1,0,0,,0,10,10,241,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.359735974,-0.262376238,1,0,0,0.065,button_right,0.065,1,,,,,,196,WORD,UN,16,stream,CREDIT,m,,,,,,-0.02970297,-0.407590759,1,0,0,,0,11,11,195,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.333333333,-0.295379538,1,0,0,0.764,button_right,0.764,1,,,,,,216,WORD,UN,16,liquor,BEHALF,m,,,,,,0.333333333,-0.295379538,1,0,0,,0,12,12,215,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.333333333,-0.295379538,1,0,0,0.165,button_right,0.165,1,,,,,,205,WORD,UN,16,tailor,LOUNGE,m,,,,,,-0.00990099,-0.410891089,1,0,0,,0,13,13,204,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.165,-1,,,,,,350,NW,"ID",16,nagurs,NAGURS,z,,,,,,0.198019802,-0.48349835,0,0,0,,0,14,14,349,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.165,-1,,,,,,276,NW,"ID",33,yarmon,YARMON,z,,,,,,0.165016502,-0.404290429,1,0,0,,0,15,15,275,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.165,-1,,,,,,425,NW,UN,16,schind,FRUDGE,z,,,,,,0.349834983,-0.298679868,1,0,0,,0,16,16,424,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.349834983,-0.298679868,1,0,0,0.714,button_right,0.714,0,,,,,,287,NW,"ID",33,nymbel,NYMBEL,z,,,,,,0.105610561,-0.414191419,1,0,0,,0,17,17,286,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.346534653,-0.348184818,1,0,0,0.164,button_right,0.164,0,,,,,,473,NW,UN,16,hablin,CRIBLE,z,,,,,,0.346534653,-0.348184818,1,0,0,,0,18,18,472,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.346534653,-0.348184818,1,0,0,0.249,button_right,0.249,1,,,,,,193,WORD,UN,16,plague,OBJECT,m,,,,,,-0.092409241,-0.417491749,1,0,0,,0,19,19,192,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,-0.346534653,-0.305280528,1,0,0,0.164,button_left,0.164,1,,,,,,378,NW,UN,33,auting,SHRILE,z,,,,,,-0.346534653,-0.305280528,1,0,0,,0,20,20,377,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,-0.376237624,-0.305280528,1,0,0,0.164,button_left,0.164,0,,,,,,1,WORD,"ID",33,fright,FRIGHT,m,,,,,,-0.148514851,-0.400990099,1,0,0,,0,21,21,0,1,break_done_button
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,-0.405940594,-0.272277228,1,0,0,0.215,button_left,0.215,0,,,,,,34,WORD,"ID",33,jungle,JUNGLE,m,,,,,,-0.405940594,-0.272277228,1,0,0,,0,22,22,33,1,
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h40.12.433,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,-0.405940594,-0.272277228,1,0,0,0.031,button_left,0.031,0,,,,,,61,WORD,"ID",16,ponder,PONDER,m,,,,,,-0.075907591,-0.367986799,1,0,0,,0,23,23,60,1,break_done_button
