counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.639695,,,,,,,,0.639695,1,,,,,,233,WORD,UN,33,clumsy,NATURE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,53,53,172,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57463,,,,,,,,0.57463,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,54,54,137,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.577815,,,,,,,,0.577815,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,55,55,210,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.840595,,,,,,,,0.840595,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,56,56,396,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.75589,,,,,,,,0.75589,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,57,57,175,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.73307,,,,,,,,0.73307,1,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,58,58,454,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.650085,,,,,,,,0.650085,1,,,,,,405,NW,"ID",16,flumni,FLUMNI,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,59,59,344,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.58575,,,,,,,,1.58575,1,,,,,,326,NW,"ID",33,iguade,IGUADE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,60,60,265,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.775365,,,,,,,,0.775365,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,61,61,451,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.536825,,,,,,,,0.536825,1,,,,,,136,WORD,"ID",16,bleach,BLEACH,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,62,62,75,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60595,,,,,,,,0.60595,1,,,,,,251,NW,UN,16,stapod,LUPICT,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,63,63,430,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67321,,,,,,,,0.67321,1,,,,,,167,WORD,"ID",16,design,DESIGN,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,64,64,106,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.754555,,,,,,,,0.754555,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,65,65,127,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.819415,,,,,,,,0.819415,1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,66,66,306,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.83362,,,,,,,,0.83362,0,,,,,,345,NW,"ID",33,absend,ABSEND,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,67,67,284,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.753115,,,,,,,,0.753115,1,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,68,68,24,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55004,,,,,,,,0.55004,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,69,69,181,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.82447,,,,,,,,0.82447,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,70,70,399,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76689,,,,,,,,0.76689,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,71,71,412,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53862,,,,,,,,0.53862,1,,,,,,173,WORD,"ID",16,shower,SHOWER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,72,72,112,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61349,,,,,,,,0.61349,1,,,,,,373,NW,"ID",16,bigent,BIGENT,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,73,73,312,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83043,,,,,,,,0.83043,1,,,,,,16,WORD,UN,16,charge,FAUCET,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,74,74,195,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.42946,,,,,,,,1.42946,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,75,75,410,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.696865,,,,,,,,0.696865,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,76,76,77,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.552385,,,,,,,,0.552385,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,77,77,114,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59224,,,,,,,,0.59224,1,,,,,,50,WORD,UN,16,hungry,SNATCH,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,78,78,229,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.69805,,,,,,,,0.69805,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,79,79,419,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.669185,,,,,,,,0.669185,1,,,,,,24,WORD,UN,16,domain,PRAISE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,80,80,203,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.634895,,,,,,,,0.634895,1,,,,,,383,NW,"ID",16,aungre,AUNGRE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,81,81,322,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67211,,,,,,,,0.67211,1,,,,,,17,WORD,UN,16,humble,CHARGE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,82,82,196,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.67211,-1,,,,,,45,WORD,UN,16,single,CLERGY,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,83,83,224,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.869665,,,,,,,,0.869665,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,84,84,49,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.817115,,,,,,,,0.817115,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,85,85,278,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.57734,,,,,,,,0.57734,1,,,,,,361,NW,"ID",16,pauche,PAUCHE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,86,86,300,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.493235,,,,,,,,0.493235,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,87,87,178,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.947335,,,,,,,,0.947335,1,,,,,,21,WORD,UN,16,jockey,SIMPLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,88,88,200,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.800225,,,,,,,,0.800225,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,89,89,2,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60916,,,,,,,,0.60916,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,90,90,36,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.8239,,,,,,,,0.8239,1,,,,,,364,NW,"ID",16,impote,IMPOTE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,91,91,303,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.025555,,,,,,,,1.025555,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,92,92,273,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.787235,,,,,,,,0.787235,1,,,,,,78,WORD,"ID",33,column,COLUMN,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,93,93,17,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53119,,,,,,,,0.53119,1,,,,,,159,WORD,"ID",16,detail,DETAIL,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,94,94,98,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.533525,,,,,,,,0.533525,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,95,95,153,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.590995,,,,,,,,0.590995,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,96,96,116,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81365,,,,,,,,0.81365,1,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,97,97,258,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.994165,,,,,,,,0.994165,1,,,,,,277,NW,UN,16,unighs,PETAIN,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,98,98,456,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.757285,,,,,,,,0.757285,1,,,,,,141,WORD,"ID",16,orphan,ORPHAN,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,99,99,80,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.500245,,,,,,,,0.500245,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,100,100,205,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.75781,,,,,,,,0.75781,0,,,,,,176,WORD,"ID",16,strife,STRIFE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,101,101,115,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.96283,,,,,,,,0.96283,1,,,,,,369,NW,"ID",16,wronch,WRONCH,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,102,102,308,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.643965,,,,,,,,0.643965,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,103,103,403,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.64562,,,,,,,,0.64562,1,,,,,,171,WORD,"ID",16,depart,DEPART,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,104,104,110,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.98343,,,,,,,,0.98343,1,,,,,,289,NW,UN,16,splino,STARBY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,105,105,468,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.714165,,,,,,,,0.714165,1,,,,,,333,NW,"ID",33,catrie,CATRIE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,106,106,272,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.76035,,,,,,,,0.76035,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,107,107,16,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.557015,,,,,,,,0.557015,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,108,108,84,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.599755,,,,,,,,0.599755,1,,,,,,206,WORD,UN,33,wreath,TAILOR,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,109,109,145,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.79047,,,,,,,,0.79047,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,110,110,256,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.628215,,,,,,,,0.628215,1,,,,,,254,NW,UN,16,apight,VAROSH,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,111,111,433,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.65021,,,,,,,,0.65021,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,112,112,360,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.780805,,,,,,,,0.780805,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,113,113,259,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53132,,,,,,,,0.53132,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,114,114,197,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.650205,,,,,,,,0.650205,1,,,,,,362,NW,"ID",16,tireau,TIREAU,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,115,115,301,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.541335,,,,,,,,0.541335,1,,,,,,46,WORD,UN,16,income,SINGLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,116,116,225,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78849,,,,,,,,0.78849,1,,,,,,35,WORD,UN,16,vanish,SOCKET,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,117,117,214,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.620855,,,,,,,,0.620855,1,,,,,,377,NW,"ID",16,injore,INJORE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,118,118,316,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.451865,,,,,,,,0.451865,1,,,,,,47,WORD,UN,16,walnut,INCOME,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,119,119,226,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52998,,,,,,,,0.52998,1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,,,,,,,0.130555586,-0.235185264,0,0,0,space,0,120,120,314,1,2.888195
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.300205,,,,,,,,1.300205,1,,,,,,124,WORD,"ID",16,blouse,BLOUSE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,121,121,63,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76685,,,,,,,,0.76685,1,,,,,,242,NW,UN,16,musied,UNWERT,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,122,122,421,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.68815,,,,,,,,0.68815,1,,,,,,10,WORD,UN,16,cruise,ETHNIC,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,123,123,189,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.541355,,,,,,,,0.541355,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,124,124,156,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51652,,,,,,,,0.51652,1,,,,,,4,WORD,UN,16,plunge,TRENCH,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,125,125,183,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51258,,,,,,,,0.51258,1,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,126,126,233,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49676,,,,,,,,0.49676,1,,,,,,9,WORD,UN,16,bridge,HUSTLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,127,127,188,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.656835,,,,,,,,0.656835,1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,128,128,90,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.666915,,,,,,,,0.666915,1,,,,,,270,NW,UN,16,aubrid,WRIMSY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,129,129,449,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55888,,,,,,,,0.55888,1,,,,,,423,NW,UN,33,praile,STRELD,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,130,130,362,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60673,,,,,,,,0.60673,1,,,,,,395,NW,"ID",16,colury,COLURY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,131,131,334,1,
