counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.767895,1,,,,,,424,NW,"ID",33,praile,PRAILE,z,0.767895,,,,,,0.946716261,-0.400123929,0,0,0,,0,54,54,243,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.804195,1,,,,,,299,NW,"ID",16,sturch,STURCH,z,0.804195,,,,,,0.946716261,-0.400123929,0,0,0,,0,55,55,358,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.82378,1,,,,,,411,NW,UN,16,jiluer,ORCHIN,z,0.82378,,,,,,0.946716261,-0.400123929,0,0,0,,0,56,56,470,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.75323,1,,,,,,163,WORD,UN,16,market,STRING,m,0.75323,,,,,,0.946716261,-0.400123929,0,0,0,,0,57,57,222,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.75784,1,,,,,,378,NW,UN,16,auting,SHRILE,z,0.75784,,,,,,0.946716261,-0.400123929,0,0,0,,0,58,58,437,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.8218,1,,,,,,45,WORD,"ID",16,clergy,CLERGY,m,0.8218,,,,,,0.946716261,-0.400123929,0,0,0,,0,59,59,104,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.722915,1,,,,,,350,NW,UN,33,tiesch,NAGURS,z,0.722915,,,,,,0.946716261,-0.400123929,0,0,0,,0,60,60,409,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.79608,1,,,,,,204,WORD,"ID",33,burden,BURDEN,m,0.79608,,,,,,0.946716261,-0.400123929,0,0,0,,0,61,61,23,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.765805,1,,,,,,2,WORD,"ID",16,bridge,BRIDGE,m,0.765805,,,,,,0.946716261,-0.400123929,0,0,0,,0,62,62,61,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.758165,1,,,,,,438,NW,"ID",33,baitch,BAITCH,z,0.758165,,,,,,0.946716261,-0.400123929,0,0,0,,0,63,63,257,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.792915,1,,,,,,277,NW,"ID",16,petain,PETAIN,z,0.792915,,,,,,0.946716261,-0.400123929,0,0,0,,0,64,64,336,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.773245,1,,,,,,119,WORD,UN,33,strain,SPIDER,m,0.773245,,,,,,0.946716261,-0.400123929,0,0,0,,0,65,65,178,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.79006,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,0.79006,,,,,,0.946716261,-0.400123929,0,0,0,,0,66,66,412,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.804315,1,,,,,,355,NW,UN,33,othnis,ZINGLY,z,0.804315,,,,,,0.946716261,-0.400123929,0,0,0,,0,67,67,414,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.799105,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,0.799105,,,,,,0.946716261,-0.400123929,0,0,0,,0,68,68,52,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.913205,0,,,,,,266,NW,"ID",16,varmit,VARMIT,z,0.913205,,,,,,0.946716261,-0.400123929,0,0,0,,0,69,69,325,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.80311,1,,,,,,150,WORD,UN,16,mystic,RANDOM,m,0.80311,,,,,,0.946716261,-0.400123929,0,0,0,,0,70,70,209,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.75277,1,,,,,,94,WORD,UN,33,thread,TRAVEL,m,0.75277,,,,,,0.946716261,-0.400123929,0,0,0,,0,71,71,153,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57705,1,,,,,,236,WORD,"ID",33,pirate,PIRATE,m,0.57705,,,,,,0.946716261,-0.400123929,0,0,0,,0,72,72,55,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.55173,1,,,,,,241,NW,"ID",16,smenco,SMENCO,z,0.55173,,,,,,0.946716261,-0.400123929,0,0,0,,0,73,73,300,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.480715,1,,,,,,459,NW,"ID",33,bafent,BAFENT,z,0.480715,,,,,,0.946716261,-0.400123929,0,0,0,,0,74,74,278,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.48786,1,,,,,,44,WORD,"ID",16,danger,DANGER,m,0.48786,,,,,,0.946716261,-0.400123929,0,0,0,,0,75,75,103,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.665645,1,,,,,,452,NW,"ID",33,surden,SURDEN,z,0.665645,,,,,,0.946716261,-0.400123929,0,0,0,,0,76,76,271,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.677985,1,,,,,,167,WORD,UN,16,answer,DESIGN,m,0.677985,,,,,,0.946716261,-0.400123929,0,0,0,,0,77,77,226,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57245,1,,,,,,10,WORD,"ID",16,ethnic,ETHNIC,m,0.57245,,,,,,0.946716261,-0.400123929,0,0,0,,0,78,78,69,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.534665,1,,,,,,325,NW,UN,33,iguade,THRUSE,z,0.534665,,,,,,0.946716261,-0.400123929,0,0,0,,0,79,79,384,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.51618,1,,,,,,445,NW,"ID",33,minkel,MINKEL,z,0.51618,,,,,,0.946716261,-0.400123929,0,0,0,,0,80,80,264,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.531895,1,,,,,,347,NW,UN,33,dumple,KERIFT,z,0.531895,,,,,,0.946716261,-0.400123929,0,0,0,,0,81,81,406,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.533865,1,,,,,,59,WORD,"ID",16,splint,SPLINT,m,0.533865,,,,,,0.946716261,-0.400123929,0,0,0,,0,82,82,118,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.552555,1,,,,,,470,NW,"ID",33,crudio,CRUDIO,z,0.552555,,,,,,0.946716261,-0.400123929,0,0,0,,0,83,83,289,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.614975,1,,,,,,202,WORD,"ID",33,factor,FACTOR,m,0.614975,,,,,,0.946716261,-0.400123929,0,0,0,,0,84,84,21,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.575735,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,0.575735,,,,,,0.946716261,-0.400123929,0,0,0,,0,85,85,299,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.66439,1,,,,,,228,WORD,"ID",33,master,MASTER,m,0.66439,,,,,,0.946716261,-0.400123929,0,0,0,,0,86,86,47,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.582975,1,,,,,,305,NW,UN,33,sounge,FORGLE,z,0.582975,,,,,,0.946716261,-0.400123929,0,0,0,,0,87,87,364,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.60722,1,,,,,,304,NW,UN,33,forgle,CLUDIE,z,0.60722,,,,,,0.946716261,-0.400123929,0,0,0,,0,88,88,363,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.63269,1,,,,,,145,WORD,UN,16,couple,PARISH,m,0.63269,,,,,,0.946716261,-0.400123929,0,0,0,,0,89,89,204,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.70141,1,,,,,,434,NW,"ID",33,pitrom,PITROM,z,0.70141,,,,,,0.946716261,-0.400123929,0,0,0,,0,90,90,253,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.566395,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,0.566395,,,,,,0.946716261,-0.400123929,0,0,0,,0,91,91,410,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.50492,1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,0.50492,,,,,,0.946716261,-0.400123929,0,0,0,,0,92,92,39,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58658,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,0.58658,,,,,,0.946716261,-0.400123929,0,0,0,,0,93,93,382,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.72358,0,,,,,,345,NW,UN,33,saudic,ABSEND,z,0.72358,,,,,,0.946716261,-0.400123929,0,0,0,,0,94,94,404,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.81674,1,,,,,,332,NW,UN,33,catrie,VANGUE,z,0.81674,,,,,,0.946716261,-0.400123929,0,0,0,,0,95,95,391,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.528795,1,,,,,,479,NW,"ID",33,lobush,LOBUSH,z,0.528795,,,,,,0.946716261,-0.400123929,0,0,0,,0,96,96,298,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.509005,1,,,,,,201,WORD,"ID",33,admire,ADMIRE,m,0.509005,,,,,,0.946716261,-0.400123929,0,0,0,,0,97,97,20,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.73968,1,,,,,,97,WORD,UN,33,belong,CLIENT,m,0.73968,,,,,,0.946716261,-0.400123929,0,0,0,,0,98,98,156,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.63483,1,,,,,,321,NW,UN,33,slanch,MIATOR,z,0.63483,,,,,,0.946716261,-0.400123929,0,0,0,,0,99,99,380,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.546365,1,,,,,,383,NW,UN,16,guesco,AUNGRE,z,0.546365,,,,,,0.946716261,-0.400123929,0,0,0,,0,100,100,442,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.646065,1,,,,,,178,WORD,UN,16,basket,INFORM,m,0.646065,,,,,,0.946716261,-0.400123929,0,0,0,,0,101,101,237,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.555185,1,,,,,,329,NW,UN,33,kensom,YARIKE,z,0.555185,,,,,,0.946716261,-0.400123929,0,0,0,,0,102,102,388,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.53342,1,,,,,,72,WORD,UN,33,source,BRIGHT,m,0.53342,,,,,,0.946716261,-0.400123929,0,0,0,,0,103,103,131,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.523555,1,,,,,,363,NW,UN,16,impote,BREALI,z,0.523555,,,,,,0.946716261,-0.400123929,0,0,0,,0,104,104,422,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.642925,1,,,,,,5,WORD,"ID",16,plunge,PLUNGE,m,0.642925,,,,,,0.946716261,-0.400123929,0,0,0,,0,105,105,64,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.538585,1,,,,,,257,NW,"ID",16,veniod,VENIOD,z,0.538585,,,,,,0.946716261,-0.400123929,0,0,0,,0,106,106,316,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.640215,1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,0.640215,,,,,,0.946716261,-0.400123929,0,0,0,,0,107,107,150,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.591805,1,,,,,,76,WORD,UN,33,racket,EXOTIC,m,0.591805,,,,,,0.946716261,-0.400123929,0,0,0,,0,108,108,135,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.578875,1,,,,,,235,WORD,"ID",33,grumpy,GRUMPY,m,0.578875,,,,,,0.946716261,-0.400123929,0,0,0,,0,109,109,54,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.60192,1,,,,,,215,WORD,"ID",33,phobia,PHOBIA,m,0.60192,,,,,,0.946716261,-0.400123929,0,0,0,,0,110,110,34,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58709,1,,,,,,291,NW,"ID",16,pretch,PRETCH,z,0.58709,,,,,,0.946716261,-0.400123929,0,0,0,,0,111,111,350,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.59891,1,,,,,,310,NW,UN,33,sproly,DANIET,z,0.59891,,,,,,0.946716261,-0.400123929,0,0,0,,0,112,112,369,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.515085,1,,,,,,80,WORD,UN,33,friend,FAMILY,m,0.515085,,,,,,0.946716261,-0.400123929,0,0,0,,0,113,113,139,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.65063,1,,,,,,334,NW,UN,33,desion,WATMEG,z,0.65063,,,,,,0.946716261,-0.400123929,0,0,0,,0,114,114,393,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.514185,1,,,,,,275,NW,"ID",16,sleirt,SLEIRT,z,0.514185,,,,,,0.946716261,-0.400123929,0,0,0,,0,115,115,334,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.547495,1,,,,,,231,WORD,"ID",33,export,EXPORT,m,0.547495,,,,,,0.946716261,-0.400123929,0,0,0,,0,116,116,50,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.65519,0,,,,,,117,WORD,UN,33,flight,BRANCH,m,0.65519,,,,,,0.946716261,-0.400123929,0,0,0,,0,117,117,176,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.661475,1,,,,,,392,NW,UN,16,ganous,ROUNCY,z,0.661475,,,,,,0.946716261,-0.400123929,0,0,0,,0,118,118,451,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.66224,1,,,,,,268,NW,"ID",16,packes,PACKES,z,0.66224,,,,,,0.946716261,-0.400123929,0,0,0,,0,119,119,327,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.583875,1,,,,,,123,WORD,UN,16,blouse,STRIKE,m,0.583875,,,,,,0.946716261,-0.400123929,0,0,0,space,0,120,120,182,1,12.910755
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.687785,1,,,,,,453,NW,"ID",33,bolvis,BOLVIS,z,0.687785,,,,,,0.946716261,-0.400123929,0,0,0,,0,121,121,272,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.507425,0,,,,,,40,WORD,"ID",16,convey,CONVEY,m,0.507425,,,,,,0.946716261,-0.400123929,0,0,0,,0,122,122,99,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.53899,1,,,,,,361,NW,UN,16,tireau,PAUCHE,z,0.53899,,,,,,0.946716261,-0.400123929,0,0,0,,0,123,123,420,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.817095,1,,,,,,191,WORD,"ID",33,stable,STABLE,m,0.817095,,,,,,0.946716261,-0.400123929,0,0,0,,0,124,124,10,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.656405,1,,,,,,99,WORD,UN,33,carbon,FLUENT,m,0.656405,,,,,,0.946716261,-0.400123929,0,0,0,,0,125,125,158,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.584585,1,,,,,,360,NW,UN,33,fainch,DESORY,z,0.584585,,,,,,0.946716261,-0.400123929,0,0,0,,0,126,126,419,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.74285,1,,,,,,307,NW,UN,33,psetch,KIRAFE,z,0.74285,,,,,,0.946716261,-0.400123929,0,0,0,,0,127,127,366,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54116,1,,,,,,274,NW,"ID",16,fumblo,FUMBLO,z,0.54116,,,,,,0.946716261,-0.400123929,0,0,0,,0,128,128,333,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.550975,1,,,,,,161,WORD,UN,16,candle,PASTOR,m,0.550975,,,,,,0.946716261,-0.400123929,0,0,0,,0,129,129,220,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.690805,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,0.690805,,,,,,0.946716261,-0.400123929,0,0,0,,0,130,130,159,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.53505,1,,,,,,194,WORD,"ID",33,absent,ABSENT,m,0.53505,,,,,,0.946716261,-0.400123929,0,0,0,,0,131,131,13,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.466775,1,,,,,,421,NW,"ID",33,knisma,KNISMA,z,0.466775,,,,,,0.946716261,-0.400123929,0,0,0,,0,132,132,240,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.55471,1,,,,,,168,WORD,UN,16,genius,ANSWER,m,0.55471,,,,,,0.946716261,-0.400123929,0,0,0,,0,133,133,227,1,
