counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,response.rt,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.786,0,,,,,,410,NW,UN,33,orchin,TUNORY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,55,55,409,1,1.786,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.617,0,,,,,,394,NW,UN,33,colury,SPAQUX,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,56,56,393,1,0.617,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.138,1,,,,,,9,WORD,"ID",33,hustle,HUSTLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,57,57,8,1,0.138,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.366,0,,,,,,307,NW,"ID",16,kirafe,KIRAFE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,58,58,306,1,0.366,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.066,1,,,,,,166,WORD,UN,33,design,STARCH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,59,59,165,1,0.066,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.135,0,,,,,,372,NW,UN,33,bigent,RAMILY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,60,60,371,1,0.135,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.273,0,,,,,,228,WORD,UN,16,inject,MASTER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,61,61,227,1,0.273,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.101,1,,,,,,155,WORD,UN,33,cradle,LIZARD,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,62,62,154,1,0.101,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.119,0,,,,,,138,WORD,UN,33,staple,MELODY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,63,63,137,1,0.119,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.146,0,,,,,,433,NW,UN,16,pitrom,DRANCE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,64,64,432,1,0.146,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.116,0,,,,,,70,WORD,"ID",16,square,SQUARE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,65,65,69,1,0.116,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.126,0,,,,,,303,NW,"ID",16,fiream,FIREAM,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,66,66,302,1,0.126,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.116,1,,,,,,301,NW,"ID",16,fainch,FAINCH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,67,67,300,1,0.116,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.109,0,,,,,,419,NW,UN,33,gushop,SLOUNT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,68,68,418,1,0.109,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.14,1,,,,,,356,NW,"ID",16,othnis,OTHNIS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,69,69,355,1,0.14,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.067,1,,,,,,116,WORD,"ID",16,tumble,TUMBLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,70,70,115,1,0.067,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.142,0,,,,,,181,WORD,UN,16,winter,GLANCE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,71,71,180,1,0.142,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.127,0,,,,,,247,NW,"ID",33,blarge,BLARGE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,72,72,246,1,0.127,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.187,1,,,,,,331,NW,"ID",16,gilfew,GILFEW,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,73,73,330,1,0.187,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.174,0,,,,,,257,NW,"ID",33,veniod,VENIOD,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,74,74,256,1,0.174,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.017,0,,,,,,374,NW,UN,33,yorque,SLIANT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,75,75,373,1,0.017,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.092,1,,,,,,362,NW,UN,33,breali,TIREAU,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,76,76,361,1,0.092,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.099,1,,,,,,99,WORD,"ID",16,fluent,FLUENT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,77,77,98,1,0.099,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.142,0,,,,,,190,WORD,UN,16,stable,BACKUP,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,78,78,189,1,0.142,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.184,0,,,,,,56,WORD,"ID",33,ambush,AMBUSH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,79,79,55,1,0.184,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.091,1,,,,,,44,WORD,"ID",33,danger,DANGER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,80,80,43,1,0.091,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.434,1,,,,,,209,WORD,UN,16,monkey,SEARCH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,81,81,208,1,0.434,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.234,1,,,,,,334,NW,"ID",16,watmeg,WATMEG,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,82,82,333,1,0.234,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.099,0,,,,,,361,NW,UN,33,tireau,PAUCHE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,83,83,360,1,0.099,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.232,0,,,,,,69,WORD,"ID",16,plenty,PLENTY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,84,84,68,1,0.232,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.108,0,,,,,,324,NW,"ID",16,steikh,STEIKH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,85,85,323,1,0.108,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.205,0,,,,,,175,WORD,UN,33,strife,FABRIC,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,86,86,174,1,0.205,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.389,0,,,,,,90,WORD,"ID",16,relish,RELISH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,87,87,89,1,0.389,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.017,0,,,,,,20,WORD,"ID",33,breast,BREAST,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,88,88,19,1,0.017,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.516,0,,,,,,376,NW,UN,33,sliant,IGUARE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,89,89,375,1,0.516,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.034,0,,,,,,104,WORD,"ID",16,studio,STUDIO,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,90,90,103,1,0.034,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.034,0,,,,,,8,WORD,"ID",33,abrupt,ABRUPT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,91,91,7,1,0.034,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.002,1,,,,,,407,NW,UN,33,hurnia,SUIVER,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,92,92,406,1,0.002,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.067,1,,,,,,387,NW,UN,33,cragin,GRONCE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,93,93,386,1,0.067,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.024,1,,,,,,346,NW,"ID",16,saudic,SAUDIC,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,94,94,345,1,0.024,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.156,1,,,,,,169,WORD,UN,33,pounce,GENIUS,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,95,95,168,1,0.156,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.233,0,,,,,,431,NW,UN,16,lunker,CHRUMS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,96,96,430,1,0.233,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.384,1,,,,,,369,NW,UN,33,sleact,WRONCH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,97,97,368,1,0.384,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.357,0,,,,,,249,NW,"ID",33,batrol,BATROL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,98,98,248,1,0.357,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.991,0,,,,,,256,NW,"ID",33,inlors,INLORS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,99,99,255,1,0.991,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.256,0,,,,,,246,NW,"ID",33,piaton,PIATON,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,100,100,245,1,0.256,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.782,0,,,,,,348,NW,"ID",16,dumple,DUMPLE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,101,101,347,1,0.782,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.269,0,,,,,,34,WORD,"ID",33,jungle,JUNGLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,102,102,33,1,0.269,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.222,0,,,,,,474,NW,UN,16,gorbie,HABLIN,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,103,103,473,1,0.222,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.126,1,,,,,,230,WORD,UN,16,export,FRINGE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,104,104,229,1,0.126,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.268,0,,,,,,1,WORD,"ID",33,fright,FRIGHT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,105,105,0,1,0.268,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.019,0,,,,,,203,WORD,UN,16,burden,PHRASE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,106,106,202,1,0.019,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.141,1,,,,,,420,NW,UN,33,pauche,GUSHOP,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,107,107,419,1,0.141,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.266,1,,,,,,309,NW,"ID",16,amiloy,AMILOY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,108,108,308,1,0.266,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.149,1,,,,,,412,NW,UN,33,equats,JILUER,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,109,109,411,1,0.149,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.085,1,,,,,,425,NW,UN,16,schind,FRUDGE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,110,110,424,1,0.085,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.326,0,,,,,,291,NW,"ID",33,pretch,PRETCH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,111,111,290,1,0.326,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.305,1,,,,,,449,NW,UN,16,phrect,BRUNGE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,112,112,448,1,0.305,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.002,0,,,,,,211,WORD,UN,16,verify,INFECT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,113,113,210,1,0.002,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.2,0,,,,,,377,NW,UN,33,shrile,INJORE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,114,114,376,1,0.2,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.242,1,,,,,,363,NW,UN,33,impote,BREALI,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,115,115,362,1,0.242,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.034,1,,,,,,426,NW,UN,16,frudge,URIVEL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,116,116,425,1,0.034,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.027,0,,,,,,103,WORD,"ID",16,bounce,BOUNCE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,117,117,102,1,0.027,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.022,0,,,,,,27,WORD,"ID",33,scream,SCREAM,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,118,118,26,1,0.022,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.001,0,,,,,,133,WORD,UN,33,debris,CHROME,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,119,119,132,1,0.001,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.068,0,,,,,,14,WORD,"ID",33,almost,ALMOST,m,,,,,,0.296375267,-0.320895522,0,0,0,space,0,120,120,13,1,0.068,4.015,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.704,0,,,,,,232,WORD,UN,16,nature,INJECT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,121,121,231,1,0.704,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.484,1,,,,,,244,NW,"ID",33,eatric,EATRIC,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,122,122,243,1,0.484,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.001,0,,,,,,161,WORD,UN,33,candle,PASTOR,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,123,123,160,1,0.001,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.105,1,,,,,,393,NW,UN,33,spaqux,GANOUS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,124,124,392,1,0.105,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.082,1,,,,,,325,NW,"ID",16,thruse,THRUSE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,125,125,324,1,0.082,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.067,0,,,,,,224,WORD,UN,16,vulgar,PERIOD,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,126,126,223,1,0.067,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.067,0,,,,,,178,WORD,UN,33,mildew,INFORM,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,127,127,177,1,0.067,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.04,0,,,,,,235,WORD,UN,16,pirate,GRUMPY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,128,128,234,1,0.04,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.017,0,,,,,,18,WORD,"ID",33,humble,HUMBLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,129,129,17,1,0.017,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.017,-1,,,,,,29,WORD,"ID",33,sketch,SKETCH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,130,130,28,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.017,-1,,,,,,430,NW,UN,16,funtle,CAROEY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,131,131,429,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.009,0,,,,,,364,NW,UN,33,guairt,IMPOTE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,132,132,363,1,0.009,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.249,1,,,,,,199,WORD,UN,16,beacon,INVOKE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,133,133,198,1,0.249,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.249,-1,,,,,,360,NW,"ID",16,desory,DESORY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,134,134,359,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.249,-1,,,,,,260,NW,"ID",33,unject,UNJECT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,135,135,259,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.017,1,,,,,,185,WORD,UN,16,portal,BOTHER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,136,136,184,1,0.017,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.154,0,,,,,,401,NW,UN,33,elopia,MUSTIL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,137,137,400,1,0.154,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.154,-1,,,,,,436,NW,UN,16,snapel,FRUTAN,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,138,138,435,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.166,1,,,,,,106,WORD,"ID",16,ransom,RANSOM,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,139,139,105,1,0.166,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.992,1,,,,,,275,NW,"ID",33,sleirt,SLEIRT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,140,140,274,1,0.992,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.056,0,,,,,,60,WORD,"ID",33,pencil,PENCIL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,141,141,59,1,0.056,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.057,1,,,,,,227,WORD,UN,16,master,SELDOM,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,142,142,226,1,0.057,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.167,1,,,,,,442,NW,UN,16,dorsex,ABOUNE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,143,143,441,1,0.167,,
