counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,420,NW,UN,16,pauche,GUSHOP,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,64,64,479,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,65,65,250,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,66,66,0,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,14,WORD,"ID",16,almost,ALMOST,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,67,67,73,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,46,WORD,"ID",16,single,SINGLE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,68,68,105,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,169,WORD,UN,16,pounce,GENIUS,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,69,69,228,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,348,NW,UN,33,asylen,DUMPLE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,70,70,407,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,411,NW,UN,16,jiluer,ORCHIN,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,71,71,470,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,152,WORD,UN,16,behold,ROCKET,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,72,72,211,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,81,WORD,UN,33,stigma,FRIEND,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,73,73,140,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,74,74,273,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,404,NW,UN,16,flumni,CLUIRM,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,75,75,463,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,76,76,295,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,215,WORD,"ID",33,phobia,PHOBIA,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,77,77,34,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,190,WORD,"ID",33,backup,BACKUP,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,78,78,9,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,4,WORD,"ID",16,trench,TRENCH,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,79,79,63,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,38,WORD,"ID",16,powder,POWDER,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,80,80,97,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,7,WORD,"ID",16,anchor,ANCHOR,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,81,81,66,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,305,NW,UN,33,sounge,FORGLE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,82,82,364,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,127,WORD,UN,16,senior,CASTLE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,83,83,186,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,236,WORD,"ID",33,pirate,PIRATE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,84,84,55,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,467,NW,"ID",33,gorbie,GORBIE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,85,85,286,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,76,WORD,UN,33,racket,EXOTIC,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,86,86,135,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,270,NW,"ID",16,wrimsy,WRIMSY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,87,87,329,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,298,NW,"ID",16,piergy,PIERGY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,88,88,357,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,466,NW,"ID",33,hocite,HOCITE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,89,89,285,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,104,WORD,UN,33,number,STUDIO,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,90,90,163,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,91,91,57,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,175,WORD,UN,16,strife,FABRIC,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,92,92,234,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,451,NW,"ID",33,cainky,CAINKY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,93,93,270,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,223,WORD,"ID",33,kidney,KIDNEY,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,94,94,42,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,196,WORD,"ID",33,credit,CREDIT,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,95,95,15,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,17,WORD,"ID",16,charge,CHARGE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,96,96,76,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,186,WORD,"ID",33,portal,PORTAL,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,97,97,5,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,412,NW,UN,16,equats,JILUER,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,98,98,471,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,248,NW,"ID",16,strole,STROLE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,99,99,307,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,379,NW,UN,16,cavory,AUTING,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,100,100,438,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,101,101,412,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,65,WORD,UN,33,gospel,SYMBOL,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,102,102,124,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,427,NW,"ID",33,schind,SCHIND,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,103,103,246,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,296,NW,"ID",16,beinch,BEINCH,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,104,104,355,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,450,NW,"ID",33,phrect,PHRECT,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,105,105,269,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,311,NW,UN,33,nerawl,SPROLY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,106,106,370,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,107,107,134,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,469,NW,"ID",33,padifs,PADIFS,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,108,108,288,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,109,109,150,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,258,NW,"ID",16,poluth,POLUTH,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,110,110,317,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,60,WORD,"ID",16,pencil,PENCIL,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,111,111,119,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,182,WORD,"ID",33,winter,WINTER,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,112,112,1,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,15,WORD,"ID",16,amount,AMOUNT,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,113,113,74,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,337,NW,UN,33,wreash,REJOLS,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,114,114,396,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,90,WORD,UN,33,expand,RELISH,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,115,115,149,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,314,NW,UN,33,laston,SPRINE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,116,116,373,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,26,WORD,"ID",16,sprint,SPRINT,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,117,117,85,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,118,118,133,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,119,119,262,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,373,NW,UN,16,sliant,BIGENT,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,120,120,432,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,233,WORD,"ID",33,nature,NATURE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,121,121,52,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,194,WORD,"ID",33,absent,ABSENT,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,122,122,13,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,69,WORD,UN,33,square,PLENTY,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,123,123,128,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,2,WORD,"ID",16,bridge,BRIDGE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,124,124,61,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,387,NW,UN,16,cragin,GRONCE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,125,125,446,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,437,NW,"ID",33,snapel,SNAPEL,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,126,126,256,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,343,NW,UN,33,scrily,AIMOSY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,127,127,402,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,30,WORD,"ID",16,orient,ORIENT,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,128,128,89,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,391,NW,UN,16,rouncy,THELDY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,129,129,450,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,462,NW,"ID",33,absult,ABSULT,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,130,130,281,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,131,131,45,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,141,WORD,UN,16,spruce,ORPHAN,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,132,132,200,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,344,NW,UN,33,absend,SCRILY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,133,133,403,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,33,WORD,"ID",16,butler,BUTLER,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,134,134,92,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,110,WORD,UN,33,induce,POLITE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,135,135,169,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,44,WORD,"ID",16,danger,DANGER,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,136,136,103,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,475,NW,"ID",33,pebric,PEBRIC,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,137,137,294,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,265,NW,"ID",16,distar,DISTAR,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,138,138,324,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,139,139,39,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,245,NW,"ID",16,anougs,ANOUGS,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,140,140,304,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,51,WORD,"ID",16,hungry,HUNGRY,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,141,141,110,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,68,WORD,UN,33,plenty,FUMBLE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,142,142,127,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,308,NW,UN,33,amiloy,PSETCH,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,143,143,367,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,176,WORD,UN,16,advent,STRIFE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,144,144,235,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,319,NW,UN,33,jockal,ZOMBER,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,145,145,378,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,146,146,38,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,351,NW,UN,33,tringe,TIESCH,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,147,147,410,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,148,148,175,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,149,149,187,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,272,NW,"ID",16,damilt,DAMILT,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,150,150,331,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,378,NW,UN,16,auting,SHRILE,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,151,151,437,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,380,NW,UN,16,huniek,CAVORY,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,152,152,439,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,463,NW,"ID",33,kispel,KISPEL,z,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,153,153,282,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,41,WORD,"ID",16,spring,SPRING,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,154,154,100,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h56.32.062,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.232,-1,,,,,,162,WORD,UN,16,string,CANDLE,m,,,,,,,-2.567656766,-0.48679868,0,0,0,,0,155,155,221,1
